报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.1,0.32,0.12,0.29,0.25,0.18,0.19,--,0.24,0.34,0.22,0.92,0.56,0.39,0.25,1.31,0.63,0.47,1.08,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,8.49,8.32,10.37,10.12,3.52,3.36,2.89,3.45,2.43,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0,-0.29,-0.73,0.7,0.06,-0.07,0.68,1.67,1.24,
主营业务收入(万元),127484,90771,45746,168475,121264,83623,42322,167802,122565,84104,45579,165656,121329,80565,43932,168281,121574,81056,137559,120164,111401,
主营业务利润(万元),36801,26764,13942,49654,35244,24204,12626,44942,31311,21685,11541,42150,29463,19854,10317,40133,27143,19408,32881,27726,25635,
营业利润(万元),16171,19932,7154,17292,14786,10578,5665,20039,14975,10787,5820,22057,13857,9643,5259,18368,10061,7541,18060,12817,9797,
投资收益(万元),941,8717,642,132,-216,27,18,81,59,39,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),15,22,23,657,334,312,296,1901,227,134,80,1473,508,330,62,2814,87,95,40,196,54,
利润总额(万元),16185,19954,7177,17949,15120,10890,5961,21940,15202,10920,5899,23530,14365,9973,5321,21182,10148,7636,18100,13013,9852,
净利润(万元),11605,14837,5302,13289,11360,8152,4412,16188,10952,7825,4238,17584,10749,7454,3984,15772,7605,5631,12987,8102,6942,
净利润(扣除非经常性损益后)(万元),9542,8142,5292,12800,11117,7924,4120,--,--,7759,4186,16434,--,7206,--,13685,7543,5562,11805,8467,6611,
经营活动产生的现金流量净额(万元),7295,4824,19,26356,13706,12726,100,13016,1789,96,-4177,14795,27,-5618,-11697,11276,-10220,-808,8214,9296,6907,
现金及现金等价物净增加额(万元),-13036,-8688,-8324,-1504,3758,7880,-6895,-43302,-44216,-39102,-14503,-59132,-36284,-40836,-36906,121501,-767,1427,-2454,16828,-2317,
总资产(万元),243649,243795,224633,229804,245707,248012,244214,212055,198986,187782,194100,186682,185578,180767,184287,208461,92679,81756,80092,66836,53768,
流动资产(万元),70389,74193,72689,90817,111891,122206,125323,112083,121157,111004,134089,147371,153222,148838,153119,184271,68676,57538,62499,51128,38755,
总负债(万元),62601,59514,45280,55752,73584,79097,65215,37469,29635,21559,19944,16764,22495,20979,18369,46526,50468,41472,45440,46335,37311,
流动负债(万元),59027,55036,43028,53500,71482,76995,63203,36429,29235,21559,19944,16764,22495,20979,18369,38786,46928,41472,45440,46335,37311,
股东权益不含少数股东权益(万元),181048,184280,179353,174051,172122,168915,178999,174586,169351,166223,174156,169918,163084,159788,165918,161935,42212,40283,34653,19206,13497,
净资产收益率加权(%),6.51,8.18,3,7.62,6.47,4.56,2.5,--,--,4.5,2.46,10.65,6.59,4.54,2.43,37.08,19.78,15.03,49.92,50.57,61.21,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
