报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0,0,-0.03,-0.22,-0.08,0.03,0.07,0.15,0.13,0.17,0.13,0.23,0.18,0.31,0.21,0.39,0.31,0.34,0.27,0.51,0.37,0.39,0.23,0.09,
每股净资产(元),1.22,3.04,3.01,3.04,3.18,5.29,5.33,5.26,5.24,5.27,5.29,5.16,5.1,8.28,8.19,7.97,7.89,7.9,7.81,2.88,2.74,2.37,3.99,1.23,
每股经营活动产生的现金流量净额(元),0.07,0.07,-0.07,0.11,-0.02,-0.14,-0.14,0.05,0.06,0,-0.1,-0.13,0.07,0.07,0,0.03,0.02,0.01,0.01,0.13,0.13,0.04,0.57,0.09,
主营业务收入(万元),24923,20508,10366,35566,21398,20083,13783,45437,30214,25496,17294,43152,29434,25234,15881,42760,31319,27852,15654,39503,29536,28458,18312,14952,
主营业务利润(万元),7241,5195,1865,5941,5139,5734,4837,13141,9000,7459,6035,13833,8545,7563,4964,12699,9506,8583,4978,11540,8352,7877,4681,3698,
营业利润(万元),-874,-490,-1279,-11427,-4478,-60,1799,3291,2436,3711,3508,6780,4453,5023,3495,6304,4767,5056,3448,6457,4798,4588,2109,762,
投资收益(万元),-29,-17,-6,-48,-52,-22,-0,6,--,--,--,-13,-12,-12,--,--,--,--,--,101,201,0,0,0,
营业外收支净额(万元),501,242,136,-100,-235,244,147,548,207,148,121,507,274,71,60,51,32,6,7,22,-14,60,37,100,
利润总额(万元),-373,-248,-1143,-11527,-4713,184,1946,3839,2644,3858,3629,7287,4727,5094,3555,6355,4798,5062,3455,6479,4784,4649,2147,862,
净利润(万元),446,59,-1061,-8848,-3241,732,1841,3842,3425,4325,3413,5956,4652,4923,3401,5907,4532,4725,3259,6156,4479,4429,2140,844,
净利润(扣除非经常性损益后)(万元),--,-143,--,-8664,--,563,--,3468,--,4231,--,5575,--,4869,--,5864,--,4722,--,5988,4293,4373,2103,744,
经营活动产生的现金流量净额(万元),6926,2685,-2826,4524,-620,-3563,-3624,1355,1448,18,-2624,-3286,1771,1054,47,536,388,228,226,1529,1590,467,3277,420,
现金及现金等价物净增加额(万元),-5431,-6083,-6754,-8441,-10969,-10101,-6756,-29036,-24312,-10478,-10522,-18962,-14617,-2190,-6639,74077,77694,81364,87067,91,1295,438,11637,-109,
总资产(万元),159396,155466,155405,158383,162531,165738,166376,168359,161535,164309,160873,158671,135876,137488,136238,133870,131228,130815,134808,44843,41020,41085,28617,18715,
流动资产(万元),75470,74535,78052,82301,89005,93148,96293,99935,112063,122198,120829,123922,105236,117978,120672,119058,118481,121382,126680,37045,34134,36521,25146,15209,
总负债(万元),24469,21400,22212,24136,21265,18534,17646,21851,16374,17925,13744,15115,3635,3622,3606,4709,3842,2973,8399,8996,6921,11575,5231,12606,
流动负债(万元),16632,13336,14772,16643,15694,13723,12978,17005,12992,14423,10629,13048,3635,3622,3606,4709,3842,2973,8399,8996,6768,11525,5231,12606,
股东权益不含少数股东权益(万元),124887,124500,123380,124441,130050,135302,136410,134569,134137,135036,135405,131992,130615,132495,130973,127558,126204,126438,124973,34545,32869,28389,22935,5658,
净资产收益率加权(%),0.36,0.05,-0.86,-6.83,-2.44,0.54,1.36,2.88,2.57,3.22,2.55,4.59,3.59,3.79,2.63,5.74,4.77,5.87,9.01,19.56,14.62,17.59,31.8,16.12,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
