报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),-0.3,-0.19,-0.05,0.16,0.1,0.07,0.02,0.22,0.15,0.11,0.07,0.43,0.37,0.27,0.48,0.47,0.51,
每股净资产(元),--,--,--,--,3.06,--,--,--,4.08,--,4.04,--,3.88,2.58,2.3,1.96,1.73,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.55,--,--,--,-1.25,--,-1.18,--,-0.9,0.26,0.7,1.21,-0.16,
主营业务收入(万元),124311,93492,51095,228424,163470,115654,51065,219765,170186,101981,47966,258221,201557,141354,337432,302847,171472,
主营业务利润(万元),-533,1244,1051,15473,11303,7855,2698,15167,11918,7713,4003,18215,14638,10266,20266,18653,11695,
营业利润(万元),-20017,-9653,-2737,3482,2894,1840,491,5862,4999,3285,2151,11313,9034,6440,11722,10624,7220,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-196,--,
营业外收支净额(万元),3610,501,323,3668,1666,1327,591,1481,433,293,171,748,553,387,448,951,877,
利润总额(万元),-16407,-9152,-2414,7150,4560,3166,1081,7343,5432,3578,2322,12061,9587,6828,12170,11574,8097,
净利润(万元),-11212,-6605,-1792,5540,3424,2360,716,5485,3747,2839,1818,9006,7211,5134,9157,8627,6122,
净利润(扣除非经常性损益后)(万元),-14541,-6978,-2033,2760,2160,1351,255,4337,3387,2593,--,8428,--,4844,8847,7999,5591,
经营活动产生的现金流量净额(万元),8647,19851,-5526,7977,19489,17654,5383,-64760,-31559,-40196,-29789,-31131,-22766,5023,13294,22954,-2963,
现金及现金等价物净增加额(万元),5703,-4811,-5577,-253,7772,8498,3750,-13418,7076,-4680,13004,-925,40928,-11173,9530,14107,6965,
总资产(万元),320191,223193,249574,244462,245610,237368,230248,226893,233974,215682,214120,169607,206580,122615,134274,118972,100621,
流动资产(万元),145787,146487,177122,172872,178469,171613,165726,162329,171763,154614,154357,110986,154914,71479,86929,86436,76867,
总负债(万元),112552,117963,138702,132017,135366,128363,122234,119773,128759,111556,109806,67264,106175,71527,88550,79624,67387,
流动负债(万元),103289,108879,129468,122623,125776,118565,112334,111063,119964,102655,100826,58042,97494,63514,81262,74759,57191,
股东权益不含少数股东权益(万元),206622,103895,109311,110850,108519,107247,106219,105275,103345,102230,102393,100388,98419,49071,43653,37182,31206,
净资产收益率加权(%),-9.5,-6.11,-1.63,5.13,3.2,2.21,0.68,5.33,3.66,2.79,1.8,14.1,13.74,11.11,23.04,24.24,22.92,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
