报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1993-03-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.39,0.27,0.07,0.82,0.72,0.49,0.12,0.59,0.41,0.28,0.08,0.48,0.49,0.46,0.34,0.78,0.66,0.45,0.11,0.39,0.12,0.07,0.01,0.21,0.11,0.09,-0.01,0.09,0.05,0.03,-0,0.12,0.02,0.01,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.49,--,4.5,4.47,4.47,4.13,4.02,3.81,3.48,3.37,2.85,2.8,2.79,2.78,2.7,2.68,2.61,2.62,2.59,2.55,2.52,2.53,2.46,2.46,2.43,2.44,2.54,2.55,2.57,2.62,2.55,2.57,2.56,2.61,2.63,2.71,2.66,2.63,2.58,2.53,2.5,2.16,2.09,1.75,1.68,1.69,1.72,1.72,1.67,1.59,1.71,1.66,1.65,1.46,2.17,2.13,1.95,1.79,1.86,2.09,1.94,1.95,1.58,1.46,1.41,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.01,--,0.07,0.07,-0.05,0.54,0.38,0.25,0.01,0.09,0.14,0.07,0.03,0.16,0.04,0.09,0.05,0.44,0.18,0.11,0.06,0.29,0.15,0.1,0.12,0.4,0,--,0,0.29,0,0,0,0.57,0,0,0,0.35,0,0,0,0.18,0,0.13,--,0.3,0.07,0.19,0.06,0.29,--,0.22,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
主营业务收入(万元),161845,105888,46983,225700,162111,108481,47660,215140,149471,96642,40558,164910,119328,78505,36288,164479,119492,77906,33910,132453,91501,58361,25494,132392,91326,58330,23855,119306,80874,46534,21209,142390,103758,65859,27218,138219,96239,60644,26013,127904,88649,58887,23580,102681,67530,45176,21344,114370,82274,54729,25184,111947,76866,50195,21653,105453,47681,94101,44453,64695,28172,61586,24639,52166,20006,31131,13819,27833,11491,19056,7685,18052,7611,3277,10293,5461,4889,
主营业务利润(万元),30367,20453,8297,51406,37599,26349,10169,43585,27814,18361,7368,31624,21133,14831,6572,40051,29427,18744,7286,25415,14075,8805,3446,19400,12974,8294,2743,15716,10527,6423,2871,18340,13383,--,--,15767,9949,5972,2238,14524,10239,7062,2521,20448,15145,10848,5070,20911,13858,9270,3734,18703,12814,8565,3700,20241,8530,18872,8883,14616,6595,14664,5299,3844,673,2364,575,3314,1792,3140,2496,3683,1513,515,0,0,0,
营业利润(万元),15368,11605,3111,36598,30795,21153,5494,26787,17798,11917,3501,20865,20165,18545,12838,36009,29785,19856,5123,16205,4635,2504,159,6080,2296,1299,-537,975,745,912,-308,-7083,-747,-915,-830,-9996,-5092,-4428,-2821,-7738,-5228,-3757,-2734,-1416,1681,1967,1299,-915,-476,40,-586,311,882,664,-342,2537,426,-1788,-74,-2519,-1385,1772,16,4054,0,2609,0,3535,--,0,1784,3717,1534,513,0,0,0,
投资收益(万元),7205,5680,1699,15857,14051,9321,2091,13522,9211,6152,2078,14683,15610,13899,11349,17913,14374,9847,1962,9945,2486,1656,491,5480,1182,500,186,3087,2312,2301,54,-570,1079,620,47,469,852,940,199,6452,1486,1163,169,2252,1249,1044,-29,4282,2202,192,155,3243,1636,1177,424,3050,2104,6063,2408,5413,2282,3652,890,232,203,1270,215,374,268,390,331,3,0,0,0,0,0,
营业外收支净额(万元),3014,556,90,1561,1432,1017,157,1440,1054,452,302,1055,463,205,40,1091,507,307,206,849,450,404,155,2760,2589,2423,174,2839,--,--,--,--,--,--,--,-317,0,--,0,305,0,0,0,103,-102,-56,0,-107,303,279,357,-208,0,-284,0,-230,0,40,0,-286,0,0,0,0,-7,0,0,0,-37,457,0,34,--,--,--,--,--,
利润总额(万元),18382,12161,3202,38158,32226,22170,5651,28227,18852,12369,3803,21920,20629,18750,12879,37100,30292,20162,5328,17054,5085,2909,314,8839,4885,3722,-363,3814,1973,978,-313,5009,185,-100,-553,-8032,-3379,-3147,-2391,298,-2516,-1720,-2216,2311,3904,3572,1389,5152,3281,1293,95,5089,3240,2123,-364,5471,2634,4315,2460,2878,785,5635,1083,4700,922,4432,858,4335,2093,4250,2112,3753,1424,468,1051,866,462,
净利润(万元),13580,9179,2308,28302,24643,16731,4019,20157,14188,9480,2884,16351,16962,15772,11724,26880,22604,15385,3817,13280,4031,2321,201,7391,3847,3021,-298,3025,1577,853,-148,4207,625,335,-466,-7565,-2872,-2619,-1860,408,-2097,-1502,-1769,2434,3390,2966,1048,4601,3073,1341,217,4180,2697,1601,-327,4390,2394,3886,2419,3408,1238,5084,937,4089,748,4030,803,3688,1797,3642,1847,3178,1211,468,719,580,310,
