报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),0.07,0.25,-0.08,0.93,0.52,0.34,0,--,0.46,0.3,0,0.78,0.49,0.3,0.02,0.72,0.47,0.3,0.14,1,1.03,0.78,0.2,0.86,0.53,0.08,0.67,0.48,
每股净资产(元),--,--,--,--,--,--,--,--,--,5.01,--,--,5.43,5.26,5.03,5,4.76,4.58,8.8,8.66,13.66,13.38,3.14,2.95,--,0,2.13,4.78,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-1.16,-0.78,-0.44,-1.06,-1.21,-0.83,-1.17,-0.46,-0.33,-0.05,-0.17,0.39,--,-0.37,0.12,0.48,
主营业务收入(万元),300775,212677,54778,500694,330322,219224,51199,429730,264990,161355,39224,319299,207497,118909,34368,249350,161614,91209,25308,129043,82316,53637,18720,65949,49343,8853,48580,39168,
主营业务利润(万元),45221,40696,6555,102947,66370,43351,9639,85928,50823,31546,6164,73161,47125,29684,8022,60238,39714,24505,6606,30657,19498,12598,4260,14949,10595,2071,10787,7932,
营业利润(万元),6839,16615,-2472,52254,30022,19076,858,47498,26125,17486,364,38496,21729,13526,933,33985,22015,14206,2843,18760,11714,8070,2029,8731,5342,805,6313,4905,
投资收益(万元),915,1120,381,4005,3226,2418,867,5316,3886,2219,375,3060,2606,1874,878,--,124,--,--,--,--,0,0,--,--,0,--,-88,
营业外收支净额(万元),303,332,-29,1215,1018,969,41,2363,752,454,216,959,173,94,-61,559,1159,601,391,1042,369,201,131,434,280,13,416,--,
利润总额(万元),7142,16947,-2501,53469,31040,20045,899,49861,26877,17940,580,39455,21902,13620,872,34544,23174,14808,3234,19801,12083,8271,2160,9165,5622,818,6729,4961,
净利润(万元),3805,12803,-3690,42813,24103,15616,184,39876,21295,13871,159,29764,18694,11710,754,27646,18199,11518,2609,16844,10288,7015,1824,7758,4776,683,5573,3527,
净利润(扣除非经常性损益后)(万元),3543,12521,-3664,41776,23232,14790,149,--,20652,13486,-25,28862,--,11631,--,27172,--,10995,--,15938,--,6844,1724,7402,--,658,5240,3416,
经营活动产生的现金流量净额(万元),-92558,-54607,-18375,-26421,-41900,-32577,-23419,-16643,-30066,-16225,-11168,-49108,-44523,-29796,-16970,-40851,-46342,-32002,-22401,-8772,-3978,-653,-1498,3474,676,-3336,1083,1140,
现金及现金等价物净增加额(万元),93418,34783,57144,-9832,-21830,-16225,-11079,22488,8237,-5118,-10149,-21890,-15294,-4977,43047,-39139,-36238,-30476,-20014,100380,115641,123216,-2883,1951,-553,-3558,2765,829,
总资产(万元),1174514,1081169,1006387,936229,828808,789072,711397,717889,612876,555925,487215,498956,451418,428375,415468,336194,283734,256982,228338,219202,206361,198061,53296,49724,--,0,39819,29122,
流动资产(万元),984466,898913,827139,770924,694408,655395,584716,593441,505315,451051,387751,399323,369714,350892,347828,310308,259107,233783,207391,203556,196583,188963,48457,44908,--,--,35485,25706,
总负债(万元),721425,622201,564364,631727,542666,512594,445844,449100,363984,315480,259082,270838,237467,221102,217183,139119,96033,76374,55431,52834,42428,37401,24962,23215,--,--,20622,17734,
流动负债(万元),438994,432029,429320,485792,396752,378097,324678,350933,278022,243753,188064,199812,166134,149926,146150,138028,95175,75460,54462,51810,41350,36270,23779,23215,--,--,20622,17734,
股东权益不含少数股东权益(万元),441132,447296,430785,293885,275965,266910,256619,257971,238895,230764,219577,219634,208541,201852,193156,191960,182596,175914,168999,166316,163875,160602,28277,26452,--,0,19144,11033,
净资产收益率加权(%),0.94,3.25,-1.09,15.52,9.02,5.9,0.07,--,9.28,6.13,0.07,14.47,9.33,5.93,0.39,15.46,10.44,6.72,1.56,17.19,13.91,23.42,0,33.92,--,0,37.55,41.22,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
