报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,
基本每股收益(元),0.09,0.05,0.02,0.13,0.08,0.06,0.01,--,0.07,0.04,0.01,0.09,0.06,0.04,0.01,0.28,0.21,0.05,0.02,0.09,0.06,0.02,0,-0.15,-0.04,-0.04,-0.03,-0.37,-0.18,-0.19,-0.09,-0.02,-0.01,-0.01,-0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,1.27,--,--,--,1.16,--,1.11,1.09,1.06,1.05,0.98,0.82,0.8,0.77,0.75,0.71,0.7,0.69,0.88,0.87,0.89,0.92,1.17,1.16,1.26,1.34,1.35,1.58,1.57,1.58,1.59,1.57,1.58,1.58,1.56,1.53,1.51,1.47,1.41,1.37,1.5,1.46,1.37,1.35,1.31,1.27,1.06,1.03,-6.33,-6.36,0,-6.92,-6.76,-6.89,-6.58,-2.98,0.22,2.32,2.25,2.74,2.34,2.08,2.25,2.42,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.08,--,--,--,0.02,--,0.16,0.2,0.04,0.05,-0.07,0,-0.08,0.28,0.01,0.04,-0.01,0,-0,0.12,0.12,0.45,0.48,0.63,0.71,0.27,0.14,0.18,0.14,0.32,0,--,0,-1.23,0,0,0,0.3,0,0,0,0.31,0,0,0,0.03,0,0.12,--,0.11,0,0.01,0.07,0,0.42,-0.25,-1.52,--,--,--,--,--,--,--,
主营业务收入(万元),66189,44394,17884,82460,61901,42001,17444,81112,60682,39911,16864,73919,53543,34682,14493,93472,67735,45429,20966,87838,60599,40552,18426,78985,63084,45272,26216,145461,115482,81967,41705,169728,123446,82189,35935,178563,129785,85761,40260,208040,159483,113682,54280,229142,169636,112391,51799,178253,124620,80007,35299,125690,91089,58825,26757,27317,20281,14216,53526,32914,130776,67927,335502,211725,704644,279035,348225,109779,138852,79581,
主营业务利润(万元),8174,5059,1869,11726,8222,5637,2510,11837,8579,5769,2479,11348,7629,5060,2013,13521,8901,6276,2764,11783,4817,2912,1971,8647,4817,3528,1822,9270,6336,3027,1783,9974,7110,4431,--,7426,5807,3604,1647,10431,7916,5503,3036,11486,8137,5384,2803,9367,6785,4504,2004,7364,5145,3341,1616,966,527,321,-168,-104,-246,-60,-25467,8763,4891,3963,6046,1814,3062,5199,
营业利润(万元),2741,1667,347,4271,2647,1858,430,3733,2339,1512,376,3622,1909,1316,232,5807,4875,1869,802,2644,1483,599,94,1356,-1048,-1128,-812,-10602,-4321,-4591,-2103,167,337,136,-374,1158,1231,392,164,4099,3121,2233,1364,5558,3501,2162,1196,4559,3288,2377,1120,3764,2965,1845,888,-2923,-3281,-2617,-5083,-6263,-96461,-53177,-50564,1313,5088,0,6259,0,3487,2947,
投资收益(万元),848,547,275,1039,762,476,60,746,335,93,58,227,146,57,0,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,63,-275,-2085,-677,123,350,4116,2194,303,311,564,765,
营业外收支净额(万元),189,167,159,19,17,2,-0,21,15,8,7,-371,99,82,14,2224,1603,-7,5,-271,-20,-10,4,-4762,20,10,0,-381,--,--,--,--,--,--,--,-63,0,--,0,-19,0,0,0,-18,0,0,0,-4,0,0,-1,-32,-30,-30,0,-349,0,0,-148,0,-5,0,0,0,0,0,0,-11,0,--,
利润总额(万元),2930,1834,506,4290,2664,1860,429,3753,2354,1521,383,3252,2008,1398,245,8032,6478,1862,807,2372,1463,589,98,-3406,-1028,-1118,-812,-10983,-4483,-4754,-2160,128,310,117,-375,1095,1215,383,162,4080,3109,2223,1360,5540,3489,2154,1196,4555,3283,2374,1119,3733,2936,1815,879,-3268,-3370,-2715,-5168,-6388,-98127,-53738,-50489,1680,8564,6242,6601,2219,4130,3756,
净利润(万元),2211,1384,378,3185,1995,1394,320,2775,1735,1131,282,2349,1452,1033,192,7089,5287,1288,609,2330,1455,582,98,-3753,-1017,-1108,-801,-9432,-4419,-4690,-2160,-566,-223,-187,-407,116,383,-40,-5,2371,1925,1436,846,3562,2301,1378,785,3113,2083,1505,698,2080,1914,1165,579,-3427,-3176,-2534,-4705,-6068,-95698,-53388,-50241,1314,7843,5378,4990,1481,2740,2513,
