报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),0.12,0.08,0.08,0.34,0.33,0.2,0.1,0.31,0.24,0.15,0.07,0.21,0.17,0.11,0.06,0.22,0.17,0.21,0.18,0.86,0.72,0.54,0.3,0.96,0.65,0.17,0.65,0.71,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.63,3.57,3.56,3.5,3.45,6.77,13.55,13.38,13.16,12.97,4.1,3.8,--,0,2.97,2.3,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.09,0.12,0.01,-0.07,-0.17,-0.15,-0.11,-0.15,-0.44,-0.45,0.04,0.9,--,0.21,-0.37,0.33,
主营业务收入(万元),136348,93122,43086,188198,142244,89361,41435,148072,102112,61229,29438,110079,83396,53160,26062,91959,65849,42340,18686,70780,50564,32800,14860,54490,37671,11349,41827,38448,
主营业务利润(万元),47346,30888,14741,66503,50711,30914,14323,51245,36669,22152,9956,37201,28566,18257,7872,29607,20982,14289,5600,24180,17521,12121,5903,21898,14966,4220,14630,15391,
营业利润(万元),15540,10052,4935,22669,22375,13695,6927,19354,15143,9242,4727,12646,10963,7009,3558,12948,9461,6569,2720,12476,10278,7184,3670,11648,7823,2102,7681,9471,
投资收益(万元),1920,1161,586,3428,2697,1903,888,1931,--,--,--,-1489,-1413,-862,-217,-15,-9,2,--,--,--,--,0,0,--,0,--,11,
营业外收支净额(万元),943,847,521,1948,778,406,110,1331,582,311,73,261,27,51,3,783,654,97,-0,31,-58,-42,-69,166,70,0,485,19,
利润总额(万元),16484,10899,5456,24618,23153,14102,7037,20685,15724,9553,4800,12907,10990,7061,3561,13731,10115,6666,2720,12507,10220,7142,3602,11813,7893,2102,8166,9489,
净利润(万元),14389,9701,5010,20287,19668,12018,6039,17288,13050,7894,3974,11191,9312,6049,3016,12024,8994,5640,2366,10685,8654,6073,3061,9712,6625,1765,6558,7188,
净利润(扣除非经常性损益后)(万元),11998,8188,4082,16074,16983,10266,5216,14656,12580,7631,3912,10969,--,6006,--,11312,--,5558,--,10660,--,6108,3129,9572,--,1765,6025,6789,
经营活动产生的现金流量净额(万元),-25778,-5447,-2305,-1506,-7748,-7442,-1945,16406,8999,9601,6712,4649,5113,6318,502,-3537,-9011,-4067,-1520,-2022,-5960,-6110,421,9102,9692,2106,-3746,3334,
现金及现金等价物净增加额(万元),-1814,-2222,-2403,1222,-4014,7912,22049,-73808,946,4276,5519,-8899,-9159,-3377,-2678,-34155,-24565,-19553,-1102,125277,122308,123870,2802,3098,7918,1840,-2380,1462,
总资产(万元),485149,429939,417452,403941,402206,384047,375939,360482,357751,264244,260382,251658,252681,248914,245143,235595,225695,212123,216151,209131,205098,200300,67694,61165,--,0,47418,41224,
流动资产(万元),338400,286187,274854,262761,267409,255157,248497,240427,245117,220856,217035,208339,212165,208118,206408,196490,193777,186489,198187,191198,188252,183662,54981,48286,--,--,36058,30528,
总负债(万元),180290,129790,119028,110538,109242,98802,93736,84595,86170,61209,57849,53070,55952,55398,51938,45409,38450,29175,33107,28457,26896,24569,25771,22325,--,--,16944,15530,
流动负债(万元),124722,128886,118195,109630,107841,97330,92324,83808,85383,60545,57078,52395,55156,54680,51164,44721,38220,29175,32853,28202,26896,24569,25771,22325,--,--,16944,15370,
股东权益不含少数股东权益(万元),304579,299884,298174,293161,292507,284793,281763,275698,271402,202868,201694,197720,195841,192578,192246,189229,186199,182845,182946,180580,177722,175140,41487,38426,--,0,30055,23304,
净资产收益率加权(%),4.8,3.26,1.69,7.13,6.91,4.27,2.17,7.48,6.01,3.92,1.99,5.79,4.83,3.15,1.58,6.51,4.9,3.08,1.3,8.12,7.48,7.11,7.66,27.82,--,5.71,24.67,35.9,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
