报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),--,0.08,--,0.21,--,--,--,0.29,--,--,--,0.34,--,0.17,0.37,0.22,0.08,
每股净资产(元),--,3.52,--,3.48,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,0.32,--,0.9,--,--,--,1.05,--,--,--,1.28,--,--,--,--,--,
主营业务收入(万元),151348,105301,53599,245806,183424,126285,62265,233065,162576,109072,57261,249847,181208,124417,218551,143217,88437,
主营业务利润(万元),189437,29118,66201,68512,221373,36194,74962,67602,201576,31692,71348,72352,53567,36452,68507,44733,25166,
营业利润(万元),3794,3636,856,11216,7967,7386,3731,17211,11849,8477,4843,20267,13804,10521,22451,13293,1973,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-10,--,--,
营业外收支净额(万元),1159,624,942,1102,720,273,875,808,498,403,167,1341,692,601,1088,271,1132,
利润总额(万元),4953,4259,1798,12319,8687,7660,4606,18019,12347,8880,5010,21608,14497,11121,23540,13564,3105,
净利润(万元),4229,3825,1611,9925,6945,5862,3732,13473,9386,6743,3576,15852,10592,8135,16138,9148,2215,
净利润(扣除非经常性损益后)(万元),--,3328,--,9005,--,--,--,12864,--,--,--,14821,--,7684,12543,7669,2471,
经营活动产生的现金流量净额(万元),20468,14844,348,42146,23508,14225,9394,49320,38501,30097,-1155,60194,20172,24956,13484,23616,-2913,
现金及现金等价物净增加额(万元),-4815,-5471,-4279,6176,6241,423,3315,-14074,-11632,-9703,2369,1422,-5638,7388,9945,-13899,12828,
总资产(万元),417699,429644,445317,444668,447552,443085,444886,440253,435294,424107,429233,415870,414889,408648,370785,297522,252906,
流动资产(万元),104518,111085,122433,117213,119251,113758,113609,106564,109845,102334,119894,115156,136709,128027,106035,65887,69355,
总负债(万元),251482,263652,280397,281265,286977,283562,281873,280977,280092,271459,276044,266207,270530,266793,233083,175761,157556,
流动负债(万元),144471,156266,164620,165490,156275,163783,175622,177721,159767,187943,172813,190785,189344,190804,147238,104205,86640,
股东权益不含少数股东权益(万元),165798,165391,164256,162645,159664,158583,162084,158353,154272,151626,152111,148642,143380,140925,137485,106660,80905,
净资产收益率加权(%),--,2.33,--,6.13,--,--,--,8.83,--,--,--,11.17,--,5.84,14.12,9.73,4.05,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
