报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.16,-0.05,0.03,0.06,0.11,0.21,0.09,0.14,0.08,0.08,0.09,0.05,0.02,0.02,0.17,0.55,0.55,0.53,--,--,
每股净资产(元),8.7,4.15,4.22,4.2,4.25,4.39,4.33,4.21,4.12,4.16,4.16,4.07,4.06,4.14,2.3,2.1,2.15,1.6,8.69,17.31,
每股经营活动产生的现金流量净额(元),0.14,-0.55,-0.03,-0.28,-0.71,-0.37,-0.28,0.22,-0.47,0.09,0.06,-0.65,-0.39,-0.2,-0.42,-0.44,0.81,0.2,--,--,
主营业务收入(万元),86686,40591,23464,68015,48927,34355,18188,64072,43672,31774,17019,45369,27896,20795,15506,60435,45835,60206,39579,28497,
主营业务利润(万元),23091,10691,5869,16429,11627,8476,4360,15523,10313,7231,3978,11170,6971,5253,4096,18478,13713,16049,8021,5703,
营业利润(万元),5215,-838,400,-1252,-152,1443,1617,1814,895,1149,1640,104,-343,-27,1513,7624,7631,7308,3297,2470,
投资收益(万元),-145,--,--,642,639,639,--,--,--,--,--,--,--,--,--,--,--,21,--,--,
营业外收支净额(万元),227,212,160,1633,1592,1539,26,482,415,77,-1,198,361,16,-8,81,60,129,68,-1,
利润总额(万元),5442,-626,560,381,1440,2981,1643,2296,1310,1226,1639,303,18,-11,1505,7705,7691,7438,3366,2470,
净利润(万元),4199,-655,449,818,1563,3001,1355,2020,1189,1106,1306,583,342,335,1800,5732,5780,5568,2593,1900,
净利润(扣除非经常性损益后)(万元),--,-867,--,-1405,--,1462,--,1605,--,1029,--,603,--,319,--,5635,5710,4945,635,272,
经营活动产生的现金流量净额(万元),3578,-7716,-414,-3888,-9897,-5156,-3854,3061,-6528,1303,851,-9152,-5472,-2805,-4391,-4572,8557,2078,17,913,
现金及现金等价物净增加额(万元),-4982,-7701,328,-4950,355,-220,-3462,-1111,1598,-2342,1927,34785,34758,37812,1116,-2844,6003,6133,-345,-449,
总资产(万元),590171,142950,142153,138449,136013,112045,112855,112566,102522,102101,107590,102215,89509,90116,57590,49383,48294,45141,30164,26395,
流动资产(万元),275239,114765,114382,110836,108719,104349,102371,101908,92113,91663,96903,91438,78557,79298,46725,38346,41681,42947,28694,25295,
总负债(万元),364145,82351,80486,77032,73919,48361,48661,50012,42635,43845,49340,45219,32697,32113,33459,27307,25678,28387,27471,21028,
流动负债(万元),214703,72376,70110,66656,63788,45809,46001,47445,40087,41225,47084,43107,31165,30547,24870,18583,16001,24170,26362,20494,
股东权益不含少数股东权益(万元),222643,58087,59112,58820,59436,61441,60608,58941,57637,58255,58250,56996,56812,58003,24131,22076,22617,16754,2694,5367,
净资产收益率加权(%),4.1,-1.12,0.75,1.38,2.45,4.69,2.2,3.5,2.07,1.92,2.29,1.36,0.92,1.19,--,29.52,29.36,44.47,38.93,42.88,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
