报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),2.26,1.34,0.73,2.42,1.29,0.81,0.5,2.16,1.53,1.13,0.53,2.28,1.23,0.71,0.19,0.83,0.52,0.32,0.13,0.66,0.52,0.45,0.13,0.56,0.37,0.27,0.04,0.15,0.03,0.02,-0.04,0.05,0.02,0.01,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,7.08,6.03,5.51,4.98,4.79,4.49,4.3,4.1,3.97,3.83,3.77,3.44,3.32,3.13,3.03,2.8,2.76,2.56,2.54,2.45,2.5,2.45,2.44,2.43,2.42,2.04,2.05,2.24,2.26,2.42,2.46,2.64,2.65,2.69,2.72,2.61,2.64,3.37,3.51,3.5,3.51,3.48,3.47,3.43,3.45,3.47,3.64,3.41,3.4,3.53,3.52,2.67,2.61,2.23,5.11,3.68,3.09,2.59,2.61,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.99,1.02,0.42,1.29,0.69,0.01,-0.16,2.66,1.87,0.77,0.36,2.97,2.43,1.46,0.23,1.25,0.35,0.07,0.06,1.61,1.35,0.56,0.14,0.9,0,0,0,0.68,0,0,--,-0.32,0,0,0,-0.62,0,0,0,0.11,0,-0.06,--,0.2,-0.13,1.58,-0.02,-0.43,--,0.13,--,--,--,--,--,--,--,--,
主营业务收入(万元),171749,107424,51890,226230,135651,87604,44519,204869,148379,96433,48887,176119,125003,82549,36508,129459,94287,57742,25681,116596,85898,55135,24699,102359,77074,47573,15565,80416,51165,34965,12149,66053,44554,29958,14098,58045,27835,17979,8619,48685,25867,16944,7605,36649,27866,19891,10084,42413,28059,18897,9644,46179,33205,21217,7608,40667,15869,31406,13830,30483,13993,25967,10514,13026,4869,14138,9018,13573,11375,4290,
主营业务利润(万元),129509,80809,37824,164789,112247,72166,35656,158308,115708,74472,37422,137201,99892,63415,31014,102017,76262,46304,21274,84444,60303,39057,17358,73618,53633,32466,12700,49976,32645,20294,8302,39237,26636,18189,--,30011,20961,13437,6336,23456,18948,12245,5481,26059,20075,14149,7131,29492,19516,13161,5686,30876,23696,14924,5292,25423,11510,22114,10386,20786,9187,17274,6713,1792,1132,1526,1848,3255,1495,--,
营业利润(万元),49987,30049,16005,53676,33966,21143,12042,55189,41325,25512,11122,46941,29933,16978,5114,19865,14842,8822,4136,21266,14878,11323,3874,19338,10490,6908,1637,6424,2530,1384,-167,4144,3175,2163,703,3384,-328,-1167,508,-2227,-1527,-1687,377,-825,-943,-762,-91,-7430,-1466,848,331,3240,3103,1963,--,2361,990,4178,674,2577,464,5093,1620,4558,0,4234,1881,3323,1538,--,
投资收益(万元),-25,46,14,67,-80,-37,--,-15,-0,1,--,7,--,0,--,-44,--,--,--,296,0,0,--,-481,-31,-12,--,-108,-33,--,--,-84,0,--,0,-90,-24,-24,0,-1803,-23,-11,--,2687,2619,2619,0,-470,-5,-5,0,-245,5,5,0,44,0,408,7,537,165,2257,175,871,997,965,287,39,20,--,
营业外收支净额(万元),2262,428,136,-1043,-1474,-592,-440,-3386,-1319,-1442,-116,631,-98,282,-9,1662,-994,102,196,-3455,-1079,27,-64,-1592,155,297,14,428,--,-74,--,--,-140,--,--,-37,0,0,1,-308,0,0,-11,-43,0,0,0,-1974,0,0,0,0,-15,-4,-3,-92,0,-63,0,-177,0,--,0,0,-21,0,--,--,--,--,
利润总额(万元),52249,30476,16141,52632,32492,20552,11602,51803,40006,24069,11006,47571,29835,17260,5105,21527,13848,8924,4333,17811,13800,11350,3810,17746,10646,7204,1651,6853,2382,1310,-254,4102,3035,2037,697,3299,-467,-1298,509,-4300,-1612,-1708,366,1840,1657,1850,-89,-9864,-1493,830,331,3028,3093,1964,96,2371,983,4554,603,3029,672,8288,1888,5475,4090,6474,2528,3332,1545,--,
净利润(万元),29661,17581,9618,31817,16919,10637,6513,28390,20126,14852,6985,29980,16186,9378,2430,10955,6812,4227,1686,8646,6794,5968,1663,7315,4843,3543,547,2009,369,209,-585,650,303,179,-46,527,-2410,-2476,-104,-6052,-2215,-2033,32,731,897,1130,-391,-10816,-2001,61,-135,738,372,308,-142,433,204,3079,132,1390,212,5552,1146,4741,3541,5612,2132,2700,1545,518,
净利润(扣除非经常性损益后)(万元),28695,17451,9582,32395,17469,10519,6695,30190,17657,12431,7032,29701,--,9167,--,9708,--,4151,--,11238,--,5948,--,8509,0,3291,0,1688,0,272,--,686,0,291,--,502,0,-2365,0,-5824,0,-2016,--,-2115,0,-1090,0,-9047,0,76,0,660,380,307,--,445,211,2711,113,1342,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),54021,32630,5573,27975,12073,18311,6876,49858,40423,18566,1479,40794,12983,13404,5544,16918,9034,139,-2129,34899,24540,10151,4692,39033,31964,19112,3027,16380,4627,962,790,21153,17679,7327,1832,11825,10097,5311,967,8991,7106,7103,-535,-4199,-4483,-6937,-9995,-8116,-11858,3225,1727,1482,0,-805,--,2568,-1752,20798,-436,-8953,--,2631,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),21308,7431,-4980,5186,-8763,-753,3015,16728,11008,523,-2802,17600,-6444,-1772,2785,-2017,-6454,-8848,-6018,11593,5958,-2658,8348,6645,9790,3054,-1634,-1605,-3978,-2884,-4334,2846,2007,2388,-2947,87,5098,3016,-1514,4335,4364,1119,-336,-11259,-6989,-7956,-7690,9594,7053,155,0,-5733,0,-6031,--,3518,-4390,-2113,-4561,-14110,--,18410,--,--,--,--,--,--,--,--,
总资产(万元),359764,329254,311819,314842,310856,296651,289027,280464,272924,244781,239909,231438,222232,211919,214359,205853,203515,184675,198353,176162,162247,150832,160200,155081,162522,154898,153170,154752,152061,147286,147333,151177,171051,148298,143424,145426,156100,142462,147303,141240,154828,135775,143136,139401,138525,131514,146870,155111,157490,120144,127297,123638,121265,119877,121466,126172,117135,118592,134172,134593,129926,137589,101147,87696,82809,73735,56199,51437,35728,--,
流动资产(万元),216232,192968,182056,187688,196257,182961,176268,166879,168929,143324,141179,134244,137472,129106,133225,125050,127983,112140,133382,113927,102370,91897,101543,95743,103370,96452,94376,95156,91258,86502,85024,89896,113604,96062,90308,93382,97256,87282,91676,84818,97367,77287,84283,81048,80656,74208,81452,90414,97786,60011,--,0,0,0,60230,0,0,0,0,0,72921,80955,63436,52432,50801,39755,24902,28269,17846,--,
总负债(万元),126815,113080,103330,110381,124446,121698,115992,110102,111921,101649,104106,101052,107345,103830,115530,111233,114904,99956,116712,95770,84169,74309,89372,85988,98244,92427,94638,97609,98980,95139,99553,101535,122340,100464,94750,97097,112911,103725,106438,99565,115825,96606,101793,97751,96497,89136,102382,110459,101422,61363,--,65621,61338,60622,--,68314,58939,58006,54847,55766,48407,56428,50605,42593,43938,38346,35734,34285,21490,--,
流动负债(万元),108655,97192,89851,97090,113106,109983,105132,99766,103379,93414,97503,94617,100905,97707,109833,105743,108504,92274,109863,87857,78902,65954,80507,79297,83442,75446,71050,71611,69901,64536,67129,89711,89144,66593,61090,65579,79482,70936,74010,65205,81543,65929,69336,69118,63257,55921,69216,77297,67599,52736,--,0,0,0,43358,0,0,0,0,0,33758,38303,35528,31048,34188,26298,26431,23964,17183,--,
股东权益不含少数股东权益(万元),169100,158476,155640,146021,131291,124663,125788,119275,110875,105152,99911,92926,79132,72324,65376,62946,59012,56427,53885,52200,50348,49522,45217,43554,41119,39819,36823,36276,33565,33405,32239,32818,32222,32098,31873,31784,26735,26877,29453,29664,31838,32265,34706,34831,35355,35710,34293,34703,44313,46121,45907,46042,45638,45569,45094,45289,45627,47783,68605,68473,71021,70808,46248,45102,38641,35100,20235,16983,14238,14357,
净资产收益率加权(%),18.87,11.48,6.38,23.55,13.21,8.53,5.18,26.5,19.54,14.8,6.99,38.47,20.45,12.97,3.72,18.99,11.54,7.49,3.13,18.06,13.49,12.05,3.68,18.33,0,8.9,0,5.54,0,0.63,--,1.98,0,0.56,--,1.75,0,-9.21,0,-19.04,0,-6.3,--,2.09,0,3.17,0,-26.97,0,0.13,0,1.62,0,0.68,--,0.96,0.45,4.4,0,0,--,11.4,--,--,--,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
