报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.07,0.05,0.01,0.13,0.07,0.05,0.02,0.24,0.14,0.08,0.02,0.37,0.2,0.09,0.04,0.39,0.19,0.1,0.04,0.38,0.18,0.08,0.04,0.29,0.15,0.08,0.03,0.22,0.16,0.09,0.03,0.22,0.17,0.1,0.03,--,--,0.1,0.02,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.38,4.36,4.2,4.09,4.04,4,3.79,3.8,3.75,3.7,3.51,3.41,3.37,3.33,3.19,3.12,3.07,3.05,2.99,3.01,2.96,2.93,3.29,2.81,2.77,1.97,1.93,--,--,1.84,1.7,1.6,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.01,--,0.12,0.05,0.03,0.3,0.21,0.06,0.04,0.21,0.16,0.05,-0.02,0.22,0.06,0.09,0.02,0.19,0.16,0.08,-0,0.22,0.15,0.11,0.03,0.34,0.3,0.2,--,0.39,0.28,0.33,
主营业务收入(万元),51860,32945,17070,61274,39442,27011,14428,53471,36698,24642,13158,60663,45220,28743,17128,70037,51227,31154,17819,51450,37534,23971,13425,44218,32615,20595,12175,42189,32080,20963,11536,40923,30436,20176,11491,34148,25188,16361,9658,31765,29360,22858,
主营业务利润(万元),30564,19536,9163,29464,19348,13140,6625,28694,20442,13981,6676,33392,23790,15952,7797,36142,24536,15603,7862,24564,16720,11068,5423,21063,14617,9292,4606,20928,15066,9965,4633,19405,13865,8933,--,17270,12764,8526,4051,16478,15579,12888,
营业利润(万元),498,411,-416,3912,2304,1874,955,9167,5394,3436,901,14668,8448,4520,2071,17611,8661,4476,2090,14648,7317,3605,1813,11409,5944,3163,1331,9158,6493,3717,1444,8579,6293,3405,1427,5610,3897,2638,846,4787,4034,1789,
投资收益(万元),759,439,6,2066,999,683,344,4130,2311,652,-66,5486,2250,-285,-73,3266,-626,-370,-131,4577,885,-198,-196,1560,353,76,-274,320,235,-482,-222,1240,1106,383,48,553,809,152,-371,696,-0,-1,
营业外收支净额(万元),1459,1044,475,1027,432,249,1,-13,-10,1,-0,505,115,115,115,343,179,169,109,116,56,55,54,452,75,20,8,119,--,109,--,273,--,--,--,227,0,7,5,0,0,0,
利润总额(万元),1957,1455,59,4939,2736,2123,956,9154,5384,3437,901,15172,8563,4636,2186,17954,8840,4645,2199,14764,7373,3660,1867,11861,6019,3183,1339,9276,6597,3826,1508,8852,6491,3540,1493,6391,4870,2646,851,5489,4102,1823,
净利润(万元),2070,1511,317,3985,1967,1558,700,7219,4311,2435,616,11019,6067,2687,1289,11712,5545,2910,1333,11247,5412,2413,1156,8538,4380,2338,858,6488,4761,2581,980,5854,4506,2442,995,4405,3497,1813,445,3889,2724,1212,
净利润(扣除非经常性损益后)(万元),715,18,-498,2358,1360,1213,558,6959,4124,2314,--,10244,--,2399,--,10172,--,2605,--,10306,--,2086,--,7657,--,2190,0,6028,0,2502,--,5671,0,2352,--,4250,3387,1806,--,3827,2674,1171,
经营活动产生的现金流量净额(万元),8303,3595,132,10895,10662,5226,875,5291,5696,4057,351,11172,3668,1511,744,9135,6188,1756,1290,6233,4934,1482,-661,6504,1698,2568,622,5811,4817,2464,-62,6657,4593,2767,771,6529,5782,3716,812,7377,5242,6333,
