报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.47,0.34,0.35,1.43,1.12,0.8,0.35,--,--,0.75,0.31,0.99,0.96,0.92,0.51,0.79,0.62,0.56,
每股净资产(元),5.83,5.29,10.52,10.11,9.72,9.62,9.47,--,--,7.23,--,6.48,5.48,4.29,3.88,3.42,2.8,3.1,
每股经营活动产生的现金流量净额(元),0.6,0.38,0.12,1.11,0.31,0.19,0.09,--,--,0.44,0.11,0.44,0.45,0.97,0.02,0.48,0.94,1,
主营业务收入(万元),72211,51738,27240,109915,81986,55594,27179,100351,--,47517,22461,76055,65147,57619,27468,39929,34046,29465,
主营业务利润(万元),20125,14490,7540,28989,21368,14678,7070,22773,--,12108,5596,17385,16675,15064,7809,11966,9720,7445,
营业利润(万元),9538,7057,3521,13576,10624,7769,3453,11067,--,6654,2893,8451,8028,7225,4162,6146,4848,4215,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业外收支净额(万元),456,307,170,794,833,510,50,319,--,205,-6,588,178,231,32,273,173,261,
利润总额(万元),9995,7364,3691,14371,11457,8280,3504,11386,--,6859,2887,9038,8206,7457,4194,6419,5021,4476,
净利润(万元),8451,6195,3118,12541,9760,6965,2952,9587,--,5759,2416,7655,7024,6395,3567,5506,4316,3877,
净利润(扣除非经常性损益后)(万元),--,5952,--,11884,--,6539,--,--,--,5584,--,7158,6882,6199,3540,5274,4169,3528,
经营活动产生的现金流量净额(万元),11139,6862,1101,10068,2849,1672,785,12340,--,3358,839,3420,3450,6727,111,3332,6484,5322,
现金及现金等价物净增加额(万元),359,-2138,-258,19323,12077,11536,16660,-1689,--,-2274,-3433,1732,1168,2532,-574,623,2,965,
总资产(万元),131792,123890,123221,117046,112477,105190,105607,83197,78094,72045,--,68296,59768,49835,45011,40560,30995,27322,
流动资产(万元),78286,73235,74039,69503,65215,63594,67766,46785,50713,46893,--,44881,35524,29658,26837,23412,16555,16121,
总负债(万元),23317,27485,27402,24951,23948,19860,21655,23732,--,16407,--,18417,17544,20101,18106,16875,11604,10780,
流动负债(万元),13561,17608,17433,17339,15357,14841,17644,20969,--,14790,--,16728,15466,18497,16400,15584,11405,10376,
股东权益不含少数股东权益(万元),108476,96405,95819,92094,88530,85330,83951,59466,57867,55638,--,49879,42224,29733,26905,23685,19391,16541,
净资产收益率加权(%),8.65,6.47,3.32,14.91,11.86,8.66,4.12,--,--,10.92,4.73,16.62,19.62,24.05,14.13,26.18,24.87,23.89,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
