报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.23,0.18,0.02,0.29,0.06,0.03,0.02,0.23,0.02,0.01,0,0.11,0.06,0.04,0.02,0.1,0.09,0.06,0.02,0.08,0.08,0.06,0.01,0.02,0.01,0.01,0,0.02,0.02,0.01,0,0.03,0.01,0.01,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.57,1.55,1.53,1.51,1.5,1.48,1.43,1.41,1.29,1.28,1.22,1.21,1.21,1.2,1.2,1.19,1.2,1.19,1.16,1.15,1.11,1.11,1.1,1.08,1.06,1.05,1.05,1.04,1.01,0.97,0.98,0.99,1.06,1.09,1.11,1.13,0.98,0.99,1,1.02,0.94,0.97,0.97,1.01,1.59,1.58,1.52,1.5,1.41,1.4,2.47,2.46,2.42,2.37,2.56,2.38,2.94,2.69,2.47,2.54,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.19,-0.12,-0.02,0.11,0.08,0.08,0.05,-0.18,-0.25,-0.07,-0.07,-0.41,-0.56,-0.02,-0.03,-0.08,-0.08,-0.02,-0.03,-0.05,-0.08,-0.09,-0.02,0.17,0,0,0,0.26,0,0,0,0.01,0,0.06,0,0.19,0,0.02,0,0.08,0,0.04,0,0.07,0.04,0.13,0.05,0.14,--,-0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),160820,114755,32112,213231,86784,57307,30341,211648,47497,32069,16445,103015,70746,44736,23327,102640,79604,55392,25194,102106,70756,51883,12054,75018,45379,29081,14307,70601,44326,29517,14837,84513,47474,20036,12188,99089,55702,39439,17175,85214,26967,17205,8805,57054,55567,39368,14213,96238,64359,55863,17055,74805,43603,29589,12473,61625,29280,85284,34125,84916,33241,73345,31317,118598,41718,77504,59140,119063,46531,156300,66789,89414,--,29399,29897,42959,
主营业务利润(万元),41387,32029,6101,54328,15559,9938,5510,40539,7184,4945,2429,22864,14018,9217,4936,22382,16967,12290,5101,22717,17015,12473,1712,14206,7399,4753,2579,15997,10115,7220,3143,15796,7335,3212,--,1765,8709,5861,3274,8500,5286,3660,1769,2794,4046,3313,1190,18036,8754,-1733,1993,12898,7831,4904,2555,17468,9029,27423,12690,24903,11347,17226,12997,9701,4877,-3235,29747,42872,22353,48629,24284,30294,--,--,--,--,
营业利润(万元),31659,24945,3406,39947,8139,4971,3164,29728,1850,1566,641,13798,8368,5328,2923,13093,11237,8188,3169,11301,9158,7811,655,3626,1752,1202,368,4542,3024,2258,677,4142,3752,1622,742,5644,1630,1258,332,-3321,-4247,-2553,-1412,-11409,-6173,-3432,-2065,-454,-4164,-2942,-2680,-14006,-7880,-4800,0,-46027,-1461,6891,1012,-787,-1174,-61907,-438,13113,0,-1539,0,44692,0,49633,0,30917,--,--,--,--,
投资收益(万元),22,22,35,-1,--,--,--,-3,--,--,--,153,5,5,--,-1,9,6,4,2720,2254,2244,2223,579,780,769,1,277,523,519,--,2847,2889,2783,0,360,79,-35,0,4654,4849,1035,0,-1075,704,619,368,1038,249,259,245,15588,1407,822,449,-3579,1759,236,492,11308,2738,-36545,640,1092,1104,3003,1149,2537,1947,6263,2741,7852,--,--,--,--,
营业外收支净额(万元),-12,38,-0,119,113,38,-6,659,635,343,1,-72,-9,1,3,235,99,95,-5,-109,-1,2,3,-8,1,-5,-4,-438,--,--,--,--,--,--,--,-3960,0,0,7,-232,0,0,0,-1689,0,0,0,-48,-55,0,0,0,-155,-67,0,0,0,1061,0,-490,0,--,0,0,-5,0,0,0,0,0,0,852,--,--,--,--,
利润总额(万元),31647,24983,3406,40066,8252,5009,3158,30387,2485,1909,642,13726,8359,5329,2926,13328,11336,8283,3163,11192,9157,7813,658,3618,1752,1197,364,4103,3224,2490,669,3979,2442,1402,562,2045,1133,777,338,1101,502,-1618,-1426,-14170,-6167,-3412,-1825,555,-3970,-2703,-2451,1519,-6628,-4045,-3346,-53758,519,8188,1739,10032,1684,-105052,358,14080,6429,1999,17933,47649,17603,52867,22988,40114,--,--,--,--,
净利润(万元),23399,18641,2492,29803,5700,3473,2203,22827,1658,1305,351,10681,6341,4008,2204,10120,8670,6430,2301,8476,7714,6414,546,2022,1127,773,85,1912,1700,1393,206,2912,1499,978,42,1926,1078,735,397,1210,539,-1578,-1400,-14231,-6236,-3465,-1826,436,-4026,-2723,-2391,1404,-6594,-4008,-3330,-53728,483,7655,1846,10209,1624,-104403,88,10502,5310,170,15156,39241,15092,44897,19083,33893,--,-55803,14274,9275,
