报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.04,0.02,-0.03,0.08,0.06,0.01,0.01,-0.25,-0.03,0.02,-0.01,0.07,0.16,0.14,0.08,0.4,0.38,0.21,0.09,0.7,0.49,0.33,0.51,0.4,0.38,0,
每股净资产(元),3.77,3.75,3.69,3.72,3.7,3.1,3.09,3.08,3.3,3.36,3.33,3.33,3.43,3.41,6.86,6.78,6.7,6.59,10.16,3.63,3.44,3.27,2.94,--,2.43,0,
每股经营活动产生的现金流量净额(元),0.12,-0.07,-0.2,0.43,0.13,-0.06,-0.09,-0.24,-0.11,-0.2,-0.03,-0.41,-0.51,-0.24,-0.25,-0.99,-0.58,-0.42,-0.5,0.6,0.19,0.23,0.28,0.21,0.49,0,
主营业务收入(万元),56411,37552,14457,76106,52446,30541,12310,60586,45175,28853,12544,51987,38685,25995,12733,41338,28538,18724,7887,35103,25077,16878,25329,20264,23197,20043,
主营业务利润(万元),15450,10231,3581,19041,11921,6642,2866,12087,9582,7520,2968,14244,11626,8246,3720,13616,9513,6363,2709,12345,9022,6148,9225,20264,6308,5620,
营业利润(万元),1146,492,-1434,-830,-2061,-1786,-1694,-8866,-1191,661,-488,167,3945,3358,1328,5832,4967,3356,955,5844,4184,2898,4409,--,3256,2837,
投资收益(万元),--,--,--,129,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,0,0,
营业外收支净额(万元),326,183,128,3780,3762,2001,1884,518,143,103,50,1498,1235,1176,-57,707,388,89,40,365,186,74,248,--,177,1166,
利润总额(万元),1472,675,-1305,2950,1701,215,191,-8348,-1048,764,-438,1665,5180,4534,1271,6539,5355,3444,995,6208,4370,2972,4657,3725,3433,4003,
净利润(万元),1327,731,-986,2531,1717,348,211,-6971,-942,567,-229,1959,4603,3949,1091,5482,4393,2809,800,4871,3447,2340,3542,2834,2680,2951,
净利润(扣除非经常性损益后)(万元),--,579,--,-1070,--,-1384,--,-7372,--,-75,--,619,--,2905,--,4876,--,2767,--,4568,3411,2304,3388,2679,2479,1288,
经营活动产生的现金流量净额(万元),4028,-2407,-6421,14165,4198,-1580,-2463,-6689,-3040,-5526,-979,-11544,-14373,-6816,-3575,-13878,-8196,-5887,-4677,4187,1319,1609,1936,1452,3404,3039,
现金及现金等价物净增加额(万元),1805,1627,-4281,-3547,-4774,-3365,-744,772,-7063,-3794,-3928,-31711,-23048,-12603,-7357,39362,45851,50276,66503,129,-1870,-860,-2349,--,6889,-194,
总资产(万元),187011,193775,182490,184808,194724,156913,159511,156308,150633,152632,141118,137219,134720,137208,131396,126522,125490,120535,126724,55559,51611,50088,45073,--,33304,15677,
流动资产(万元),86197,92928,80786,82918,94200,88052,90579,88089,84940,87985,86234,76937,81653,93870,89840,90597,91084,88825,97932,27089,24137,24050,20497,--,16647,10146,
总负债(万元),63503,71024,61436,62854,73442,69371,72102,68714,55949,56297,45745,41491,36074,39060,32490,28684,30391,27023,31085,29535,26952,26664,24023,--,15829,8780,
流动负债(万元),59133,49285,39818,41168,52168,48049,50714,47294,53380,53671,43061,38750,31564,34491,27869,24028,25686,22504,22525,20946,20235,19918,17653,--,11279,8655,
股东权益不含少数股东权益(万元),122855,122092,120394,121267,120612,86847,86665,86472,92600,94109,93314,93542,96189,95535,96184,95092,93959,92375,95041,25420,24086,22889,20549,--,17007,5657,
净资产收益率加权(%),1.09,0.6,-0.82,2.53,1.97,0.4,0.24,-7.74,-1.01,0.6,-0.24,2.09,4.84,4.12,1.14,6.22,5.1,3.4,1.12,21.19,0,10.77,18.86,--,22.33,77.02,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
