报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2005-12-31,
基本每股收益(元),-0.05,-0.04,-0.01,0.03,0,0.01,0,0.02,-0.02,0,0,-0.18,-0.1,-0.06,-0.02,-0.05,-0.05,-0.04,--,0.04,0.02,0,--,0.06,0.04,0.04,0.02,0.14,0.12,0.11,0.15,0.06,0.13,0.08,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.8,1.84,1.88,1.9,1.89,1.83,1.87,1.88,1.85,1.84,1.85,1.85,1.83,1.82,1.81,1.78,1.77,1.47,1.4,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.12,-0.12,-0.07,-0.07,-0.09,-0.08,-0.08,0.09,0.03,0.02,-0.02,0.15,0,0.03,0.02,-0.04,-0.12,-0.14,0.05,-0.14,0.13,-0.07,
主营业务收入(万元),36047,25688,13402,46784,34734,24074,11055,36743,27074,19291,9332,34023,25600,19101,8998,38316,28097,19190,10101,52096,36905,25822,12600,43800,31268,19929,8268,42890,32861,22352,41288,18919,29537,19760,
主营业务利润(万元),2358,1628,762,6861,4392,3018,1364,3037,2243,1561,590,921,1052,805,679,3801,2290,1347,789,5655,3825,2385,1098,5192,3732,2852,1220,6635,5519,3623,8211,4150,7125,5373,
营业利润(万元),-2255,-1490,-837,226,-272,-147,-18,-744,-1628,-961,-906,-5529,-3464,-2063,-685,-2249,-1979,-1393,-417,-200,-424,-359,-110,252,494,768,153,1310,788,536,2562,1406,2940,1766,
投资收益(万元),4,4,--,-805,-166,-166,0,2201,165,165,14,208,278,278,278,96,246,259,259,436,405,394,334,405,361,267,94,290,138,138,61,47,-151,200,
营业外收支净额(万元),634,399,369,619,430,326,115,1352,1208,1152,996,411,458,387,61,740,329,304,239,1669,878,469,127,1760,851,402,425,2333,--,1757,0,4,13,177,
利润总额(万元),-1621,-1091,-469,845,158,179,96,608,-420,191,89,-5118,-3006,-1676,-623,-1509,-1649,-1089,-178,1469,454,110,17,2012,1345,1170,578,3643,2573,2293,3216,1410,2953,1944,
净利润(万元),-1559,-1052,-426,827,128,140,79,586,-475,130,57,-5153,-3031,-1693,-627,-1431,-1583,-1055,-139,1191,403,77,5,1841,1226,1061,608,3274,2622,2314,3176,1234,2793,1703,
净利润(扣除非经常性损益后)(万元),-2048,-1391,-739,172,-238,-137,-18,-2934,-1501,-849,-790,-5564,--,-2023,--,-2168,--,-1314,--,-282,--,-323,--,738,--,1085,0,1954,--,1189,3155,1187,2768,1443,
经营活动产生的现金流量净额(万元),2568,496,-847,708,965,-1038,-272,1199,1275,523,-1369,-4722,-3360,-3356,-2170,-2096,-2699,-2406,-2274,2746,932,461,-477,4491,78,988,579,-1221,-3410,-2977,1118,-2962,2903,-1440,
现金及现金等价物净增加额(万元),1310,58,-535,-620,-2105,-1777,-661,2284,4192,2533,343,-6756,-5239,-4794,-2890,-4347,-4452,-3392,-3057,-2430,-1531,-1675,-1460,-4631,-5762,-3473,-3575,12049,13117,-6000,4014,-1177,1849,-2409,
总资产(万元),79477,79396,78298,77922,75608,76814,77707,75865,80828,77498,75795,73623,75222,77325,79482,80127,79223,80497,81203,81571,83304,82103,82613,80197,80320,80798,79141,78864,79879,55630,54470,--,43782,37557,
流动资产(万元),51538,51112,50320,49506,46668,47100,46881,44128,45614,43489,41327,39786,41387,43155,45100,45175,43242,44106,44684,44642,48326,47518,49339,47298,49536,50960,50149,52741,54229,31939,32539,--,24302,20673,
总负债(万元),28923,28312,26300,25455,23777,24962,25937,24192,30193,26252,24651,22568,22048,22820,23924,23946,23189,26278,25753,25943,28496,27611,28276,25877,26646,27296,26109,26410,28049,23004,24045,--,16466,13283,
流动负债(万元),28009,27637,25666,24825,23218,24342,25284,23477,29517,25607,23993,21708,21300,22090,23134,23156,22532,23234,22703,23221,25780,26165,26805,24411,25269,25913,25733,26034,28049,23004,22873,--,15042,11029,
股东权益不含少数股东权益(万元),49711,50219,51136,51561,50862,50875,50814,50734,49674,50278,50205,50148,52271,53608,54674,55301,55149,53301,54537,54676,53888,53562,53781,53776,53157,52992,52542,51935,51483,32150,29836,--,26660,23975,
净资产收益率加权(%),-3.08,-2.07,-0.83,1.62,0.25,0.28,0.16,1.16,-0.96,0.25,0.11,-9.77,-5.63,-3.11,-1.14,-2.65,-2.94,-1.95,-0.25,2.2,0.75,0.14,0.01,3.48,--,2.02,0,8.7,--,--,11.24,--,11.04,7.38,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
