报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
基本每股收益(元),-0.1,-0.01,-0.01,0.02,0.01,0.01,-0.01,0.02,0.01,0.01,-0.02,-0.24,-0.17,-0.11,-0.07,0.02,0.01,-0.09,-0.09,0.06,0.03,0.06,0.05,-0.16,-0.07,-0.09,-0.07,0.25,0.23,0.16,0.07,0.74,0.54,0.33,0.18,0.52,0.31,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.25,3.31,3.36,3.42,3.41,3.32,5.36,5.44,5.42,5.45,5.43,5.38,5.47,5.45,5.6,5.64,5.62,5.55,2.52,2.47,0,--,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.54,0.17,0.24,0.67,0.27,0.04,-0.18,-0.01,0.06,-0.17,-0.1,0.46,-0.16,-0.19,-0.07,0.2,0.01,-0.07,0.04,0.69,0,0.18,0.1,0.89,0.37,
主营业务收入(万元),104445,67040,27858,171545,125759,79848,33917,177803,127149,81508,35335,174400,124776,78264,38699,189690,125264,69194,30000,153558,107523,63890,26023,89442,57851,28798,8538,74919,57550,37231,18560,75220,54834,34656,13064,47385,40437,
主营业务利润(万元),7859,7327,3510,18366,13187,9156,3275,15083,9992,5687,1860,11419,7749,5357,2966,25777,17830,6973,2810,16253,10429,7237,3881,10653,9888,4487,469,14229,11391,7985,4093,25847,19329,12339,4423,13221,9896,
营业利润(万元),-8725,-3715,-1977,-7134,-5789,-3504,-1889,-7297,-4481,-2242,-2628,-18056,-12922,-8256,-4439,-3686,-281,-5494,-3542,-5385,-3532,-2105,-698,-9146,-3206,-3815,-2790,-1628,2165,1697,727,11659,9869,5501,1601,5425,3341,
投资收益(万元),--,--,--,--,--,--,--,4987,4987,4987,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,--,0,--,--,
营业外收支净额(万元),4146,3232,1640,8379,6529,4113,1300,8174,4970,3025,1675,6144,4448,2829,1087,6669,1447,1305,816,8717,4613,4105,2356,4116,1103,947,727,6944,--,2970,--,5343,--,--,--,4779,3248,
利润总额(万元),-4580,-483,-337,1245,740,609,-589,878,489,782,-952,-11911,-8474,-5426,-3353,2983,1166,-4189,-2726,3332,1081,2000,1658,-5030,-2103,-2869,-2063,5316,7042,4666,1681,17002,13582,7437,1724,10204,6589,
净利润(万元),-4672,-627,-296,1141,724,553,-548,958,367,591,-880,-11688,-8249,-5258,-3244,938,274,-4219,-2634,1900,1020,1949,1595,-4995,-2192,-2888,-2059,6751,6051,3946,1655,16879,13565,7382,1691,9468,5658,
净利润(扣除非经常性损益后)(万元),-5115,-1088,-773,686,-156,-30,-526,-4739,-3793,-4227,-930,-11791,--,-5488,--,388,--,-4486,--,299,--,720,0,-5715,--,-3126,0,5611,0,3750,1518,--,0,7389,1691,--,--,
经营活动产生的现金流量净额(万元),300,597,2279,24250,4676,10862,4176,17550,12629,4368,293,36593,26598,8543,11844,32797,13005,2082,-5438,-342,1881,-5089,-3032,14087,-4900,-5841,-2246,6033,279,-2182,1317,15795,10450,4178,1030,16369,6778,
现金及现金等价物净增加额(万元),3564,1158,556,1888,2444,-2999,1011,-2890,-634,1005,-13099,-1846,14777,8065,-2763,4670,12595,603,6325,-2965,7641,22844,-4140,-15595,-35270,-30749,-7868,9706,9234,51614,-5633,30362,21568,-544,4214,5880,-1198,
总资产(万元),263011,268655,272223,268138,269477,270671,282341,278351,279693,291660,301949,305253,317511,320450,319371,326018,355121,347370,352834,334781,337835,349495,319202,313095,317754,308176,318279,306745,288992,312767,223713,205667,0,--,0,122472,95767,
流动资产(万元),98779,100669,100686,89651,87183,84774,93510,85913,84443,93717,96038,95753,105887,105598,101716,104854,124804,116260,121128,100560,110487,119551,86827,80274,91063,101361,124018,115713,181265,213127,131034,114994,--,--,--,39185,29093,
总负债(万元),107905,109451,112676,108254,109986,111311,124074,119495,121384,133058,144108,146460,155177,155047,151877,155171,184787,182391,186421,165602,169595,181856,151904,147339,149147,140317,145856,132951,116117,141991,165308,148346,--,--,--,86652,69270,
流动负债(万元),85799,87345,85471,81049,77638,78963,89279,84701,81313,91375,101364,101716,108729,107782,98012,100307,113768,105080,88133,84768,59999,71935,45983,53418,50464,41634,70434,58192,27282,40306,68268,60206,--,--,--,42064,30440,
股东权益不含少数股东权益(万元),153368,157413,157744,158040,157623,157452,156351,156899,156309,156533,155331,156211,159650,162641,164655,167899,167235,162742,164326,166961,166080,167009,166530,165060,167863,167167,171755,173122,172421,170317,57956,56900,0,--,0,35021,21646,
净资产收益率加权(%),-3,-0.4,-0.19,0.72,0.46,0.35,-0.35,0.61,0.23,0.38,-0.57,-7.21,-5.04,-3.18,--,0.56,--,-2.56,--,1.14,--,1.17,0,-2.96,--,-1.73,0,5.47,0,3.71,0,35.75,0,--,0,40.2,30.07,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
