报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.32,0.22,0.15,0.56,0.41,0.27,0.14,0.51,0.4,0.38,
每股净资产(元),--,--,--,--,2.03,--,--,1.89,1.39,1.16,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.35,--,--,0.35,0.43,0.51,
主营业务收入(万元),73361,50066,27361,101792,70113,44928,22703,75049,51987,46920,
主营业务利润(万元),26642,18265,10395,38090,26274,17135,8694,29769,21850,20314,
营业利润(万元),14913,10048,6259,23304,16926,11520,6125,21029,15430,14723,
投资收益(万元),518,--,--,61,61,61,88,49,-10,--,
营业外收支净额(万元),727,615,66,864,732,115,25,798,1096,1044,
利润总额(万元),15640,10662,6325,24168,17658,11635,6150,21828,16526,15766,
净利润(万元),12917,8687,5226,20165,14751,9842,5176,18399,14532,13823,
净利润(扣除非经常性损益后)(万元),11857,8165,5172,19388,14078,9742,5112,17721,13564,12521,
经营活动产生的现金流量净额(万元),13725,11229,2973,14061,12438,6833,3287,12517,15557,18329,
现金及现金等价物净增加额(万元),11602,12710,9112,-2626,-2910,-1539,2082,-5748,637,6897,
总资产(万元),145513,139216,143887,106904,97704,--,--,83157,57140,48657,
流动资产(万元),91620,86005,93213,57486,51501,--,--,49178,38121,38196,
总负债(万元),16459,14528,16187,28439,24747,--,--,14988,7169,6776,
流动负债(万元),16284,14266,15838,28011,24747,--,--,14988,7169,6776,
股东权益不含少数股东权益(万元),128727,124414,127245,78128,72731,--,--,68089,49690,41818,
净资产收益率加权(%),11.55,8.32,6.47,28.23,21.11,14.13,7.32,31.24,30.88,36.19,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
