报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.23,0.63,0.44,0.28,0.24,0.2,0.12,0.45,0.42,0.37,0.3,0.46,0.42,0.29,0.17,0.22,0.16,0.12,0.07,0.16,0.09,0.05,0.01,0.03,0.03,0.02,0,0.02,0.02,0.02,0,0.04,0.02,0.02,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.39,--,2.05,1.92,1.8,1.63,1.55,1.47,1.29,1.23,1.15,1.12,1.07,1.06,1.06,1.05,1.03,1.03,1.04,1.04,1.01,1.01,1.02,1.02,0.99,0.93,0.91,0.92,0.91,0.9,0.89,0.89,0.89,0.89,1.44,1.43,1.42,1.43,1.47,1.46,1.46,1.45,1.44,1.43,1.42,1.41,1.37,2.32,2.24,1.94,1.89,3.25,2.87,2.72,2.83,--,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.54,--,0.35,0.89,0.58,-0.52,0.24,0.04,-0.45,-0.97,-0.76,-0.14,-0.05,-0.9,-0.23,-0.09,-0.04,0.16,0.19,-0.04,-0.07,-0.48,-0.39,-0.02,-0.01,-0.27,0,0,0,0.03,0,0,0,-0.03,0,0,0,-0.1,0,0,0,0.1,0,-0.02,0,0.01,0.01,-0.18,0.07,0.21,0.09,0.13,--,--,--,--,--,--,
主营业务收入(万元),671028,433185,161629,454255,363433,249680,144958,592802,500910,442017,317601,482697,268621,167326,91663,311401,165712,134133,56999,157005,136195,74689,21457,111542,81374,36298,5379,73217,65045,52063,31530,29083,14608,8227,4343,15884,7761,5698,3024,8303,6905,4448,1988,3290,7586,4183,1477,6013,5943,3672,1622,7676,7320,5007,1573,24852,12317,28573,13719,25158,14297,28402,11868,24603,10023,16270,8986,6773,
主营业务利润(万元),55599,46375,26280,30343,20832,19786,10560,22266,28134,22034,19432,41573,34415,20758,13383,29789,21089,13227,7718,18576,11791,8059,2595,8965,7425,4333,1839,15427,13011,10096,5033,8022,5049,2965,1621,5826,2991,1888,968,3449,2892,2031,941,-495,3818,2272,926,3806,3576,2368,855,2671,4465,2963,1202,6560,2661,6753,2839,5295,3082,6260,2316,5388,2475,4028,2112,1364,
营业利润(万元),38872,34914,22604,13183,10894,8733,5178,18621,19955,17714,14098,21322,19955,13576,8011,9997,7595,5749,3953,6479,5676,3647,544,2741,1991,1372,364,1609,1705,1425,301,455,750,670,448,1477,484,543,391,906,1221,849,394,-5920,1104,446,139,278,1343,979,362,770,2511,1864,748,3791,835,3401,1692,4043,2112,8197,2041,5581,0,4584,2311,1463,
投资收益(万元),11992,7901,3843,6224,5004,3635,23,15292,12451,6285,1398,-3733,-1295,-1295,--,2058,457,457,--,-1259,983,283,--,143,0,0,0,-1420,-252,-127,--,-127,--,--,0,-96,-26,-2,-13,-120,-120,-80,-40,-159,-128,-80,-40,-28,-80,-80,0,-147,-80,-80,0,92,130,600,0,261,68,264,0,0,0,--,0,0,
营业外收支净额(万元),-49,1,0,-140,-62,-59,-60,330,-486,-490,-400,-6,-4,-4,-0,257,-27,-27,-22,2872,-3,-0,0,135,147,152,-0,-39,--,0,--,0,--,--,-1,-3,0,0,0,-51,0,0,0,-15617,0,0,0,2,0,0,0,-11,-11,-11,0,6,0,-31,0,-15,0,0,0,0,0,2,--,--,
利润总额(万元),38823,34915,22604,13042,10832,8674,5118,18950,19470,17224,13698,21317,19952,13573,8011,10255,7568,5722,3931,9351,5673,3647,544,2876,2138,1524,364,1570,1705,1425,301,1565,832,753,447,1378,457,540,378,735,1101,769,353,-21697,976,367,100,252,1265,902,362,611,2420,1773,736,3889,972,3969,1692,4290,2176,8496,2066,5790,2775,4586,2282,1460,
净利润(万元),29204,26153,16948,9870,8543,6918,4140,15716,14949,13087,10477,16031,14803,10171,5944,7827,5700,4192,2306,5747,3215,1911,322,1216,1210,820,167,568,876,801,62,1370,832,706,425,1083,313,449,325,545,105,75,23,-19674,-192,-355,-232,-984,419,274,155,93,1056,816,326,2599,784,3195,889,3536,1800,7070,1716,4796,2294,3675,1860,1411,
净利润(扣除非经常性损益后)(万元),30481,26188,15130,10139,5904,7283,4710,7882,11494,11126,--,15613,--,10069,--,8687,--,4632,--,4681,--,1764,--,991,--,665,0,607,0,801,--,117,0,623,--,1086,0,451,0,596,0,155,0,-19659,0,-275,0,--,0,352,0,240,1148,907,0,2501,777,3227,889,3539,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-183942,-92673,-48053,-33993,4208,45179,34057,-31886,-40866,-33185,-19006,33968,12175,31370,20275,-18320,8380,1303,-15791,-34245,-26939,-4811,-1658,-31608,-8269,-3050,-1287,5724,6678,-1469,-2296,-16932,-13597,-533,-509,-9618,-3645,-2410,-232,1075,825,272,43,-1037,-1879,-2181,1489,-3610,-6159,-1475,-1203,3414,0,-685,0,440,211,-3888,1446,4447,1813,1506,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),4133,15955,43903,-7447,-4369,-7451,-6851,2073,10012,-5575,-3323,4018,-1906,3214,-1412,-2927,-1606,-3596,-4643,-1131,-5693,-2761,-5646,4780,-802,6462,-876,-3761,2742,-2665,-3018,1905,4781,-1707,-1161,3053,9177,7079,-177,-3200,-3359,-408,-304,-3373,-3519,-3474,1556,-42,118,7902,-1061,-5853,0,-1299,0,-9314,2839,1466,3892,-6007,-6926,-8757,--,--,--,--,--,--,
总资产(万元),911589,850056,784865,612750,543014,597877,593250,517542,535205,503023,511203,493347,316547,302549,287893,316099,317983,321731,291870,258382,219108,179708,159808,150944,131772,134316,118185,123059,135483,137996,130362,112356,116030,93470,94875,91354,68016,64036,55084,54429,64273,66673,66667,65098,86805,87524,87281,87088,91365,92416,81072,80924,81280,79997,76557,75656,73142,77329,63238,55256,58923,54497,40852,41471,38370,18858,15079,9028,
