报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.29,0.21,0.14,0.59,0.46,0.32,0.13,0.53,0.43,0.32,0.16,0.63,0.55,0.49,0.3,1.63,1.4,1,0.43,1.45,0.32,1.02,0.67,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,7.85,7.79,12.3,12.01,11.75,8.4,7.76,7.36,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.49,0.22,0.2,-0.53,-0.46,-0.2,-0.88,2,-0.39,1.81,1.12,
主营业务收入(万元),237163,158688,76273,321471,240568,157549,76017,297723,216781,145549,68840,278267,212050,146745,72430,228496,167204,105888,47574,162573,0,131673,117459,
主营业务利润(万元),37661,24911,10048,46412,34237,21973,8835,37966,28703,19133,7502,30698,25046,19502,9578,32881,25180,16687,7371,23660,0,16344,13320,
营业利润(万元),17065,12548,3566,15965,12562,8746,2848,17544,14579,10772,3542,14647,13706,12232,5405,20285,16750,11031,5049,14661,0,8958,6458,
投资收益(万元),1256,963,436,929,273,-6,1,-1,-8,-11,-8,31,-4,-9,-4,1,-3,-1,0,-16,0,-20,-19,
营业外收支净额(万元),1048,910,487,1816,1326,751,750,1138,1610,910,761,874,591,456,310,649,462,204,104,621,0,544,272,
利润总额(万元),18113,13458,4053,17781,13888,9497,3598,18682,16189,11682,4304,15520,14298,12688,5715,20934,17211,11235,5153,15282,3214,9502,6730,
净利润(万元),16384,11796,3938,16640,13189,8905,3568,14607,11991,8848,3500,13551,11828,10385,4037,18597,15071,9951,4330,13021,2537,8188,5386,
净利润(扣除非经常性损益后)(万元),15063,10225,3207,15268,12592,8355,3200,14043,11192,8301,3074,12209,--,10021,--,17947,--,9780,4241,12490,2462,7722,5203,
经营活动产生的现金流量净额(万元),46236,26240,8191,37152,34428,18924,115,21211,27731,14819,5810,26785,10471,7366,2647,-7069,-6202,-2035,-8861,20003,-3091,14496,8959,
现金及现金等价物净增加额(万元),-430,-3078,-5255,-2261,1695,-7954,-3341,4882,1449,-1614,5573,-27667,-30566,-32686,-18757,26868,50971,-9908,-13565,14456,0,-1045,-349,
总资产(万元),356367,350609,344735,337114,337791,304881,305998,305611,288638,269294,272371,257077,246799,239014,242385,249530,195627,122300,109856,105858,0,72931,62949,
流动资产(万元),195797,182908,179799,175678,155547,129879,136800,145440,134373,128509,152073,136776,138660,131616,142174,150858,134360,59998,53864,52911,--,33513,30955,
总负债(万元),135249,133990,127829,123584,127651,102083,101235,102951,88168,72384,76693,64698,55971,49145,54758,65892,37543,37197,30985,32287,--,32776,32654,
流动负债(万元),90446,89079,81310,77126,75876,71122,66777,68464,58483,45128,48250,53016,42940,35688,40814,51530,29270,28824,23456,25659,--,28616,22979,
股东权益不含少数股东权益(万元),201424,196755,197026,192841,188637,180799,182532,179028,176572,173536,172712,169240,167585,166429,164262,160396,156877,83951,77642,72482,0,39100,29373,
净资产收益率加权(%),7,6.01,2.02,9.02,7,4.92,1.96,8.39,6.93,5.16,2.05,8.57,7.21,6.35,2.45,17.74,15.72,12.72,0,23.34,0,23.92,20.73,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
