报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.15,0.04,-0.06,0.13,0.16,0.03,-0.06,0.08,0.08,-0.02,-0.07,-0.3,-0.13,-0.1,-0.11,0.13,0.18,0.11,0.02,0.21,0.27,0.11,0.01,0.31,0.29,0.13,0.01,0.27,0.23,0.11,0.02,0.18,0.15,0.07,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.11,--,4.34,4.37,4.41,4.52,4.57,4.5,4.48,4.47,4.52,4.36,4.42,4.4,4.4,4.23,4.21,4.2,4.16,4.03,3.95,4.01,3.98,3.9,3.92,3.86,3.84,3.78,3.79,3.79,3.77,3.72,3.66,3.68,3.68,3.72,3.58,3.7,3.7,3.61,3.59,2.36,0,1.99,1.95,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.05,--,0.22,0.18,-0.06,0.08,0.32,0.31,-0.04,0.51,0.7,0.26,0.02,0.87,1.02,0.56,-0.01,0.36,0.52,0.35,0,0.46,0.65,0.36,0.12,0.59,0,--,0,0.64,0,0,0,0.33,0,0,0,0.28,0,0,0,1.16,0,--,0.76,
主营业务收入(万元),65155,40535,15934,82901,72383,40939,15285,79631,66782,37980,16339,69059,60372,38872,15934,88038,75825,45680,18347,90872,79029,44257,18518,109542,92856,55243,21839,102933,84886,49062,18332,103127,83468,49824,20863,95557,75754,44466,17493,84803,66786,37755,13852,80878,65092,39596,15655,88034,70693,40250,15885,90570,44401,94392,88550,
主营业务利润(万元),16839,9984,3311,19866,17742,9313,2390,17461,15073,7275,1367,8038,8782,5145,896,20521,18971,12163,3602,20199,18994,9847,3010,22506,20247,11356,3822,19876,17006,9468,3153,17870,14399,8344,--,17124,14221,7940,2523,16083,13301,7590,2012,13199,11029,5974,-300,17330,15333,8125,3130,23132,12423,26216,28964,
营业利润(万元),3495,798,-1475,2205,3361,26,-2260,1688,2332,-538,-1879,-7699,-3392,-2571,-2743,3577,6039,3887,467,6592,8692,3156,441,9614,9213,3919,393,7300,6415,2794,366,6806,5614,2428,623,5311,4731,1857,152,3998,3648,1494,-530,2323,2456,661,-2999,2890,5001,1442,690,10660,5510,11095,17302,
投资收益(万元),603,402,182,631,397,235,69,483,250,146,36,433,344,160,114,675,235,18,8,57,--,--,--,47,-59,-86,-22,26,-34,-31,-23,198,12,-1,2,34,10,1,2,40,22,16,6,32,40,25,13,70,45,21,5,70,16,56,102,
营业外收支净额(万元),243,186,3,1079,960,702,698,735,192,122,121,232,110,47,39,1057,237,83,45,478,167,108,30,317,261,148,73,--,--,--,--,--,--,--,--,-21,0,--,-11,-9,0,0,0,-13,0,0,0,-131,0,0,-55,0,0,-207,-2178,
利润总额(万元),3738,985,-1472,3284,4320,728,-1562,2423,2524,-415,-1759,-7467,-3281,-2524,-2703,4634,6276,3970,512,7070,8859,3264,470,9931,9474,4068,465,8700,7498,3484,665,7013,5805,2540,634,6119,4866,1983,161,4587,3670,1509,-512,2342,2481,671,-2989,2829,4848,1285,640,10615,5430,10944,15335,
净利润(万元),3777,1062,-1414,3245,4115,694,-1511,2037,2120,-550,-1732,-7381,-3308,-2567,-2631,3343,4546,2832,377,5289,6702,2620,354,7685,7364,3252,341,6834,5847,2665,473,4406,3772,1632,428,3507,2885,1249,40,2704,2264,986,-509,1456,1580,414,-2929,1152,3044,760,429,6955,3379,6330,8534,
净利润(扣除非经常性损益后)(万元),2930,474,-1598,1499,2767,-234,-2278,876,1720,-794,--,-8011,--,-2760,--,2040,--,2753,--,4760,--,2512,--,7310,--,3155,0,5391,--,1974,0,3951,0,1512,--,2934,0,1165,0,2341,0,990,0,1411,0,562,0,1285,0,903,0,0,3461,--,--,
经营活动产生的现金流量净额(万元),10574,8529,373,8327,16512,9073,2176,7879,15761,9572,1269,-832,5588,4389,-1579,2028,8089,7744,-1056,12643,17578,6623,476,21827,25490,13921,-290,8910,12994,8835,28,11616,16243,8894,3084,14746,18429,9298,1736,15930,17960,9845,1817,8288,8221,3023,-740,7060,8418,-877,-4930,21682,10894,--,--,
现金及现金等价物净增加额(万元),-18126,-24188,-10746,6010,2794,-1730,-16244,4130,-2106,-3018,960,-3197,-5396,-6418,-1680,-4803,-18123,-17758,-1954,6887,12758,2125,218,16179,20373,8944,-1752,4089,8488,5210,-608,1666,5914,3272,5009,-1395,4198,2657,2701,1773,5160,3301,1005,-17853,-14631,-11840,-1862,13706,18056,16896,23808,930,0,--,--,
总资产(万元),122461,122305,116956,118125,124373,120578,115607,115128,123409,117253,111937,113279,121547,126495,122221,124799,130506,132335,127635,126991,132801,125806,127228,125277,133287,126595,123000,120109,125777,123644,122500,118748,122372,120645,122728,116552,119647,122715,126007,120728,124458,125553,120061,114735,115030,119615,131507,134463,137286,140115,150560,119633,0,109223,87356,
流动资产(万元),61595,60392,54876,55071,60847,56313,50698,49484,57622,50612,46053,45830,52097,55407,49469,50260,54760,55614,51641,50042,54862,46224,46401,42731,49158,40675,35965,32428,36387,32505,29889,24656,25786,24186,27149,20111,22992,24256,25767,18389,22861,24096,22575,22205,23405,26554,36517,37711,40278,42438,51948,--,0,18450,11684,
总负债(万元),10276,12872,8978,8675,13995,13105,9683,7641,15799,12355,8185,7821,11931,16007,10444,10320,14773,18279,14048,13761,18089,15223,15119,13465,21700,19187,15991,13386,20054,21156,22195,16830,21004,21286,22818,17982,21748,26320,29369,24045,28222,30628,26714,20782,20999,26742,41986,41863,42809,47905,58656,74569,0,71187,50600,
流动负债(万元),9950,12553,8632,8361,13995,13105,9683,7641,15799,12355,8185,7821,11931,16007,10444,10320,14773,18279,14048,13761,18089,15223,15119,13465,21700,19187,15991,13386,20054,21156,22195,16830,21004,21286,22818,17982,21748,26320,29369,24045,28222,30628,26714,20782,20949,26692,41936,37163,29209,34305,45056,--,0,31722,35535,
股东权益不含少数股东权益(万元),111313,108598,107123,108536,109406,106513,104933,106444,106527,103856,102674,104353,108442,109183,110369,113000,114203,112489,112034,111657,113070,108988,110472,110118,109883,105772,105361,105020,104031,100849,98657,100184,99519,97380,97925,96574,95906,94460,94751,94711,94271,92992,91498,92006,92035,90951,87607,90537,92428,90144,89814,44127,0,37158,36434,
净资产收益率加权(%),3.42,0.97,-1.31,3.03,3.82,0.65,-1.43,1.93,2.01,-0.53,-1.67,-6.79,-2.98,-2.29,-2.36,2.98,4.02,2.5,0.34,4.78,5.99,2.34,0.32,7.16,--,3.04,0,6.68,--,2.62,0,4.42,0,1.68,--,3.67,0,1.31,0,2.9,0,1.07,0,1.6,0,0.46,0,1.4,0,0,0,17.11,0,15.99,20.99,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
