报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,
流动负债(万元),140763,152653,162800,159262,156059,145184,135159,136114,133453,130380,129225,133522,119897,119601,109139,114879,100718,94303,102537,102414,102565,86496,81099,81253,82886,72879,71376,65651,61416,59738,55277,72948,45829,50714,52249,52593,53817,51039,53437,60678,35763,33272,41070,38383,23695,20065,21296,23051,0,15348,11030,
股东权益不含少数股东权益(万元),267865,257900,252579,250720,169527,158040,157203,154514,149646,145687,124243,122790,119089,103131,97510,95832,91187,88951,82318,79860,77723,74492,70925,67227,64017,62501,50282,45588,57458,43168,34806,62658,63869,62381,60396,57687,67035,67653,68342,67523,68476,66812,66461,65514,64965,63639,26167,28078,0,25596,23003,
净资产收益率加权(%),3.69,2.82,0.74,9.76,6.27,4.03,1.09,9.16,6.43,4.07,1.18,10.43,7.87,5.33,1.73,10.27,7.73,4.94,1.57,11.68,8.93,6.4,1.92,12.79,--,6.32,0,-36.56,0,-42.5,--,8.58,0,5.05,--,-9.89,0,--,0,6.41,0,4,0,6.78,0,4.74,0,14.6,0,13.89,12.22,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
