报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),-0.9,-0.54,-0.16,0.02,0.04,0.05,0.04,0.31,0.17,0.09,0.07,0.73,0.72,0.53,0.28,1.01,0.89,1.29,0.49,2.37,2.21,1.31,0.47,1.41,1.27,0.58,0.39,1.62,0.98,0.7,0.32,1.07,0.86,0.59,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,7.04,6.85,7.26,6.95,6.58,6.15,6.36,13.55,13.29,12.49,10.33,9.32,8.39,7.74,--,8.12,9,8.61,7.03,6.75,6.31,5.99,5.83,5.35,5.55,5.31,5.16,4.85,4.47,5.27,4.98,4.77,6.78,6.4,6.09,3.75,3.47,2.69,1.95,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.29,--,1.22,0.57,0.62,1.88,0.92,1.94,1.12,2.99,2.11,1.34,0.35,4.51,5.66,2.2,1.01,2.11,1.59,1.59,0.44,1.69,0.81,0.39,0.1,2.45,0,0,--,1,0,0,0,2.07,0,1.75,0.93,0.3,0,
主营业务收入(万元),351979,246137,113817,644466,571130,377240,181525,814027,594842,385849,188928,913946,694228,489593,253028,831215,629472,448214,207664,699025,555521,365680,171693,534218,358831,130996,64334,204915,127361,74780,35798,130401,94329,61315,29127,118685,92452,56800,22616,113907,82055,56304,26231,65761,41190,25136,35383,32647,28289,
主营业务利润(万元),-25929,-23025,2361,88475,78774,48555,25854,130074,96023,50293,30228,192341,166192,108045,58915,232279,179934,112047,52037,180175,164604,97816,43265,122484,107890,33570,17393,64680,40921,25367,11623,42026,32137,21555,9744,44716,36802,23985,9081,41266,31566,22264,10312,28150,22077,13608,14500,13477,10285,
营业利润(万元),-92290,-55243,-17305,-1947,5063,5770,4997,39351,24213,13681,10257,93507,95160,70078,37381,141577,119753,78372,29022,127413,115989,68693,24816,72549,63369,18540,9566,40792,24891,17701,7973,30687,24159,16453,6567,29454,25053,16322,5445,27626,21991,15971,7097,21078,17479,10895,9777,9191,6523,
投资收益(万元),275,267,267,1056,411,50,14,36,11,3,6,108,5,5,3,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,3,0,
营业外收支净额(万元),3327,1904,1666,5401,400,-199,55,967,854,965,175,2966,1234,894,-1,786,494,417,171,-179,398,180,117,552,135,106,-106,--,--,--,--,--,--,--,0,-173,0,0,1,-485,0,0,0,-301,0,0,-262,0,0,
利润总额(万元),-88962,-53339,-15639,3455,5463,5571,5052,40319,25067,14646,10432,96473,96394,70973,37379,142363,120247,78788,29193,127233,116387,68873,24933,73101,63504,18646,9460,41043,25233,17933,8127,30315,24156,16453,6567,29281,25002,16271,5446,27142,21899,15987,7108,20777,17477,10902,9516,9068,6405,
净利润(万元),-89881,-54215,-16237,1557,4202,4590,4221,30931,17087,9477,6952,73099,72112,53285,27891,101321,88521,56553,21332,95107,87021,51714,18696,52031,29326,13280,7340,30607,18402,13265,5978,20119,16230,11088,4389,19614,16751,10902,3649,20254,14672,10711,4762,15603,11709,7304,6360,6052,4271,
净利润(扣除非经常性损益后)(万元),-93209,-56148,-17486,-3836,4097,4770,4179,30475,16701,8930,--,70737,--,52621,--,100818,--,56278,--,95321,--,51617,--,38649,--,13228,0,30489,0,13091,--,20561,0,11088,--,19730,0,10936,--,20579,0,10701,0,15175,0,0,0,0,0,
经营活动产生的现金流量净额(万元),-31408,14666,8119,21203,8812,38609,19804,62188,10978,14714,28728,151725,122302,57319,61880,187549,92104,84935,49251,130925,83358,52873,13873,177716,135718,51867,18963,39722,30004,29989,8394,31881,15342,7373,1911,46129,39166,31649,13078,18832,15162,10911,3378,25979,16857,14276,7555,0,0,
现金及现金等价物净增加额(万元),10716,8377,15822,-9576,7095,100001,-3565,22716,604,-23294,-29057,16122,19010,-11760,-4380,-45846,-3919,-8563,20140,24833,-17980,-11813,-14515,26907,-15477,25980,17893,-7308,10790,16610,-103,-26588,27547,-15631,-4946,-9035,-4886,-3027,-10864,-1482,-3279,-1336,-2399,47584,41313,6706,4327,0,0,
总资产(万元),1310983,1297917,1356203,1381375,1444327,1454529,1331332,1336606,1392845,1315605,1334210,1345334,1366995,1327924,1313174,1243643,1236993,1222647,1228122,1181217,1188941,1140321,1100193,1078310,1042528,547388,527302,479859,460996,457220,433265,415282,214913,164232,170825,166221,162953,155977,142160,152719,140483,134170,122198,117811,102180,55523,49989,42983,37534,
流动资产(万元),380024,354027,397280,407783,470199,481123,369756,361032,405805,326386,343587,346669,472885,451659,446292,375888,396652,383022,395518,340510,350360,312610,270008,233819,261562,177883,157255,108439,98334,99577,86213,70561,118620,69523,76903,73050,78017,78085,71718,84964,78730,78240,70878,68014,68719,23451,18444,10502,11235,
总负债(万元),675278,632133,658084,681929,710377,730117,617830,621552,657732,607661,617932,648478,634061,626352,651256,624672,597088,624232,641493,629490,777739,769152,765742,769510,944876,352475,354233,314259,325289,326716,311242,299331,101982,60532,63251,63118,62713,61587,55023,50391,46702,44361,37081,37456,25719,24961,21644,20997,21601,
流动负债(万元),382189,341843,367795,379487,396806,443297,401923,401541,446321,412250,421389,451935,435929,428220,453124,426540,395379,418000,435061,423057,417910,407542,392133,395901,416949,202604,185585,146082,156556,160631,146997,136898,60117,53990,57627,58624,54488,54834,49022,46164,41031,39484,33548,34779,22863,22084,16396,16669,19601,
股东权益不含少数股东权益(万元),616814,646966,678836,680737,715837,706140,694655,696700,717199,695979,703557,684634,726031,694835,657616,614822,636018,594215,582528,547794,407556,367642,331014,305088,94224,191540,169634,162272,132395,127258,118878,112900,109929,100743,104604,100133,97270,91420,84167,99359,93781,89809,85117,80354,76461,30562,28346,21986,15934,
净资产收益率加权(%),-14.13,-8.17,-2.41,0.23,0.6,0.44,0.6,4.47,2.5,1.36,1.01,11.19,11.08,8.31,4.44,17.61,15.46,10.02,3.82,25.13,24.96,15.63,5.95,16.63,--,7.5,0,20.86,0,10.99,--,15.69,0,10.8,--,20.99,0,11.82,--,22.54,0,12.5,0,33.19,0,23.45,25.27,31.92,30.96,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
