报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.27,0.14,0.11,0.6,0.32,0.2,0.08,0.31,0.24,0.17,0.07,0.36,0.33,0.24,0.16,0.95,0.7,0.69,0.31,1.22,0.31,0.78,0.59,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.01,5.92,8.98,8.82,8.71,3.84,3.47,3.15,--,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0,0.06,0.01,0.29,0.02,0.08,0.16,0.74,-0.03,0.97,0.11,
主营业务收入(万元),219326,125522,49697,171223,112417,73022,32788,122743,88423,57794,26140,92890,69351,46662,22884,99873,74599,52270,23366,90799,19723,56851,42083,
主营业务利润(万元),62557,34321,13914,49909,28333,17549,7671,27640,19698,12984,5880,22866,17371,12066,5636,28362,22167,16227,7457,28589,6772,18947,14868,
营业利润(万元),31118,16551,6433,23776,11561,6849,2689,9791,7421,5254,2421,11427,10371,7651,3491,16457,14181,10479,4815,18138,4513,11464,8540,
投资收益(万元),9,8,1,67,70,1,1,2,--,--,--,227,219,156,76,259,166,131,74,277,58,52,0,
营业外收支净额(万元),613,255,-21,-66,-332,-307,-85,214,221,240,-121,-350,-217,-202,-165,-63,-95,-77,-36,50,28,-76,-139,
利润总额(万元),31731,16806,6412,23710,11228,6542,2604,10005,7642,5495,2300,11077,10154,7449,3326,16394,14086,10402,4779,18187,4541,11388,8400,
净利润(万元),27446,14429,5470,20917,9187,5251,2126,8116,6265,4545,1910,9340,8642,6364,2885,14145,12259,8979,4081,15879,3973,10197,7706,
净利润(扣除非经常性损益后)(万元),26887,14174,5456,20791,9367,5440,2165,7798,5977,4270,1980,9510,--,6472,--,14069,--,8976,4081,15722,3918,10199,7793,
经营活动产生的现金流量净额(万元),23158,7809,-660,24545,9836,3237,-1810,7070,7804,9947,3176,8301,-37,1466,146,5114,431,1069,2108,9617,-326,12563,1410,
现金及现金等价物净增加额(万元),-679,-9950,-894,17651,7243,-2090,-2509,-36323,-15815,-5117,-3133,-9872,-9781,-9503,-6761,47461,50238,-2801,-906,1758,-365,3578,-2666,
总资产(万元),490683,456117,429920,419888,409036,212574,212281,207052,202749,205214,195387,189468,180778,178236,172184,171967,169183,109170,97600,88435,--,66499,39902,
流动资产(万元),172823,140655,144063,137762,132659,103530,105752,104143,111063,115225,109724,112323,110475,110482,108615,110949,113035,58357,54252,49092,--,39817,25773,
总负债(万元),104767,83269,60763,56269,57203,42605,45506,42426,40021,44247,34472,30496,23069,22805,14982,17650,16752,59195,52523,47439,--,39432,20031,
流动负债(万元),84767,83269,60763,56269,57203,42605,45506,42426,40021,44247,34472,30496,23069,22805,14982,17650,16752,48195,46523,44439,--,35032,20031,
股东权益不含少数股东权益(万元),385026,371993,368172,362702,350974,169149,166024,163898,162047,160327,160317,158407,157709,155431,157202,154317,152432,49975,45077,40996,--,27067,19871,
净资产收益率加权(%),7.32,3.9,1.5,8.95,4.88,3.2,1.3,5.04,3.98,2.84,1.2,5.99,5.45,4.04,1.85,15.82,17.7,19.74,--,46,--,44.39,48.11,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
