报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.03,0.01,0,0.09,0.14,0.1,0.06,0.22,0.24,0.14,0.07,0.55,0.48,0.42,0.12,0.88,0.74,0.3,0.57,0.56,0.29,
每股净资产(元),2.63,5.19,5.17,5.14,5.22,5.13,7.59,7.48,7.49,7.39,7.52,7.45,7.37,7.55,3.82,3.7,3.03,2.59,2.29,1.83,2.22,
每股经营活动产生的现金流量净额(元),0.09,-0.02,-0.08,0.06,0.15,0.18,-0.14,0.32,-0,-0.03,-0.1,-0.02,-0.32,0.07,-0.25,1.04,0.36,0.14,0.67,0.22,0.31,
主营业务收入(万元),26460,17040,9116,35730,26420,17714,8724,28964,21261,13337,6186,23392,17029,11979,4606,25459,19040,7887,15097,14807,7594,
主营业务利润(万元),7113,4613,2342,9652,7765,4971,2349,6697,4764,2832,1120,5896,4893,3697,1281,7154,5802,2314,4625,4524,2093,
营业利润(万元),-805,-763,-204,-1436,409,499,149,-264,545,203,4,1914,2147,1937,461,4187,3679,1525,2656,2135,792,
投资收益(万元),130,70,14,--,--,--,--,--,--,--,--,420,14,12,12,-0,--,0,--,0,0,
营业外收支净额(万元),1354,910,282,2170,930,398,247,1530,836,646,494,1556,793,384,181,563,401,140,523,--,--,
利润总额(万元),549,147,78,734,1340,897,396,1267,1381,849,498,3470,2940,2321,642,4749,4080,1665,3178,2785,1101,
净利润(万元),471,93,39,791,1309,891,400,1376,1459,883,423,2974,2494,1969,556,4072,3442,1418,2661,2338,858,
净利润(扣除非经常性损益后)(万元),--,-746,--,-1044,--,553,--,77,--,333,--,1305,--,1653,407,3612,3119,1306,2230,1786,596,
经营活动产生的现金流量净额(万元),1705,-206,-757,520,1357,1647,-891,2003,-3,-165,-633,-112,-1994,457,-1154,4833,1688,637,3126,1017,491,
现金及现金等价物净增加额(万元),-5880,-7603,-5330,5,1058,-1021,-1882,-9424,-8530,-6816,-3443,22313,22173,27787,-1231,-799,222,-375,649,2918,424,
总资产(万元),68883,67999,69711,69263,66835,62648,60923,58979,61709,61049,59506,59555,57391,59249,27598,27503,23654,19273,19197,15256,8487,
流动资产(万元),44886,44341,46539,45831,44603,40861,39143,37548,44159,46428,46746,47199,46558,49015,17806,17657,17890,13827,13838,12142,6097,
总负债(万元),18208,17947,19605,19351,16927,13467,12379,11030,13738,13547,11115,11583,11668,11892,9319,9767,9030,6698,8063,6229,4592,
流动负债(万元),10175,9433,10887,10334,11443,12511,11456,10052,13738,13547,11115,11583,10818,11042,8469,8917,8180,6415,7754,5574,3766,
股东权益不含少数股东权益(万元),48941,48252,48118,47828,48583,47709,47066,46358,46431,45845,46623,46203,45722,46797,17767,17212,14069,12045,10627,8515,3497,
净资产收益率加权(%),0.97,0.19,0.08,1.7,2.77,1.9,0.86,2.98,3.14,1.89,--,9.27,9.01,10.82,3.18,26.17,27.87,12.5,28.2,38.93,27.97,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
