报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
基本每股收益(元),0.12,0.09,0.01,0.09,0.1,0.08,0.02,0.14,0.11,0.1,0.04,0.24,0.18,0.11,0.05,0.31,0.25,0.22,0.42,0.17,0.31,0.25,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.24,4.18,4.28,4.22,4.16,2.43,2.21,0,2.71,2.24,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,0.23,0.01,0.57,0.38,0.37,1.19,0.89,1.03,0.85,
主营业务收入(万元),52252,33386,15336,62221,46001,30315,14709,53334,40567,26645,12300,51565,38210,24362,11791,47976,34837,21975,44939,19836,31691,27446,
主营业务利润(万元),8317,5676,2342,9722,7465,5162,2235,8875,6752,4796,2098,9688,7541,4446,2304,10001,7670,5018,9550,4081,7507,6096,
营业利润(万元),542,394,-130,944,1191,1080,276,2019,1998,1757,569,3743,3118,1993,979,4506,3567,2816,5407,2106,4100,3270,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,0,5,5,5,5,6,--,0,0,0,0,0,
营业外收支净额(万元),1063,850,229,279,222,202,41,277,-19,38,72,411,48,53,7,273,-7,10,182,133,16,11,
利润总额(万元),1605,1244,99,1222,1413,1282,316,2296,1979,1795,641,4154,3165,2045,987,4779,3560,2825,5589,2240,4116,3281,
净利润(万元),1546,1241,85,1140,1324,1076,246,1911,1428,1355,465,3117,2362,1497,717,3542,2702,2152,4182,1688,3084,2464,
净利润(扣除非经常性损益后)(万元),701,561,-100,905,1135,904,211,1683,1442,1326,411,2814,--,1458,--,3339,--,0,4045,0,3072,2456,
经营活动产生的现金流量净额(万元),12330,7503,1699,6798,4305,3246,983,7888,4577,3011,2320,7484,4471,2986,179,7520,5052,3626,11820,8825,6801,5609,
现金及现金等价物净增加额(万元),162,54,-468,-10692,-6240,142,-2344,-551,-6795,-1697,-995,-3753,-2334,-4481,1,13496,19090,-777,1914,3382,834,-628,
总资产(万元),124588,122609,110902,108084,102301,105714,99026,98846,90395,90729,90614,88789,88404,89826,86804,88215,88116,60073,59354,0,43398,37813,
流动资产(万元),47170,47218,47971,44476,45998,56897,49825,48319,39626,42683,45241,42622,42595,43331,44329,44957,48515,22645,20983,--,16863,13257,
总负债(万元),64392,62709,52158,49058,43091,46752,40499,40564,32563,33003,33373,32022,32392,34678,30325,32452,33194,35995,37428,--,25542,23041,
流动负债(万元),56738,54684,48402,45368,39367,46500,40233,40293,32415,32590,32742,31005,30365,32801,28371,29442,29775,31799,32876,--,22472,19289,
股东权益不含少数股东权益(万元),60176,59871,58715,59026,59210,58962,58528,58282,57832,57726,57240,56767,56012,55147,56479,55762,54922,24078,21926,0,17855,14772,
净资产收益率加权(%),2.59,2.08,0.14,1.94,2.25,1.84,0.42,3.33,2.35,2.37,0.82,5.56,4.23,2.7,1.14,9.75,9,0,21.02,0,18.9,18.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
