报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2006-12-31,2005-12-31,
基本每股收益(元),0.57,0.35,0.13,1.59,1.17,0.62,0.16,1.04,0.67,0.28,0.01,0.55,0.35,0.17,-0.02,0.3,0.21,0.14,0.01,0.66,0.45,0.22,0.01,0.93,0.61,0.34,0.04,1.03,0.77,0.46,0.96,0.88,0.71,0.42,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.41,3.23,3.15,3.17,3.05,2.97,5.94,5.93,3.35,3.11,2.9,6.09,5.72,5.45,8.06,8.01,7.46,4.78,--,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.23,0.02,-0.63,-0.55,-0.49,-0.82,-0.92,-1.09,-1.75,-1.39,-0.94,-0.5,0.02,-0.12,-0.42,-2.11,-1.2,-0.25,0.75,0,0.19,0.45,
主营业务收入(万元),363252,219604,81616,500592,362579,236056,82354,390263,278348,163350,52474,297857,210127,124511,43480,247365,174519,103170,35337,198166,138116,88370,25333,82931,51373,29171,9074,71232,47232,28219,48450,28066,29069,17455,
主营业务利润(万元),142659,84751,27854,171131,128414,83584,27912,126353,89154,50982,14740,84060,60448,34856,12310,65381,44441,27066,9479,55541,34224,20882,6032,29040,20102,11891,3532,19538,13263,7620,12485,7626,7758,4720,
营业利润(万元),46642,25914,5702,62385,46412,25935,4943,41512,25574,9949,-379,19175,11193,4905,-2674,8410,4807,2306,-2747,11551,8867,4278,-275,8138,5870,3153,202,4892,3681,1947,5452,3032,3903,2291,
投资收益(万元),91,90,--,395,450,450,450,300,300,300,300,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,-328,-240,66,44,
营业外收支净额(万元),6741,6431,25,2761,1848,748,2384,2869,2228,1572,1467,3089,2274,2143,1972,3300,2885,2800,2818,534,97,77,542,853,224,210,104,458,--,393,106,--,-36,-11,
利润总额(万元),53383,32345,5727,65147,48260,26683,7328,44382,27802,11521,1087,22264,13466,7049,-701,11710,7691,5106,71,12085,8965,4355,268,8991,6094,3363,306,5350,4106,2340,5558,3135,3867,2281,
净利润(万元),46406,28405,4418,57655,42889,22424,5611,36371,23201,9732,312,18866,11718,5714,-765,10453,7208,4640,171,10384,7190,3478,123,7319,4864,2680,231,4412,3027,1805,3593,2176,2634,1585,
净利润(扣除非经常性损益后)(万元),40058,22326,4399,55327,41381,21820,3726,34185,21233,8391,-792,16445,--,4048,--,7943,--,2536,--,9944,--,3422,--,6594,--,2508,0,4025,0,1510,3605,0,2378,1403,
经营活动产生的现金流量净额(万元),7623,5112,-8027,35106,6363,-6473,-14293,26359,8436,6765,-15893,38383,7827,545,-21585,-18791,-16697,-28164,-15882,-18720,-27710,-21943,-14916,-3962,144,-910,-2209,-11132,-6341,-982,2955,818,415,1016,
现金及现金等价物净增加额(万元),-12018,-41532,-21368,52296,26523,-3945,-3671,-3473,-6975,6186,-9238,2751,-7555,1148,-680,-42734,-19214,-39511,-18348,59562,1248,1668,-2749,1927,1100,737,3437,5034,14933,-2828,4321,2786,251,-216,
总资产(万元),613588,540337,495752,514122,478056,422167,384452,352005,339740,330768,287774,281136,265114,258836,257451,232636,245431,227594,224397,219761,154121,144162,116303,101144,91156,91384,81394,66049,72602,51643,35544,0,25559,19315,
流动资产(万元),413020,359555,328805,357122,339675,297111,270523,242948,245127,240321,201992,201358,206980,203153,204403,185846,205663,192170,194833,192201,131935,123041,95622,81558,74589,76579,68528,53634,62270,42157,29957,--,19457,13752,
总负债(万元),237454,172608,144531,167905,140904,233067,207943,181941,184879,202001,161684,155401,146761,146650,148395,122796,139711,124434,121044,116503,99781,93639,69287,51881,44810,47260,37901,22762,32237,32728,19101,--,14138,11428,
流动负债(万元),224479,159971,133921,157228,137231,229326,206607,180538,184879,202001,161684,155401,131761,146650,148395,122796,139690,124392,120980,116418,99590,93426,69053,51626,44487,46913,37310,22369,31931,32404,18491,--,13238,10778,
股东权益不含少数股东权益(万元),375910,364805,348555,343651,334717,186826,174499,168129,153143,127320,124770,124458,117110,111106,108062,108827,104737,102169,101993,101823,52975,49263,45908,48159,45284,43101,42498,42267,39359,17976,15845,0,10513,7262,
净资产收益率加权(%),12.77,7.93,1.28,25.32,21.36,12.59,3.27,25.36,17.17,7.53,0.25,16.19,10.36,5.12,-0.71,9.96,6.84,4.46,0.17,20.06,14.22,7.08,0.27,15.62,--,6.15,0,18.7,0,10.6,28.26,0,30.52,24.84,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
