报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.03,0.01,0.01,0.11,0.08,0.06,0.02,0.13,0.12,0.03,0.04,0.34,0.08,0.05,0.04,0.24,0.1,0.07,0.04,0.13,0.07,0.05,0.04,0.06,0.06,0.01,-0.02,-0.14,0.01,0.01,0,0.01,0.04,0.03,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.71,--,2.41,2.39,3.36,3.33,2.02,1.99,2.37,2.34,2.38,2.35,3.06,4.12,2.49,2.44,2.42,2.43,2.58,2.58,2.58,2.58,2.61,2.6,2.59,2.57,2.57,2.55,2.57,2.56,2.59,2.53,2.61,2.59,2.55,2.52,2.66,2.63,2.57,2.53,1.34,0,1.34,1.24,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.02,--,0.03,0.05,-0.1,0.15,0.17,-0.09,-0.15,-0.12,-0.31,-0.47,-0.37,0.15,-0.26,-0.08,-0.17,-0.19,-0.66,-0.49,-0.06,0.16,-0.01,0.08,-0.5,1.12,0,--,0,0.41,0,0,0,0.02,0,0,0,0.07,0,0,0.36,0,0,0,
主营业务收入(万元),86026,50335,24226,96263,72426,49847,24715,94573,66884,46415,27140,93119,68300,45538,21295,93388,66803,44143,21327,90276,59749,38147,18691,60820,42921,27889,13902,63787,49722,33579,16388,61239,44490,28091,13931,57852,41343,27918,13685,55471,37708,23151,10405,39765,24912,17506,8826,35442,24545,15499,34085,14961,30370,28712,
主营业务利润(万元),17278,10076,5162,23798,17745,11949,5990,23394,16341,10500,5763,20046,15005,9542,4538,19258,14126,9407,4569,17861,9557,6200,3288,11493,8169,4884,2230,7911,6331,4307,2024,9169,6621,4437,--,10362,7409,4986,2296,9140,6472,4298,1761,7785,4947,3182,1634,7752,5019,3140,6417,2828,6789,6105,
营业利润(万元),2308,397,552,7135,6366,4154,2252,16690,14478,3020,1978,21267,4208,2612,1296,6421,4216,3073,1285,4688,2366,1581,847,976,890,94,-299,-2431,136,175,51,585,1093,795,468,1736,1451,999,290,1511,1220,837,400,2552,1614,1011,591,3086,1756,1034,2829,1156,2957,2095,
投资收益(万元),202,202,--,673,348,348,--,9883,9636,352,--,15253,--,--,--,-143,--,--,--,0,--,--,--,--,--,--,0,10,10,--,--,--,--,--,0,0,0,--,0,0,0,0,0,-182,-187,-206,0,0,0,0,0,0,-7,-4,
营业外收支净额(万元),1558,1317,724,8383,4618,4690,626,1233,1978,1269,706,2745,1420,998,538,3691,53,14,9,114,118,113,65,252,107,69,4,49,--,--,--,-54,--,--,--,-110,0,--,0,-70,0,0,0,1,0,0,0,-2,0,0,0,0,0,-3,
利润总额(万元),3866,1714,1276,15518,10984,8844,2878,17923,16456,4289,2684,24012,5628,3610,1834,10112,4269,3087,1294,4802,2484,1693,912,1228,997,163,-295,-2383,87,162,47,531,985,768,457,1630,1360,980,289,1442,1192,814,399,2424,1484,861,592,3086,1756,1035,2833,1157,3050,2349,
净利润(万元),3139,1359,1063,12594,9133,7435,2371,15383,13852,3513,2269,20219,4640,3003,1542,8526,3308,2393,1024,3822,2110,1435,778,1005,889,134,-296,-2251,82,106,47,169,631,455,364,1220,1043,727,219,1005,914,635,313,1723,1094,628,476,2408,1403,808,2301,939,2501,1884,
净利润(扣除非经常性损益后)(万元),1819,243,447,6265,5211,3453,1839,6213,4280,2435,--,4996,--,2158,--,5311,--,2381,--,2203,--,1339,--,791,--,75,0,-2293,0,116,0,215,0,478,--,1310,0,743,0,1065,0,658,0,1678,0,755,0,2409,0,808,0,938,0,0,
经营活动产生的现金流量净额(万元),5544,4016,-3196,13533,7104,7835,-2239,9254,5938,1684,-936,7902,1682,3127,-4068,6212,5791,-3056,-4331,-3359,-8848,-13513,-8166,2355,-4221,-1273,-2751,-2990,-10563,-7852,-1018,2623,-209,1304,-874,17920,14018,14760,6099,6489,6551,1174,-3096,375,-8484,-5851,-3450,1182,181,2128,3594,-1479,17569,0,
现金及现金等价物净增加额(万元),8519,6350,18231,-14485,-19718,-14420,-17144,8246,-20755,-15904,-1696,-45588,-41018,-25484,-22122,52827,-7675,-7836,6671,-12181,-23328,-25524,-18095,15983,2135,3761,1837,-5231,-8810,-3433,-4917,6179,6606,5370,-103,1257,-261,-1146,-2561,-6924,-2584,-3121,-3326,1465,-10791,-7317,-9517,6973,11950,27618,6489,0,462,0,
总资产(万元),389758,378775,391518,352360,320491,317084,304148,297924,261022,243883,245250,220918,212971,217453,207048,214417,150835,148103,142790,131885,93517,82771,87087,100874,88200,89943,91435,86234,88443,92914,90055,93441,95901,91038,87639,86080,87155,85989,85682,86240,94104,91344,89443,80790,73788,69005,60243,54058,54809,68127,35968,0,31322,48092,
流动资产(万元),132914,127149,131739,101485,108779,115941,107074,111697,100621,113987,123788,104730,115810,123483,116295,128931,91972,89785,84139,72973,53585,42412,46757,60097,47016,47971,48701,42818,45909,50411,47821,51102,53847,50151,46290,44505,45298,44082,44211,44778,52716,52294,53841,51229,46430,43105,35508,38897,42497,56257,24502,0,19252,35054,
总负债(万元),145058,135812,144998,175088,148718,142248,134333,130480,95109,88309,83778,61716,69348,75508,64014,72925,81412,79600,74803,65002,25278,15180,19495,34059,48112,50611,52532,47035,46892,51232,48428,51856,53808,49085,45760,44642,45709,44740,44145,44901,52863,50440,47260,38924,32625,28326,17327,11628,13386,27411,22374,0,17749,35532,
流动负债(万元),94004,84557,92563,122150,98248,91758,83839,79493,44919,37403,32317,59685,66425,66998,55026,63438,66969,71156,66358,56556,25225,15082,19363,33873,44149,46215,46888,41016,38297,42243,38291,41719,42491,38235,40755,39637,40706,39718,39091,39835,47863,46423,47217,38846,32465,28155,16834,11119,12590,20653,15274,0,13164,28530,
股东权益不含少数股东权益(万元),242878,241098,244615,175277,171773,174836,169815,167444,165913,155575,161472,159203,143623,141945,143034,141492,69310,68395,67884,66781,67993,67317,67321,66543,39825,39070,38640,38936,41287,41329,41267,41223,41764,41587,41497,41044,41043,40827,41119,40913,40821,40538,41809,41494,40799,40325,42572,42096,41091,40492,13380,0,13378,12377,
净资产收益率加权(%),1.5,0.65,0.51,7.32,5.39,4.34,1.41,9.49,8.52,2.23,1.42,13.45,3.25,2.12,1.08,11.21,4.86,3.54,1.52,5.16,3.14,2.14,1.16,2.51,--,0.34,0,-5.62,0,0.26,0,0.41,0,1.1,--,2.97,0,1.76,0,2.46,0,1.54,0,4.13,0,1.48,0,8.34,0,5.86,0,6.78,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
