报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),1.18,0.95,0.28,1.34,1.08,0.85,0.24,1.19,1.14,1.01,0.28,1.41,1.07,0.8,0.21,0.85,0.66,0.49,0.14,0.65,0.49,0.38,0.14,0.72,0.58,0.45,0.17,0.86,0.69,0.49,0.15,0.76,0.57,0.4,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,6.45,--,5.6,5.68,4.37,4.16,3.96,3.79,3.68,3.54,3.37,3.25,4.21,4.05,3.9,3.73,5.26,5.05,4.83,4.59,5.06,4.87,4.78,4.61,4.48,4.56,4.52,4.63,4.46,4.39,4.43,4.38,4.47,4.43,4.48,4.42,4.45,4.4,4.38,4.3,4.14,4.09,4.24,4.17,4.01,3.96,3.96,1.6,0.92,--,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.6,--,1.75,0.84,0.48,0.82,0.95,0.56,0.17,0.78,0.78,0.46,0.24,1.39,1.3,0.55,0.32,1.52,1.49,1.18,0.55,1.27,1.85,0.8,-0.01,2.35,0,--,0,0.01,0,0,0,0.27,0,0,0,0.4,0,0,0,0.07,0,0.4,--,0.25,0.42,0.79,0.35,--,--,
主营业务收入(万元),461756,321506,159490,533466,416827,281938,134570,446850,401236,274669,132503,450412,354073,233909,105493,357661,286677,192216,84358,309396,242991,157716,66791,269712,218154,142480,58238,249350,209782,138463,52614,226080,177998,116199,47569,215913,174607,109631,44780,194887,154148,96981,38258,166896,128550,77436,28618,148638,114184,73612,22813,136388,104081,68627,22323,130585,63890,119204,108287,98201,89977,
主营业务利润(万元),273422,192476,95965,324865,254353,176540,84086,277092,223333,155267,73840,243513,190765,124988,51656,202001,154253,101497,40813,167034,127517,81629,31969,145819,114367,73171,26584,125622,100790,68440,23864,101405,81815,54120,--,93309,76524,48592,18214,73177,57542,36562,14504,62267,48761,29529,11627,56828,43896,28402,8724,51563,39232,25395,8939,46937,22827,41506,37063,33324,34077,
营业利润(万元),93453,74580,21594,112310,88075,67856,18947,93593,75798,59561,14955,70928,60544,46251,11553,43572,34164,26556,8019,29206,22417,17146,4884,28577,20243,16140,4358,22277,18500,14312,4300,17997,12375,9648,3170,14252,9544,6474,2372,5982,5671,3805,1262,6982,8386,5609,1515,8844,9048,6090,987,6965,7317,4893,1112,8231,4466,6224,4216,2511,3056,
投资收益(万元),16308,9907,4684,22566,13400,8789,4626,16180,10561,6827,3603,16789,13868,10820,2928,8874,7075,4374,2321,8883,2995,2337,1088,2174,1296,961,700,1318,370,277,784,1608,324,465,156,-1614,-414,401,55,-396,210,165,289,-92,-276,-167,319,973,7,256,382,1781,1045,926,102,-204,43,-3,-26,711,-493,
营业外收支净额(万元),2883,1702,378,1900,1027,872,91,2471,468,253,68,1409,724,579,25,1654,795,267,37,1026,645,416,75,876,689,390,342,816,--,--,--,--,--,--,--,-1570,0,--,2,-14,0,0,0,-350,0,0,0,-135,-102,0,0,77,-13,-34,0,13,0,32,-317,-61,0,
利润总额(万元),96336,76282,21972,114210,89102,68728,19038,96064,76266,59815,15023,72337,61268,46830,11578,45226,34959,26823,8056,30232,23062,17562,4958,29453,20932,16530,4700,23093,18568,14350,4365,18990,13980,9762,3176,11611,9238,6982,2447,6186,6168,4143,1592,6759,7915,5500,1856,9697,8960,6374,1366,9420,8877,6148,1404,8533,4862,6660,4126,3221,3167,
净利润(万元),79044,64080,18982,89792,72810,57353,16362,80015,62284,48988,12408,61463,47800,36040,8927,36125,28002,20721,6016,27563,20932,15945,4656,23329,19027,14488,3688,18504,14871,10683,2608,13257,10002,7015,2014,7377,6763,5181,1322,3858,4469,3213,1292,4732,6271,4555,1505,8107,7751,5579,1254,7536,7517,5420,1238,7298,4411,5726,3551,2639,3509,
净利润(扣除非经常性损益后)(万元),76075,62199,18588,87360,71928,56503,16178,78220,61952,48803,--,55203,--,31041,--,34580,--,20519,--,26754,--,15599,--,22568,--,14199,0,17925,0,10644,--,10633,0,6759,--,6759,0,4303,0,2991,0,3035,0,4198,0,4076,0,7386,0,5556,0,7128,7532,5461,--,7208,4406,--,--,--,--,
经营活动产生的现金流量净额(万元),39494,30990,10829,112957,89995,54051,37392,102877,84838,58425,26891,83291,78289,37715,20492,34710,40057,23619,7131,32864,33086,19420,7752,45185,42198,17814,7009,32958,32237,25462,9563,22190,32437,14066,-99,41169,38899,23053,6084,270,-3206,-3484,-4168,7169,1809,706,-896,10928,13044,4784,-9630,1981,0,10858,--,6672,11235,15004,9944,--,--,
现金及现金等价物净增加额(万元),-161258,-103447,36785,90053,63770,47578,52020,40453,26025,2146,20244,45692,81773,70520,18244,10322,17308,2794,5376,6775,9972,-2180,-834,22161,21061,759,4320,14160,12927,16731,7205,10630,23476,11872,3089,-11916,-12570,-12035,11751,-2660,-15025,-7155,-11459,-4562,-3367,2640,-3301,-5526,691,-6171,-10633,-13233,0,674,--,54293,80322,-717,3014,--,--,
总资产(万元),659837,633223,618354,553363,536319,506962,507167,452022,435957,418673,407547,364687,368097,357606,278232,254678,259574,253926,231636,212234,219904,214824,199999,186365,193780,181296,176444,168585,166454,188248,166009,148050,175036,167961,158861,154955,162869,170879,194269,180459,173716,181265,171436,175066,173377,173464,155045,158852,162641,159892,142561,152194,168667,172812,148358,150366,167161,80487,87211,88759,88533,
流动资产(万元),554966,455121,477705,426323,407232,379145,380186,328428,258611,247674,255129,219714,264569,267223,197805,176745,180166,176419,161493,143468,154393,148818,134514,129932,132734,122984,117422,109544,107786,132564,109168,91294,113778,105993,95917,89090,95569,101993,124900,112447,108334,117171,106306,111246,119467,122152,102722,105981,111517,110213,--,106300,0,--,115471,0,0,46971,52528,54471,56344,
总负债(万元),225179,208472,218561,172843,158697,143355,151957,115483,116892,115475,116454,91539,115357,101619,91347,76506,90048,91995,73690,60442,73038,73666,58818,49506,62919,55617,57957,54134,56538,79280,73111,57702,86525,83018,75525,69379,78750,88177,68919,55280,48077,57033,44654,50178,44755,46825,29761,34958,38990,38869,26747,37691,50776,58315,39673,42914,59976,49655,60544,65461,67117,
流动负债(万元),181232,166962,179847,158611,154880,139968,149398,112951,114505,114403,115382,90467,114281,100558,91119,76263,89791,91604,73278,60009,72290,73106,58258,48946,62425,55133,57473,53650,56212,78821,72702,57290,85794,82092,74565,68524,78058,87516,68298,54658,46136,55131,42718,48224,43828,46080,28752,33994,38258,37929,--,36884,0,--,38773,0,0,48292,52830,53728,53672,
股东权益不含少数股东权益(万元),434658,424751,399793,380490,377198,360534,351141,332532,316375,301199,289061,271006,250901,254454,184829,175876,167594,160165,155881,149670,142673,137297,137079,131974,126853,121467,114170,109625,104615,99519,88687,85340,83799,80805,78450,79869,79198,77517,120367,118539,119512,118256,120652,119501,120934,119217,120209,118705,118276,116104,111777,110523,114552,112455,108273,107035,106842,30492,26399,22846,20597,
净资产收益率加权(%),19.41,15.61,4.87,26.53,20.65,16.33,4.8,24.89,21.17,16.7,4.47,27.77,24.38,18.59,4.95,22.33,17.75,13.45,3.94,19.87,15.33,11.69,3.46,19.43,--,12.48,0,18.85,0,11.52,--,16.56,0,8.87,--,7.78,0,4.59,0,3.24,0,2.67,0,3.97,0,3.79,0,6.99,0,4.81,0,6.8,0,0,--,7.78,5.51,--,14.42,--,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
