报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),-0.55,-0.44,-0.29,0.02,-0.55,-0.34,-0.19,-0.46,-0.48,-0.35,-0.22,0.14,-0.16,-0.11,-0.08,0.38,-0.12,-0.12,-0.05,0.3,-0.03,0,0.01,0.32,0.17,0.18,-0.04,0.29,0.32,0.29,0.01,0.22,-0.11,-0.06,-0.01,--,--,--,--,--,--,--,--,-0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.72,--,1.65,1.7,1.73,1.81,1.31,1.31,1.38,1.43,1.1,1.2,1.2,1.19,1.86,-0.91,-1.13,-1.09,-1.06,-1.09,-1.37,-1.38,-1.86,-1.66,-1.62,-1.54,0.48,0.6,0.51,0.5,1.76,1.77,1.76,1.76,1.99,1.98,1.96,1.95,1.94,2.13,2.09,2.08,2.07,2.04,2,1.99,2.02,2.01,3,2.86,2.81,0,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-2.22,--,0.3,-0.12,-0.33,-0.35,-0.21,-0.2,-0.16,-0.76,-0.53,-1.27,-1.26,0.63,-0.51,0.06,--,0.02,0.32,0.25,-0.03,0.18,0.03,-0.12,-0.06,-0.06,0,--,0,0.12,0,0,0,0.2,0,0,0,-0.21,0,0,0,-0.44,0,-0.13,--,0.88,--,0.39,0.04,-0.44,-0.76,-0.2,0.3,--,--,
主营业务收入(万元),43301,19237,7654,254767,59006,41684,10279,284115,129038,34100,4860,269324,182882,82297,3896,204321,15029,13733,8308,177469,37006,30313,19150,156077,48220,1029,342,5268,1771,1055,791,5754,2156,1421,1159,10134,5645,4275,3522,15219,25488,20564,10848,35216,26298,19593,12336,42715,32408,20509,10038,42000,28175,15135,9649,37658,29709,18822,37028,19411,33432,18512,36318,24923,7397,
主营业务利润(万元),11423,4844,2419,94399,14881,10668,2149,45513,13471,8977,1150,42578,15954,5268,800,49317,3327,3277,2580,34807,11135,10047,5565,33877,15716,-45,14,797,322,-7,105,659,142,-25,81,45,-507,199,66,2031,1669,1132,1025,3459,5265,4071,1879,4296,3282,1617,1005,7439,3497,1370,1196,5053,4436,3080,6545,2346,5753,3122,6532,3361,1393,
营业利润(万元),-60029,-45041,-29989,21962,-42482,-25724,-15494,-26805,-35437,-24042,-17749,11079,-8819,-9510,-6617,35148,-7553,-9479,-4032,13260,-1701,264,94,22297,7818,-3161,-1517,-4728,119,1308,-1126,3882,-6049,-1371,-388,-28025,-3353,-663,-677,-8523,-1694,-1264,130,-3668,622,465,402,-4091,-1613,-1782,-571,720,-1057,-2040,231,-980,864,565,2985,534,2555,1684,3841,1928,683,
投资收益(万元),520,337,-164,3044,3335,3597,3793,6391,7093,6679,-177,6971,445,391,-49,13471,7130,-166,-197,3423,-309,-258,169,-324,287,-158,-168,3134,5030,5483,16,11479,-272,-154,0,-4716,536,701,746,-17747,1608,1610,2,5727,62,62,29,6250,2700,2702,900,2982,3073,3100,0,1843,604,590,694,438,321,223,346,1269,160,
营业外收支净额(万元),-164,-112,-34,1848,-87,-103,4,-1661,-2338,-1145,-251,2430,-90,121,0,-830,-254,-136,26,17759,1133,1086,1117,-186,-59,6372,629,11407,--,--,--,--,--,--,-5,-13394,0,--,44,-3919,0,0,-21,86,47,-19,0,23,20,11,0,251,94,106,0,65,0,-70,606,0,403,--,-84,14,-18,
利润总额(万元),-60193,-45152,-30023,23810,-42569,-25827,-15489,-28465,-37775,-25187,-17999,13509,-8908,-9389,-6617,34318,-7808,-9615,-4005,31019,-568,1351,1211,22111,7759,3212,-888,6679,7290,6272,153,4804,-6080,-1379,-394,-46065,-2707,154,184,-29785,49,284,234,2246,831,609,522,2277,1303,987,372,3985,2147,1171,204,955,1425,1090,4292,1097,3476,1885,4205,3211,825,
净利润(万元),-47598,-36855,-20923,1332,-34535,-21196,-11879,-28912,-30080,-22178,-13861,8554,-9799,-7164,-5258,23888,-7393,-7227,-2881,18553,-1680,146,407,13291,5864,3911,-855,6450,7088,6377,167,4893,-5772,-1293,-322,-38442,-2485,166,188,-27756,135,326,61,835,663,625,201,1203,1093,1017,205,2129,1716,1049,144,823,1055,843,3301,802,2521,1216,2843,2318,651,
净利润(扣除非经常性损益后)(万元),-53486,-40251,-21354,-4706,-40022,-26126,-15715,-35326,-32614,-25240,--,2968,--,-7830,--,19606,--,-7272,--,4503,--,-724,--,13157,--,-2419,--,-11190,0,-5051,--,-9763,0,-1128,--,-27228,0,-732,0,-25813,0,-1814,0,-3705,0,503,0,-1669,0,961,0,1786,1610,960,--,823,--,886,2747,239,2038,--,--,--,--,
