报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.35,0.51,0.26,0.85,0.62,0.43,0.18,--,0.62,0.42,0.17,0.82,0.66,0.41,0.15,0.62,0.45,0.3,0.11,0.46,0.34,0.22,0.09,0.48,0.41,0.1,0.02,0.2,0.13,0.1,0.03,0.18,0.1,0.07,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,6.22,--,5.98,5.79,5.53,5.37,5.2,4.99,4.26,4.14,4.02,3.91,3.81,3.72,3.64,2.66,2.62,2.59,2.52,2.49,2.43,2.4,2.36,2.9,3.43,3.41,3.37,3.36,2.89,2.86,2.82,2.74,2.69,2.66,2.57,2.53,2.54,2.51,2.43,2.41,3.31,3.29,3.29,3.26,2.38,2.3,2.35,2.28,4.04,3.93,3.19,3.11,2.97,2.87,2.83,1.47,1.38,1.2,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.18,--,0.08,0.06,-0.23,0.19,-0.25,-0.24,-0.13,0.24,-0.07,0.1,-0.09,0.33,0.27,0.35,0.17,0.09,0.17,0.2,0.01,0.14,0.08,--,0.16,0.33,0,0,0,0.63,0,0,0,0.35,0,0,--,0.24,0,0,0,-0.48,0,-0.05,--,0.13,-0.1,0.21,-0.06,-0.38,-0.09,0.05,--,--,--,--,--,--,
主营业务收入(万元),693186,447538,213369,705163,504295,331450,160658,601021,429879,280711,137813,531709,355406,230301,112514,362144,243083,158759,74637,220480,146581,94628,48745,133021,97508,63134,29913,102437,74180,49262,21651,70922,48635,32576,14477,75064,56645,41701,19289,74790,56175,32354,16417,59231,41718,27632,13920,57182,41532,27932,12646,55880,37995,26034,10586,24193,8442,18850,8411,13418,4891,13702,5329,9257,4155,8659,6165,5363,
主营业务利润(万元),253396,164899,79869,286241,205841,135572,64501,245170,179785,118185,58559,201030,141967,90074,42820,142130,101772,67034,31312,99187,69834,44766,22333,69088,52491,33296,15470,47807,36301,23472,9758,31657,22846,15114,6829,28287,21351,15205,6407,29154,21041,12740,5793,24290,16831,11101,5060,20280,13650,8999,3889,20765,14486,9887,3866,10949,3965,8035,3298,5641,2119,6030,2080,1892,798,2543,1446,1271,
营业利润(万元),72258,47083,22303,79486,58190,40053,17311,74345,56412,37869,16140,63113,50115,32116,11631,49519,35397,22361,9491,35330,26079,17270,7599,26720,21417,7267,2012,11773,8896,6416,1917,10495,6353,4366,1593,2895,3038,2828,1022,7689,6229,3473,1180,6925,4691,3463,1202,6286,3814,2718,879,5549,3589,2777,743,3608,1467,4082,1212,3063,906,4395,1031,1929,0,1618,1477,1291,
投资收益(万元),11019,8187,3755,3688,1642,670,116,1728,1338,996,525,5266,3961,3318,-675,2784,3665,-695,-1020,2322,2890,2591,119,12645,10986,447,145,5004,3007,2360,1415,7277,4646,3059,1579,11182,10583,9270,590,1404,111,116,-2,-4,-78,-68,-34,-166,-143,-134,-44,-345,-181,-183,50,261,275,365,-55,194,-10,235,99,561,0,0,0,--,
营业外收支净额(万元),2668,1487,505,2663,1771,1630,531,2650,1511,1125,725,6471,4255,1911,1450,1033,12,685,275,1466,964,636,23,1319,409,184,100,-24,-75,--,-52,-339,--,-80,-46,-1036,0,-100,0,-72,0,0,0,-139,0,0,-10,-7,0,8,11,286,161,-19,0,-74,0,-21,0,-6,0,0,0,0,145,--,--,43,
利润总额(万元),74925,48570,22808,82149,59961,41683,17842,76995,57924,38994,16865,69584,54370,34027,13081,50552,35408,23046,9766,36796,27042,17906,7622,28039,21826,7451,2112,11749,8821,6116,1865,10156,6211,4286,1547,13041,12710,11998,1600,9102,6325,3575,1154,6782,4567,3364,1176,6122,3682,2602,855,5489,3569,2576,779,4996,2919,5126,1541,3925,1154,4626,1127,2619,1062,1680,1541,1333,
净利润(万元),44124,29995,13505,45177,32784,22882,9267,41778,31061,20709,8556,40599,32711,20131,7246,30035,21715,14053,5406,21647,15989,10497,4142,20147,16335,3981,852,7820,5245,3856,1073,6944,4022,2646,884,10747,10367,10126,704,5143,3208,1731,605,4022,2314,1435,506,3068,1639,1161,209,1926,1404,922,298,2891,1628,3638,1033,1893,461,1980,607,1788,877,1426,1316,1176,
