报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
基本每股收益(元),0.75,0.67,0.63,0.66,0.54,0.42,0.1,0.48,0.39,0.29,0.11,0.76,0.51,0.34,0.12,0.46,0.32,0.21,0.09,0.32,0.23,0.16,0.05,0.1,0.06,0.04,0.02,0.06,0.06,0.07,0.04,0.23,0.19,0.15,0.28,0.2,0.15,0.15,0.36,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,7.87,7.81,7.49,7.27,4.74,4.63,4.64,4.55,4.48,2.88,2.77,2.72,2.68,2.65,2.73,2.71,2.71,2.72,2.79,2.75,2.71,1.87,1.71,--,--,1.58,1.53,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.45,0.29,0.21,-0.06,-0.12,-0.15,0.06,1.1,0.39,0.27,0.01,0.48,0.24,0.08,0.04,0.59,0.2,0.25,0.13,0.11,0.04,0.22,0.5,--,0.02,0.16,0.44,
主营业务收入(万元),38372,25658,11262,54512,40515,24176,11526,58587,42916,28250,13121,62872,43195,28219,13943,58778,42185,27220,11099,40947,27291,15957,6528,29838,22207,14528,5639,30255,23137,16957,7988,35213,24284,16385,33895,23660,14512,18791,20110,
主营业务利润(万元),10084,6424,2921,15279,11163,6956,3230,18558,13602,9363,3834,20976,13452,8512,3712,16109,10925,7387,3042,8874,5220,2907,1454,4966,3346,1935,783,3953,2935,2378,1186,5841,4350,3014,5705,4134,2696,4005,4720,
营业利润(万元),15228,13637,13019,13174,10573,8338,2031,8185,7119,5227,2154,11984,7533,5153,2087,7970,5749,3864,1288,3970,2886,1778,634,974,664,358,110,212,484,643,299,2173,1666,1400,2523,1620,1115,1715,2715,
投资收益(万元),13585,12877,12432,6998,5780,5052,119,-1062,638,516,--,516,516,516,--,929,929,516,--,1101,1125,858,--,--,--,--,--,4,--,--,--,--,--,0,-0,--,--,14,-7,
营业外收支净额(万元),143,75,-9,481,353,368,64,1129,322,251,174,1712,1514,874,120,75,-169,-178,301,585,187,60,45,246,100,65,60,561,--,--,--,--,--,0,515,520,467,78,905,
利润总额(万元),15372,13713,13010,13655,10925,8706,2095,9314,7441,5478,2328,13696,9047,6027,2207,8045,5581,3686,1588,4555,3073,1838,679,1220,764,424,170,772,833,978,603,2750,2192,1683,3037,2140,1581,1793,3620,
净利润(万元),13314,11857,11131,11752,9509,7475,1795,8120,6566,4779,1988,11472,7739,5174,1862,6999,4769,3157,1399,4010,2737,1688,578,1124,675,397,162,694,618,736,452,2093,1649,1209,2284,1584,1198,1235,2894,
净利润(扣除非经常性损益后)(万元),3284,1987,951,6737,4745,7055,1641,8464,6271,4551,1836,9995,--,4442,--,6597,--,3302,--,2751,--,1167,--,872,--,327,0,162,0,485,--,1473,0,923,1658,--,719,--,--,
经营活动产生的现金流量净额(万元),-1552,-1313,1417,11894,3405,819,434,8055,6494,2846,-89,9641,6871,4448,3207,-953,-1818,-2260,857,16630,5936,2839,112,5129,2591,851,476,6385,2096,2700,1436,1148,418,1776,3998,823,132,1289,3514,
现金及现金等价物净增加额(万元),-2509,-2289,-1065,-4217,-460,4091,-1148,-327,29808,17545,27980,49,-796,1216,2087,-10858,-4364,-6026,4024,15428,7239,10236,8377,1451,3955,2166,2953,-2754,3175,1959,2037,2587,5779,2286,3222,1668,776,-1242,1362,
总资产(万元),189833,213727,226480,219134,190943,180662,186882,217943,224632,209629,196067,153464,146701,149456,145304,145787,100979,103784,109334,96854,91475,51526,52686,43382,47360,46966,46662,43790,48834,46684,47037,44282,43721,38803,35980,--,--,31373,25701,
流动资产(万元),58841,60378,59413,64912,71193,74399,74537,75511,71060,67664,66865,36381,34064,35419,36806,38577,44929,47362,51123,38550,34555,31313,27015,17332,21381,20621,20111,17782,24719,24282,24868,21860,25350,20541,17201,--,--,12879,9694,
总负债(万元),26637,32775,31803,47135,25213,23842,25243,31874,36887,32765,29329,27827,27388,31015,31649,35567,29091,33521,38923,27842,23439,20490,22763,14041,18470,18353,17220,14511,19650,17386,16957,14652,14530,23675,22076,--,--,18559,13434,
流动负债(万元),18140,20941,18010,35381,14303,14302,14479,16451,20844,19209,17428,17784,17754,21076,22620,26773,27014,31470,36859,26157,22491,19957,22230,13508,17884,17767,16634,13925,19064,16800,16371,14066,13944,23089,21490,--,--,17973,9848,
股东权益不含少数股东权益(万元),163195,180952,194595,171913,165649,156735,161419,185850,187526,176646,166465,125367,119054,118191,113412,109988,71686,70074,70228,68829,67860,30864,29754,29176,28728,28448,29287,29125,29049,29167,29956,29504,29061,14986,13777,--,--,12698,12266,
净资产收益率加权(%),7.92,6.65,6.07,6.58,5.4,4.33,1.03,4.99,4.56,3.44,1.51,9.77,6.8,4.5,1.67,6.27,6.7,4.48,2.01,8.71,8.96,5.62,1.96,3.87,--,1.36,0,2.38,0,4.8,--,10.21,0,0,16.5,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
