报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
基本每股收益(元),0.53,0.38,0.19,0.9,0.49,0.36,0.21,0.94,0.51,0.37,0.22,0.93,0.54,0.41,0.3,1.14,0.68,0.52,0.35,1.39,0.84,0.64,0.3,1.13,0.72,0.54,0.33,1.16,0.71,0.54,0.58,1.95,1.25,0.97,--,0.5,0.31,0.35,0.3,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.38,4.25,5.78,5.48,5.02,4.86,6.21,5.87,5.29,5.1,5.16,4.85,4.44,4.26,5,4.66,4.22,4.05,7.79,7.2,6.57,2.96,2.27,--,--,1.36,0.85,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.38,-0.17,-0.57,1.12,-0.22,-0.32,-0.03,0.35,-0.67,-0.68,-0.44,0.74,-1.05,-0.86,-0.93,1.08,-0.83,-0.56,-1.14,1.7,-0.44,0.02,0.57,--,-0.14,0.44,0.48,
主营业务收入(万元),211445,135571,69747,315191,163745,110083,54767,251590,143518,98599,51194,216841,136563,93634,43042,208947,130428,86790,38412,172421,112908,80576,33234,148874,99653,69576,31158,119998,78447,54255,25717,78090,47661,31240,40273,20539,13130,23440,17888,
主营业务利润(万元),107692,69457,37933,167995,88059,59087,30734,133925,74408,50851,26641,109346,67445,45506,20271,100374,61110,39008,18191,82591,52220,35886,14587,61968,39113,26583,11755,52890,34242,24250,11248,35996,21467,13897,20841,10977,6935,11604,8533,
营业利润(万元),42602,30310,19010,70804,39177,28905,17463,61347,34197,28739,15867,50725,33260,24463,10523,50300,31304,23244,11126,45383,27839,22534,9526,33844,22393,17584,7418,29635,22548,17568,8216,19659,12727,9021,8351,4269,2308,3357,2264,
投资收益(万元),4113,3437,1616,5422,4069,3104,1700,949,384,-266,-154,-828,-641,-483,-267,-54,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,62,10,6,6,6,37,--,
营业外收支净额(万元),13496,9360,455,20883,11574,7999,208,16246,8370,1363,592,14034,7075,6167,5604,9161,4586,4105,3213,7173,5276,3070,2349,8455,5847,3862,3366,6674,--,2442,--,--,--,2764,1881,1824,1358,927,1054,
利润总额(万元),56098,39670,19465,91687,50752,36904,17671,77594,42567,30102,16459,64758,40336,30630,16127,59461,35890,27349,14339,52556,33115,25604,11875,42299,28240,21445,10784,36309,26252,20010,10369,25835,15887,11784,10232,6093,3667,4284,3319,
净利润(万元),47863,34514,17039,80745,44130,32506,15694,70508,38180,27863,13657,57863,33635,25639,13322,50653,30285,23082,12040,47513,28583,22010,10331,38793,24514,18569,9461,33155,20366,15513,8308,23157,13859,10338,9014,5362,3268,3701,3022,
净利润(扣除非经常性损益后)(万元),42682,30899,15424,72298,38609,28639,14096,63406,34013,23887,13154,55803,--,24866,--,48889,--,22137,--,46387,--,21329,--,36646,--,17312,0,31996,0,15297,0,21439,0,9894,8734,--,3002,--,--,
经营活动产生的现金流量净额(万元),-87673,-70570,-68106,110864,-53687,-54730,-51719,71529,-28018,-34618,-35791,85690,-23392,-10891,-25280,49819,-9701,-14337,-1142,11892,-22991,-23326,-15079,25475,-35982,-29405,-26435,30659,-23797,-15840,-16276,24187,-6235,250,6047,-2530,-1504,4647,4836,
现金及现金等价物净增加额(万元),-145284,-102151,-76759,84682,-76737,-69975,-43528,-35866,-136754,-112439,-38794,78732,-30458,-16995,-25852,21723,-18064,-22529,-2342,-8705,-43247,-41919,-17337,11198,-46147,-37480,-27400,18961,-35379,-23976,-18410,63942,36972,-4974,3504,-6888,-3455,3823,3828,
总资产(万元),639862,610328,626588,664431,514746,486291,483732,505517,416653,373897,376711,402043,326130,308581,307804,337761,278087,275666,268190,277393,235592,226805,216533,221841,188352,180597,180167,207798,148281,138761,150039,161353,121490,61383,59807,--,--,35594,25324,
流动资产(万元),534196,517329,547034,585055,450006,421819,422824,445644,352636,314998,324017,350079,275765,258569,256647,285386,244148,242045,233728,242103,203054,195466,186938,194124,164371,157792,158586,186372,129425,122701,136089,150227,114210,55002,54276,--,--,33505,23576,
总负债(万元),207922,193611,176581,231728,119384,106296,105749,143448,87073,64830,63839,102665,50661,41423,48455,91659,52431,57104,53814,74775,53169,50962,38651,54350,35106,33297,36252,73327,28062,23395,39026,58648,27883,29839,35604,--,--,21050,16814,
流动负债(万元),203145,189207,172960,227943,115556,102302,101102,138796,82834,61248,59677,98538,46836,37885,44596,88731,50249,54870,51966,73117,51941,49582,37565,53315,34104,32234,35111,72186,26854,22154,37946,57539,26382,28338,34574,--,--,20683,13290,
股东权益不含少数股东权益(万元),408924,395527,431771,414728,377999,366094,364239,348541,316322,305821,310486,296824,273001,264787,256899,243688,223255,216186,212502,200785,180964,174401,176454,166087,151828,145866,142462,133001,120219,115366,111013,102705,93607,31544,24203,--,--,14545,8510,
净资产收益率加权(%),11.54,8.16,4.03,21.24,12.12,8.97,4.4,21.95,12.41,9.06,4.5,21.46,13.04,10.05,5.32,22.8,14.23,10.93,5.82,26.13,16.4,12.59,6.03,26.02,--,13.14,0,28.19,0,14.1,0,43.78,0,--,47.31,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
