报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.25,0.17,0.11,0.32,0.24,0.17,0.1,0.39,0.28,0.2,0.11,0.5,0.34,0.25,0.12,0.64,0.45,0.36,0.18,0.75,0.37,0.6,1.71,3.33,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,9.01,--,8.74,8.65,8.72,8.6,8.41,8.33,8.35,2.14,1.77,1.4,0.93,25.71,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.58,--,-0.72,-0.44,-0.59,0.19,-0.57,-0.71,-0.38,0.81,0.44,0.06,1.17,6.81,
主营业务收入(万元),230003,148776,69805,285349,222684,146190,65978,243525,184682,120293,52748,236941,178867,120285,57638,238007,176933,117595,51203,201608,95452,117098,151030,147883,
主营业务利润(万元),21482,14767,7571,32136,22592,14764,7631,25925,17970,12330,5938,23181,16136,10857,5083,23884,18667,14119,7399,21583,10825,14172,12264,16397,
营业利润(万元),5646,3749,2123,6567,5874,3932,2181,8348,5553,3858,1678,11237,6942,4783,1851,13199,9003,8322,4106,11575,5703,8142,3566,7720,
投资收益(万元),261,-260,-445,-818,-715,-494,29,-687,-73,-121,39,38,23,-161,31,176,40,23,39,183,6,608,10,39,
营业外收支净额(万元),774,578,511,1407,471,315,324,1068,1135,1009,957,589,1093,1031,992,2017,1724,229,132,2108,1079,2147,327,-72,
利润总额(万元),6420,4327,2634,7974,6345,4247,2506,9415,6688,4867,2636,11825,8035,5814,2843,15215,10727,8551,4238,13683,6782,10289,3893,7649,
净利润(万元),5319,3735,2313,6935,5074,3609,2238,8403,5939,4327,2410,10727,7369,5326,2618,13450,9372,7501,3616,11970,5960,9304,3893,7567,
净利润(扣除非经常性损益后)(万元),4064,3039,2028,6455,4989,3679,2117,8317,5410,3857,--,9779,--,4077,--,11430,--,7347,--,10271,5140,8258,2482,4905,
经营活动产生的现金流量净额(万元),5439,9244,-1993,6305,-14671,-13741,-9671,-25996,-17305,-15939,-12384,11568,-15579,-9377,-12750,4048,-12157,-15301,-8092,13008,6977,950,16164,7753,
现金及现金等价物净增加额(万元),-10389,-8821,-9799,2571,-11506,-7531,-3251,-20501,-23147,-16180,-20934,-35148,-49315,-28509,-21796,68505,68261,78451,94540,-4108,-3398,6367,-818,3318,
总资产(万元),300449,291472,278776,277769,279180,272109,270330,260540,240375,239743,218691,228324,198533,202291,210496,211988,197362,195672,202516,95477,89636,76427,54910,87574,
流动资产(万元),159619,151449,140235,141713,151259,145525,147025,136122,106908,114800,103539,120629,122541,131791,144684,153342,161715,167453,174365,68322,64601,60281,41042,74973,
总负债(万元),98046,90992,77124,78457,81687,76081,72448,64963,47201,48149,25033,37057,10573,16383,22971,27124,16523,16483,22973,61166,61354,54105,42068,58317,
流动负债(万元),74272,67872,53900,64323,76750,71045,67313,59655,42731,44600,21347,33446,10219,15990,22634,26770,16180,16146,22636,54927,54125,49045,42068,58317,
股东权益不含少数股东权益(万元),202403,200480,201652,199312,197493,196027,197882,195577,193174,191594,193658,191267,187960,185907,187525,184864,180839,179188,179543,34311,28283,22323,12833,29248,
净资产收益率加权(%),2.64,1.86,1.15,3.52,2.56,1.83,1.14,4.36,3.08,2.24,1.25,5.71,3.92,2.85,1.41,8.01,5.77,4.85,2.77,42.28,23.55,53.3,16.48,22.25,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
