报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.36,0.23,0.11,0.36,0.27,0.18,0.08,0.11,0.1,0.06,0.06,-0.31,0.05,0.03,0.02,0.34,0.34,0.25,0.12,0.62,0.28,0.55,0.48,0.22,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,2.67,3.12,3.11,6.19,6.17,6.17,6.07,5.95,2.88,2.54,--,--,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.47,0.1,-0.14,-1.36,-1.51,-1.08,-0.55,0.43,0.35,0.74,0.35,0.33,
主营业务收入(万元),151169,106013,56690,222016,156952,94249,43687,124475,87950,52266,23725,89614,66498,39120,16232,82722,62570,38068,15695,52586,24157,40513,43046,27357,
主营业务利润(万元),35555,21017,12756,45977,33306,20503,9399,21844,16424,10206,4745,6634,10486,7332,2396,15608,13537,8533,3463,12982,6070,9675,8613,5010,
营业利润(万元),14775,9885,4545,12388,9368,5982,2647,3398,3359,2248,1855,-10610,1557,972,297,4658,5331,3838,1628,7595,3445,7259,5198,3219,
投资收益(万元),1245,1094,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,78,78,407,19,0,
营业外收支净额(万元),122,108,-34,-71,-168,68,56,241,132,23,43,252,164,111,21,545,-179,-196,5,30,21,666,-12,7,
利润总额(万元),14897,9993,4511,12317,9200,6049,2703,3640,3490,2271,1898,-10359,1721,1083,318,5203,5152,3642,1633,7625,3467,7925,5186,3226,
净利润(万元),12182,7863,3544,10421,7655,4995,2414,3146,2701,1658,1572,-8920,1033,826,295,4640,4439,3082,1422,6623,3014,5570,3899,1799,
净利润(扣除非经常性损益后)(万元),10968,6788,3571,10447,7798,4937,2367,2950,2600,1638,1536,-9137,--,733,--,4168,--,3251,0,6828,3227,4401,3687,328,
经营活动产生的现金流量净额(万元),-5260,-4582,5559,31399,13046,6396,609,-2129,2202,2916,-3106,17076,13270,2800,-2022,-19301,-21398,-15377,-7772,4532,3688,7857,3496,1000,
现金及现金等价物净增加额(万元),-58078,-55622,-58706,71043,2610,1882,-5045,4580,2997,3197,6966,-9206,-7098,-6024,-2925,9239,11733,24790,26317,2425,-228,-2138,7090,-481,
总资产(万元),296485,284564,314051,326108,233606,216782,203157,180321,166357,157773,161433,145771,157026,145141,137002,138106,140996,141955,125533,75210,54156,43356,41401,27051,
流动资产(万元),158977,155562,182603,214392,141909,126095,116246,96844,91823,83238,89565,71051,91174,82826,75666,77604,97782,104421,91227,44589,31977,29585,32079,20029,
总负债(万元),114095,106915,139005,154616,147039,132799,121718,101325,87880,80307,84010,69885,68389,56660,49052,50396,53446,55828,41051,44706,27247,19460,22719,17714,
流动负债(万元),114093,106913,123953,139612,132039,117799,106718,86325,72880,65307,69010,69885,68319,56660,49052,50396,53424,55806,41028,44683,27222,19248,21924,17344,
股东权益不含少数股东权益(万元),181485,176648,174124,170637,86559,83970,81439,78996,78478,77465,77423,75885,88637,88421,87890,87650,87550,86128,84482,30504,26910,23896,15756,6273,
净资产收益率加权(%),6.94,4.53,2.09,11.45,9.25,6.13,3.01,4.06,3.5,2.16,2.05,-10.72,1.17,1,0,6.05,6.23,4.85,2.92,24.35,11.86,29.71,44.35,34.09,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
