报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,2006-12-31,2005-12-31,
基本每股收益(元),-0.07,-0.04,0.04,0.14,0.22,0.18,0.11,--,--,0.22,0.13,0.85,0.75,0.43,0.24,1.2,0.74,0.37,0.2,0.75,0.32,0.04,0.02,0.6,0.3,0.23,0.23,0.94,0.56,0.3,0.23,0.61,0.12,0.14,0.03,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.02,3.71,4.35,4.11,3.56,3.18,3.53,3.31,2.88,2.6,2.99,2.98,2.67,2.6,4.09,3.86,3.5,1.41,1.34,1.66,--,1.16,1.24,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,2.01,1.71,0.98,0.97,0.27,-0.55,-0.01,-1.05,-0.59,0.01,0.59,0.85,0.22,0.2,0.47,0.7,0.67,0.48,0.7,0.54,-0.12,0.61,-2.06,
主营业务收入(万元),432838,277729,175387,662077,469448,299414,184142,788962,576269,373802,222405,950955,719441,460034,263888,994506,679304,379527,207500,750048,485175,254194,141872,521752,307978,182237,108963,447368,285473,163753,95618,315652,113908,198369,91682,
主营业务利润(万元),186985,124560,73234,293295,217728,143819,79947,345944,261099,172288,96859,417438,316590,208256,111260,433773,304000,176843,94405,337215,212960,107240,52915,229527,132180,81948,48302,201815,123571,70387,40139,121165,38939,55390,14992,
营业利润(万元),-13430,-9316,4739,17825,23816,18168,11199,51772,50419,28220,17626,89425,86348,52762,31303,144560,103259,45255,27514,96284,48588,6253,3947,56166,22117,14839,16597,83329,49100,25971,19157,42859,4210,9093,876,
投资收益(万元),-166,-191,3,2396,2396,2396,--,-413,-279,-142,-108,-1093,-713,-391,-250,-839,50,50,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,
营业外收支净额(万元),2102,1177,627,6803,5985,5008,2734,-3030,750,2427,-214,20922,13284,6452,757,13047,3128,4634,181,7097,2492,1586,-236,7117,5490,4087,1456,788,--,--,66,392,--,137,-1,
利润总额(万元),-11328,-8139,5366,24628,29801,23176,13933,48742,51169,30647,17412,110347,99633,59214,32060,157606,106388,49889,27695,103381,51080,7839,3711,63282,27607,18926,18053,84117,50174,25760,19223,43252,4257,9230,875,
净利润(万元),-17651,-9476,3881,14564,22596,17885,10654,40548,38256,22248,12578,84958,75191,43219,23728,120601,74554,37636,20298,75785,32061,4034,1535,60423,29918,23081,15375,58752,34161,18029,14052,36399,3152,6784,734,
净利润(扣除非经常性损益后)(万元),-19223,-10355,3411,9404,18107,14129,8604,--,--,20425,12739,69267,--,38380,--,110693,--,34130,--,70205,--,2793,--,54854,--,19832,0,58079,0,18227,13963,27726,3243,9879,594,
经营活动产生的现金流量净额(万元),4630,28700,37975,132217,86624,69842,58894,98420,72585,37995,72426,285648,201825,172021,98629,97666,26971,-55481,-718,-105354,-59117,858,59189,85631,21613,20463,31165,46992,45063,28635,42202,21796,-3100,15778,-24731,
现金及现金等价物净增加额(万元),-20021,-29944,44599,32638,57366,75997,36190,45422,36552,21641,78973,-38900,16975,42336,85981,1336,-20783,-27955,1774,-16120,397,45614,97178,-58595,-32924,-30905,29053,154709,166676,6030,20284,2145,-2704,14979,-240,
总资产(万元),727993,628351,710085,698674,736160,719914,684699,670730,742584,664210,733561,700634,860418,791238,962088,888249,905323,831404,895980,858671,776525,621522,594856,545116,574713,431197,475951,457696,426308,195701,186106,185834,--,122270,82037,
流动资产(万元),410100,303742,381994,368549,439584,422800,377871,361907,424159,339623,405509,370595,537200,471091,637714,563179,601772,529929,591780,562520,499776,374575,360451,321144,371979,277146,341690,331392,326602,107167,105030,109969,--,76443,60490,
总负债(万元),392078,284261,342551,335021,357483,345962,289669,293333,366395,304087,383003,287446,456697,418549,525117,475655,547207,511452,541347,525582,487575,360600,294222,246018,306119,169440,201801,198921,192123,111181,105313,119081,--,91882,67190,
流动负债(万元),300852,194516,253574,247494,271367,262613,207784,212896,366395,304087,383003,287446,456697,418549,515117,465655,537207,501452,531347,515582,457575,330600,264222,226018,266119,129440,161801,178921,192123,111181,105313,119081,--,91882,67190,
股东权益不含少数股东权益(万元),335915,344090,367534,363653,378676,373952,395029,377397,376189,360123,350559,413188,403720,372689,436970,412594,358117,319953,354633,333089,288950,260922,300633,299099,268594,261757,274150,258776,234185,84520,80526,66475,--,30075,14847,
净资产收益率加权(%),-5.04,-2.65,1.06,4,5.92,4.63,2.77,--,--,5.24,3,21,18.22,10.29,5.59,33,21.5,10.89,5.91,24,10.82,1,0.51,22,--,9,0,42,0,--,19,75,--,32,5,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
