报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.25,0.18,0.13,0.88,0.8,0.49,0.11,0.81,0.36,0.4,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.66,--,--,0.46,0.07,-0.55,
主营业务收入(万元),112916,76869,30387,198269,162665,103088,32281,195393,133090,157827,
主营业务利润(万元),24592,17533,6511,36392,29344,17838,5716,32878,18505,20091,
营业利润(万元),12381,9044,2892,15104,13655,8577,2125,14657,5857,7184,
投资收益(万元),--,--,--,--,--,--,--,--,3,36,
营业外收支净额(万元),724,494,301,1240,1148,596,26,133,654,101,
利润总额(万元),13105,9538,3194,16344,14803,9174,2152,14790,6511,7284,
净利润(万元),9719,6837,2249,13138,11931,7298,1705,12187,5418,5955,
净利润(扣除非经常性损益后)(万元),9123,6433,1999,12227,11093,6923,1687,12086,4867,7119,
经营活动产生的现金流量净额(万元),9342,10148,1325,15501,9830,8901,182,6900,1058,-8270,
现金及现金等价物净增加额(万元),27535,41706,40485,-2404,5603,4952,-7714,4873,2613,2308,
总资产(万元),158057,165731,166806,125578,140254,--,--,116209,98803,79336,
流动资产(万元),119814,132170,135870,93679,108055,--,--,90253,81109,63408,
总负债(万元),9016,19569,22676,47390,63233,--,--,51124,44106,30853,
流动负债(万元),6850,17392,20438,45140,61022,--,--,48879,44106,30853,
股东权益不含少数股东权益(万元),147759,144877,143289,77513,76306,--,--,64375,53901,48483,
净资产收益率加权(%),7.45,5.57,2.25,18.52,16.96,10.73,2.61,20.46,10.58,14.38,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
