报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),-0.47,-0.18,-0.07,0.22,0.16,0.24,0.19,--,-0.24,-0.1,-0.08,0.04,0.28,-0.36,-0.23,-1.17,-0.39,0.01,0.03,0.16,0.53,0.51,0.34,1.43,1.3,0.95,0.47,1.16,0.87,0.46,0.1,0.16,0.1,0.06,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.25,4.62,4.75,4.98,5.7,6.1,6.11,6.09,6.46,6.44,6.27,6.05,5.91,5.56,5.18,4.71,3.72,3.31,2.95,2.92,2.71,3.16,3.19,3.05,3.01,3,2.97,2.96,2.97,2.96,2.92,2.91,2.94,2.93,2.92,2.87,2.91,2.89,2.88,2.87,2.94,2.92,2.91,2.91,3.03,2.98,2.98,2.86,4.05,3.94,4.86,4.8,4.9,5.11,5.81,5.18,3.25,3.01,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.2,0.05,-0.08,-0.7,-0.63,-0.44,-0.38,0.77,0.32,0.13,0.13,1.85,1.91,1.27,0.53,2.12,1.67,1.26,0.3,0.65,0.12,0.31,0.09,-0.35,0,--,0,0.37,0,0,0,0.69,0,0,0,0.76,0,0,0,0.52,0,0.02,--,0.26,0.02,0.12,0.08,0.18,--,-0.03,--,--,--,--,--,--,--,--,
主营业务收入(万元),298819,211677,105253,433332,331578,235850,116326,387059,292605,203041,101148,386491,300015,200237,106156,388278,358660,261347,146489,482833,435318,314250,167397,509359,395387,272703,139623,460977,356320,240696,111611,370607,282214,201433,97225,191824,144465,94818,50418,183314,141045,89975,46260,161976,117630,75933,38930,160689,121284,76761,40823,139698,107230,67231,38851,144198,69219,119757,56213,101155,43512,76062,37562,75745,50941,116607,55921,104973,93459,100184,
主营业务利润(万元),82936,60070,28968,133410,106342,77355,34193,116464,86720,58804,27275,93011,70648,48373,19349,77697,71664,53880,30905,109416,93801,71823,36057,151988,127463,90779,48010,154454,121157,80796,26841,70787,48559,28141,--,41288,31379,21020,11405,41187,28649,19030,9044,37138,25320,15598,8351,37606,27453,19040,8996,28045,22638,15185,7691,30544,14260,29584,15848,27215,10777,19848,8782,-934,-4882,1817,2525,3779,6247,4774,
营业利润(万元),-22221,-8197,-2729,715,-103,1360,-1498,-20288,-7994,-3949,-2383,-32502,-21737,-11739,-7079,-47390,-11458,1723,1486,3871,20999,21658,14468,53240,53135,39665,20526,49495,42319,25341,4113,10198,7191,3077,1070,5085,2198,1528,512,4087,2316,1421,614,2881,1739,1915,490,835,1527,1166,253,760,1102,895,328,1715,2719,3074,5314,4434,3284,5603,1126,54,0,2002,0,4045,7070,4665,
投资收益(万元),240,240,84,131,--,--,--,--,--,--,--,-50,--,--,--,4,4,--,--,1,--,--,--,39,--,--,--,0,--,--,-11,4,10,-50,22,83,103,103,22,798,69,53,48,180,36,11,11,2,104,68,1,682,43,6,0,840,155,700,-242,456,22,2183,113,1246,341,553,396,896,166,84,
营业外收支净额(万元),1381,499,191,9860,9193,9114,8931,4392,637,952,118,37485,32172,562,166,9091,486,429,130,4178,1780,691,440,5198,58,-130,86,472,--,--,--,--,--,20,--,-308,0,--,21,-937,0,0,0,-31,76,0,0,-424,-503,-411,-8,-1097,-450,-461,0,-710,0,-192,0,-756,0,--,0,0,33,0,-15,--,0,--,
利润总额(万元),-20840,-7699,-2539,10575,9090,10474,7434,-15896,-7357,-2998,-2265,4983,10435,-11177,-6913,-38299,-10972,2152,1616,8049,22780,22350,14908,58438,53193,39536,20613,49968,42616,25182,4236,13192,8380,3096,1099,4861,2055,1600,556,3948,1938,1044,246,3047,1851,1751,392,413,1129,823,247,589,939,684,146,2155,2625,3659,5255,5039,3103,8059,1237,-6924,-3989,2356,3038,5915,7412,5342,
净利润(万元),-22220,-8613,-3097,8708,5863,7838,6389,-16696,-8122,-3270,-2608,1488,9453,-12108,-7698,-39172,-12996,408,844,5344,17629,17123,11311,47608,43485,31698,15739,35791,26453,13988,2949,4752,2944,1695,737,1963,1377,1072,372,1335,1298,700,165,813,1240,1173,263,868,2680,2204,167,1019,977,460,146,1011,2231,2885,3521,4338,2638,6817,1052,-6924,-3989,1995,2582,4711,6322,4401,
