报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,
基本每股收益(元),-0.11,0.19,-0.43,1.12,0.27,0.25,0.17,--,0.24,0.2,0.13,0.53,0.4,0.38,0.34,0.23,0.15,0.13,0.1,0.2,0.2,0.16,0.1,0.25,0.17,0.14,0.08,0.21,0.21,0.18,0.14,0.27,0.33,0.22,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.67,--,3.58,3.67,3.63,3.11,3.04,3.02,3.1,3,2.99,3.05,3,2.91,2.82,2.9,2.86,2.68,2.68,2.71,4.09,4,4.12,4.03,3.92,3.79,4.26,4.19,4.07,3.99,4,4.09,4.06,3.99,3.91,3.88,4,3.93,3.79,3.76,3.74,3.66,3.73,3.7,3.66,3.58,3.65,3.7,2.89,2.69,3,2.8,2.84,2.66,2.69,2.58,2.65,2.5,2.59,2.66,2.3,3.3,1.47,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.05,--,0.46,0.11,-0.1,0.39,0.2,--,-0.05,0.37,0.13,0.02,0.04,0.33,0.06,-0.1,-0.06,-0.09,-0.39,--,0.03,-0.12,-0.57,-0.15,0.2,1.25,--,--,--,-0,--,--,--,0.42,--,--,--,0.65,--,--,--,0.37,--,0.03,--,0.2,0.03,0.67,0.24,0.5,--,0.8,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),1026114,691863,327244,782523,240368,170481,90142,335336,224330,152476,76181,285013,197219,142077,76806,183772,129112,88139,50187,153969,109322,77650,44512,140906,98444,69549,39519,165061,116764,80898,45034,158789,114010,82048,46306,260511,208138,146906,77047,298906,229731,166223,89275,329898,236627,181434,97788,299202,206112,137924,76136,205481,144458,96845,51419,144869,70123,134740,66232,127506,63750,124101,59198,95164,45663,95654,56717,100174,47398,102890,47436,96206,62384,
主营业务利润(万元),344900,231376,106139,242456,54295,37610,19785,69953,47882,32881,17266,58061,41651,29095,15388,37109,27026,19265,10352,34049,24700,17949,9835,35955,24657,17423,9782,39450,28465,20071,10652,35689,25804,18387,10263,36451,25190,17618,9790,30959,22038,15926,8949,32323,23759,17831,9545,30545,21100,14824,8755,29630,20779,14902,8607,25894,13017,24378,12149,21446,11743,20101,9418,5837,1683,2521,2849,4641,2730,5932,3226,3917,3316,
营业利润(万元),6175,24069,-15987,52391,13361,12454,7999,17366,11463,9552,6265,22217,16484,15597,13090,10282,7570,6465,4705,10021,9855,7766,4784,11088,7852,6268,3863,11185,9356,7514,3762,10721,10979,7513,3895,14825,7669,3128,3555,7283,5956,5004,3038,7277,5780,4424,3046,8091,4606,3735,2667,11036,6551,4983,3345,7538,4249,9052,5088,8372,4767,7807,4192,6024,0,2706,0,4659,0,0,3235,3933,--,
投资收益(万元),43685,43126,--,1134,1116,463,276,406,186,0,0,9510,8680,8680,8680,3222,-624,-624,--,-154,750,--,--,948,601,601,--,2562,1708,1711,--,2376,2271,483,--,723,2421,2407,115,1487,363,78,84,638,-7,-19,1,1768,368,143,68,-1414,-715,-530,-328,90,282,-359,-632,-1363,33,183,8,1440,884,1065,139,955,521,322,214,260,20,
营业外收支净额(万元),-5339,163,93,-66,222,-28,60,169,-127,-104,7,41,-87,-75,15,-236,-326,-327,7,-501,-427,-213,-154,-45,131,13,1,-1178,397,551,321,-129,-62,-32,-76,-4673,1528,1731,-143,-2243,-136,-82,-33,-63,-11,-8,-23,195,281,314,-93,-295,-300,-125,-108,221,278,54,-180,-302,-253,-442,-192,-4,-72,-6,-199,-624,-351,-464,-145,-153,-780,
利润总额(万元),835,24232,-15894,52325,13582,12426,8059,17535,11336,9448,6272,22259,16397,15522,13106,10045,7244,6138,4713,9520,9429,7553,4630,11043,7982,6281,3863,10007,9753,8065,4084,10592,10916,7481,3819,10909,11654,7301,3562,6940,6241,5015,3103,7999,5806,4423,3024,10142,5330,4221,2643,9327,5536,4340,2921,7850,4809,8747,4275,6707,4546,7548,4008,7459,2512,3764,2800,5042,2908,5808,3304,4040,2542,
净利润(万元),-9277,13906,-15415,40039,9838,9101,6029,13524,8611,7184,4776,19053,14176,13564,12033,8339,5403,4556,3750,7251,7152,5744,3689,8868,6099,4840,3043,7412,7381,6519,3249,6144,7527,5086,2576,5794,9021,5056,2295,3084,3612,2809,2037,4027,3131,2499,1812,6822,3138,2447,1711,5777,3400,2611,1877,6224,3788,7183,3727,5717,3865,6439,3407,6396,2135,3278,2260,4312,2472,4938,2809,3439,170,
