报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,
基本每股收益(元),-0.01,0,-0,-0.1,0,0,0,0.02,0,0.01,0.01,10.95,-0.01,-0.01,0,0.06,-0.19,-0.11,-0.05,0.61,0.9,-0.19,-0.16,-3,-0.09,-0.07,-0.05,-21.86,-2.81,-1.7,-1.03,-1.38,0.24,0.27,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,0.74,--,-10.22,-13.63,-13.63,-13.83,-14.71,-14.63,-14.57,-14.52,-23.28,-24.37,-24.35,-24.18,-21.27,-21.26,-21.24,-21.18,-1.87,-0.75,-0.05,0.98,2.59,2.61,2.4,2.26,2.1,2.05,2.51,2.32,2.24,2.2,2.1,1.92,1.83,2.1,2.01,1.83,1.82,1.73,1.62,1.47,1.38,1.33,1.37,1.23,1.59,1.59,1.38,1.22,1.1,1.2,1.18,1.64,1.64,1.64,1.56,1.54,1.49,1.62,1.59,1.56,1.65,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.04,--,-0.01,-0,-0,-0.02,-0.01,-0.01,0,-0.08,-0.06,-0.07,-0.06,-0.1,-0.07,-0.06,-0.06,--,-0.11,-0.03,-0.01,1.06,-1.8,-3.42,-2.41,-0.25,0,--,0,0.06,0,0,0,1.1,0,0,0,0.52,0,0,0,2.23,0,1.53,--,-0.55,0,0.82,-0.56,-0.26,0.44,--,0.33,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),1316,1048,294,3102,2202,1567,711,5152,3754,2623,1057,4158,1380,922,476,1665,1266,902,446,1761,1373,826,541,1473,1105,710,408,2633,2215,1780,1199,511848,381736,271297,136105,604216,417370,306208,131030,510369,371367,263041,113228,363316,243200,151782,69941,248618,182123,106663,47206,213818,137989,81358,25158,79531,63277,52657,67867,10727,9627,2292,11920,7285,19873,10384,11716,6883,12596,3614,7137,1883,3596,
主营业务利润(万元),946,816,222,1604,2171,1548,703,2345,3685,2573,1036,2650,421,326,143,563,322,329,154,683,492,301,249,315,388,300,160,215,-1388,-1461,46,25794,19459,14053,7104,31050,21279,15365,6401,25199,17230,11525,6090,18137,11767,7587,3827,12821,13714,7069,3409,10428,4879,2651,685,6152,5612,4383,6726,2388,3397,520,1538,1311,1213,599,738,326,483,-23,43,-55,-197,
营业利润(万元),-110,135,-71,-2484,307,242,58,814,592,604,156,112875,-166,-76,-7,-1491,-963,-380,-32,4222,4262,1399,102,-1449,-461,-246,-89,-265621,-55537,-34253,-20972,-25150,1608,5501,2705,12859,9301,8156,3760,9032,5809,4892,2269,6597,4437,3454,2454,4728,5251,3261,1868,4176,1905,1084,730,797,1989,1989,2865,1219,421,-199,-2901,-1081,1359,0,780,0,494,0,0,-55,-197,
投资收益(万元),--,--,--,--,--,--,--,--,0,--,--,111468,0,--,--,--,42,--,--,83,3,3,--,425,135,135,99,742,695,296,--,2562,2556,1986,0,178,135,89,46,68,135,86,43,467,424,360,43,177,129,87,43,-97,133,88,43,23,-29,-72,-38,-33,137,251,-184,20,181,130,330,117,129,301,439,281,520,
营业外收支净额(万元),0,1,--,48,14,14,44,782,-3,-3,220,64682,5,5,--,2235,-1451,-982,-601,10932,7440,-5315,-3742,-36886,-403,-858,-424,-22826,--,15,--,--,--,--,52,-706,0,--,0,-272,0,0,0,-84,0,0,0,54,-122,36,10,-353,-63,-6,0,-18,0,0,-9,0,21,0,0,0,0,9,0,-21,0,-1,-9,0,0,
利润总额(万元),-109,136,-71,-2436,321,256,101,1596,588,600,375,177557,-161,-71,-7,744,-2413,-1362,-633,15154,11702,-3916,-3641,-38336,-864,-1104,-513,-288447,-55508,-34238,-20972,-25135,1642,5535,2756,12854,9038,7857,3805,9085,6600,5328,2313,6981,4808,3795,2499,4960,5257,3384,1922,3726,1975,1166,773,861,1953,1910,2847,1184,623,167,-2971,73,1668,774,1511,466,608,286,509,257,407,
净利润(万元),-113,9,-46,-1637,30,41,10,248,45,117,84,176216,-153,-60,-0,745,-2410,-1374,-649,7890,11647,-2394,-2113,-38649,-1107,-941,-652,-281356,-36171,-21829,-13289,-17739,3113,3415,1199,6074,3975,3432,1870,4928,3668,3272,1767,3908,3038,2165,1423,2980,2891,2092,1226,1983,1211,832,315,108,1326,1318,2333,1014,586,147,-3003,9,1451,646,1377,404,438,244,438,228,352,
净利润(扣除非经常性损益后)(万元),-114,9,-46,-1653,15,26,-5,-74,48,120,--,298,--,-65,--,-1490,--,-397,--,-607,--,969,--,-29632,--,-599,--,-280546,0,-23416,0,-20479,0,3102,--,6008,0,3683,0,5046,0,2761,0,3616,0,1897,0,2907,0,1974,0,2422,1141,750,--,44,0,1283,2305,1001,248,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-9697,-3423,-4063,1459,-7550,-6243,-1067,-2410,-1917,977,591,5240,-94,-42,-47,-226,-114,-172,11,-968,-744,-851,-809,-1292,-896,-743,-771,-483,-1407,-447,-100,13698,-23206,-44034,-31026,-3183,-22086,-20408,-326,638,2319,-8110,-2098,10864,8353,2715,11874,4325,12013,557,-1035,18442,0,12617,--,-4552,0,6786,-4620,-2105,3659,--,2749,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-6154,-4593,-2984,6166,-3285,-3147,-558,4168,6108,2668,1147,1484,-94,-42,-47,-78,-115,-172,11,-701,-551,-657,-709,787,1131,-68,5,-414,-529,-85,-143,-334,54,971,9567,-5340,-5167,-5687,-5319,2331,2916,-1304,-3339,3298,118,383,-168,-3918,-1363,-4372,-3321,3912,0,3373,--,-3280,0,78,3841,4461,-395,--,-878,--,--,--,--,--,--,--,--,--,--,
总资产(万元),41348,49892,44859,49407,58416,66505,72549,80399,86489,92916,76641,76576,60010,9992,9960,9983,10198,10306,10390,10422,10499,10423,10543,11458,12248,11746,12358,14041,579807,604813,635257,690996,328458,343957,464601,364440,302407,264138,198339,183676,159197,180400,136491,186945,190944,170822,145919,105932,108653,75938,70292,82111,58023,50382,53717,60344,55227,56553,41296,45345,29457,29653,34653,40056,38043,38004,35460,32780,29540,25688,21015,18052,17813,
流动资产(万元),12421,11027,12580,12364,7939,8197,7224,7712,9892,6195,4788,3353,9704,492,449,425,368,428,445,430,517,411,400,1149,1906,828,1388,532,565744,590519,620353,675898,311175,328897,449727,350179,287919,249584,183710,168866,144309,165580,121585,171953,177973,157863,122708,93731,96270,63263,--,--,--,--,39970,--,40845,0,0,0,0,10942,9818,12703,10033,8214,8388,8113,8873,7340,5901,5770,7183,
总负债(万元),17308,25652,20779,25255,31339,39464,46065,53982,60763,67155,51032,51233,211785,185492,185433,188060,199565,198649,197997,197388,307339,322872,322670,319909,283231,282955,283164,284279,612567,616230,632979,667659,274397,288876,412496,315263,256145,218805,156207,144689,121734,143906,102000,154591,160283,143291,123098,84389,87361,56155,51916,65314,42539,35433,37438,45829,37829,39181,28688,34398,20340,19691,23872,25465,24415,24343,22477,19929,17110,13554,9125,6372,7444,
流动负债(万元),2698,7411,9812,12923,1327,2079,4044,4327,1313,2000,4352,4764,169278,167183,167216,169829,182709,181803,181206,180682,288706,290070,290955,291796,260310,260278,260742,262149,612248,615925,632603,667271,274047,288533,412229,315108,255990,218650,156052,144534,121579,143751,101845,154436,160128,143136,122943,84234,87206,56000,--,--,--,--,37260,--,37638,0,0,0,0,19521,23702,21757,19775,16739,18642,7998,8753,4647,2205,1762,3634,
股东权益不含少数股东权益(万元),10707,10829,10773,10820,12487,12498,12018,12008,11805,11877,11844,11760,-164491,-175476,-175453,-178062,-189351,-188324,-187596,-186953,-299676,-313738,-313405,-311285,-273841,-273637,-273363,-272687,-24043,-9646,-704,12660,33293,33550,30909,29074,26976,26433,24871,23001,22205,21810,20799,19032,18163,17290,16547,15125,15036,14237,13371,12145,11373,10994,11309,10162,13112,13104,11423,10104,9090,9864,9717,13533,13524,13557,12880,12732,12328,12134,11890,11680,10369,
