报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.31,0.2,0.07,0.29,0.18,0.12,0.05,0.19,0.14,0.11,0.04,0.15,0.15,0.11,0.06,0.44,0.46,0.23,0.23,1.22,0.84,1.47,0.97,0.85,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.96,3.94,7.9,7.86,7.87,7.65,12.29,4.52,4.14,--,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,1.58,0.58,-0.15,-6.36,-4.39,-2.66,-2.65,-3.24,0.33,3.84,0.36,-5.46,
主营业务收入(万元),853647,544637,226641,943572,717438,443411,211313,1010931,798184,544619,269740,1120886,850589,570718,249334,848086,646026,375662,137094,555190,420627,408634,427751,431949,
主营业务利润(万元),48733,25772,10103,53258,37745,22674,11902,36618,26036,19190,10649,42824,33498,23229,8167,48051,37246,21759,9814,39599,28692,27608,34545,22173,
营业利润(万元),17431,10453,1687,15319,11481,7911,3275,5631,3141,4044,1745,2196,5515,5138,1583,10050,11886,6067,3618,13494,10106,9225,8914,5170,
投资收益(万元),16037,12318,2915,16223,8618,5253,2274,14804,10301,4398,1950,4819,2154,943,1161,-241,164,437,301,1806,1299,1872,3033,1284,
营业外收支净额(万元),3543,3044,2432,2403,1145,706,421,6934,5904,3189,561,7374,4461,1975,131,3604,2397,775,365,5595,2850,6278,1631,3666,
利润总额(万元),20974,13498,4119,17722,12627,8617,3695,12564,9045,7232,2307,9570,9976,7112,1714,13654,14284,6843,3983,19090,12956,15503,10546,8836,
净利润(万元),14829,9686,3368,14032,8700,5634,2506,9028,6704,5137,1822,6988,7291,5228,1379,9824,10501,5104,2869,13704,9427,11776,5801,5093,
净利润(扣除非经常性损益后)(万元),4736,969,835,6225,2498,1554,705,-3674,1047,1091,258,934,--,3690,--,8828,--,4808,--,12560,8857,9949,3942,4381,
经营活动产生的现金流量净额(万元),77842,64619,-8705,5884,5916,-12644,-53465,68620,37223,-28914,-51364,104181,75373,27752,-3548,-152016,-104993,-63618,-39616,-36332,3704,42994,2870,-32750,
现金及现金等价物净增加额(万元),12485,29536,9269,-19112,-26454,-25325,-25911,-12350,-36513,-27830,-12318,-3444,-16036,-4612,13522,28228,52453,61580,115946,11650,18792,-2061,6662,5560,
总资产(万元),541768,628148,637875,597327,638124,551671,560026,544303,565148,634500,692813,597151,566093,555317,628290,525616,478980,426614,443123,299806,292219,257170,243987,199087,
流动资产(万元),365229,453457,454739,427429,427675,347612,391412,377073,426862,511702,566995,470744,497714,494140,575960,475413,430857,380785,397374,254996,249424,217906,223161,174581,
总负债(万元),311483,397832,414478,379373,424594,336221,348972,336429,360413,426266,487878,394162,365072,356211,433733,332288,284510,240928,255911,245803,243003,214990,223203,180299,
流动负债(万元),303976,390307,407103,371980,417169,334980,347716,335159,359476,425561,487294,393586,364683,355840,433389,331941,284510,240928,255911,245803,243003,214990,223203,178176,
股东权益不含少数股东权益(万元),212952,212108,205888,202499,196887,198563,195457,192910,190575,193998,190719,188880,189675,188330,188930,187907,188269,182907,183674,50609,46345,39188,18747,12550,
净资产收益率加权(%),7.1,4.67,1.65,7.09,4.43,2.88,1.29,4.72,3.51,2.68,0.96,3.67,3.8,2.74,0.73,6.05,6.74,3.66,3.01,30.76,22.23,47.8,45.14,49.48,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
