报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.14,0.07,0.05,0.18,0.06,0.02,0,0.16,0.05,0.04,0.14,0.63,0.37,0.29,0.24,0.71,0.25,0.47,0.45,0.33,
每股净资产(元),2.45,2.4,3.69,3.64,3.52,3.49,3.48,3.47,3.36,6.77,6.83,6.68,6.48,6.39,6.32,3.39,2.93,2.87,2.41,1.43,
每股经营活动产生的现金流量净额(元),-0.57,-0.36,-0.79,0.18,-0.66,-0.35,-0.44,0.25,-0.7,-1.07,-0.64,0.36,-0.58,-0.34,-0.2,0.96,0.45,0.59,0.33,0.12,
主营业务收入(万元),57052,33018,14967,52490,38287,20057,10362,39537,23680,15774,9127,34520,26448,19175,10162,27877,11992,20734,13523,8207,
主营业务利润(万元),23771,14136,6106,21422,14481,8435,3804,14398,8947,6047,3386,14908,10701,7541,4191,12126,5443,9149,6057,3978,
营业利润(万元),5009,2560,757,3218,866,41,-15,1145,-305,-9,478,5094,3048,2280,1932,4687,2080,3541,1917,1532,
投资收益(万元),5,-13,-16,0,-39,-27,-19,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),2482,1220,603,901,466,350,130,2477,1314,976,1100,1685,849,627,109,1348,385,448,1230,544,
利润总额(万元),7491,3781,1360,4119,1332,391,114,3622,1008,968,1578,6779,3897,2907,2041,6035,2465,3990,3147,2077,
净利润(万元),6506,3079,1030,3530,1148,302,86,3196,926,827,1410,5809,3349,2466,1735,5232,1857,3441,2843,1842,
净利润(扣除非经常性损益后)(万元),--,2198,--,3245,--,175,--,1274,--,15,--,4885,--,2125,--,4800,1707,3243,2590,1642,
经营活动产生的现金流量净额(万元),-27792,-17492,-15472,3554,-12944,-6898,-8599,4994,-13663,-10477,-6320,3547,-5651,-3289,-1989,7055,3302,4340,2445,738,
现金及现金等价物净增加额(万元),-5429,-2427,-15032,-6363,-22981,-15376,-14227,-4371,-21607,-17760,-11932,27247,17124,15435,33416,6804,3397,1351,6140,2004,
总资产(万元),216492,206400,134316,131465,114508,113481,110561,108870,99151,95691,96160,94280,93023,73595,81346,39940,32291,26687,22178,11815,
流动资产(万元),127228,118140,75248,78468,68592,67034,63867,66237,58189,57337,61322,63733,71949,57259,70378,29051,24548,18548,18034,7721,
总负债(万元),96098,89019,61391,59579,45213,44687,42005,40383,33080,29294,29151,28602,29515,10970,19452,15056,10782,5566,4498,2952,
流动负债(万元),72246,64568,57330,55355,35481,34329,32539,30759,23691,20284,21031,19069,20145,9600,17890,13818,9272,5036,3149,2552,
股东权益不含少数股东权益(万元),118802,116588,72353,71323,68941,68389,68161,68087,65827,66305,66888,65478,63509,62625,61894,24883,21508,21121,17681,8863,
净资产收益率加权(%),6.97,3.85,1.43,5.06,1.67,0.44,0.13,4.78,1.41,1.26,2.13,10.73,6.69,5.64,6.74,23.11,8.71,17.74,23.7,29.36,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
