报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.03,0.01,-0.01,0.01,-0.06,-0.03,0,0.05,0.03,0.02,0.01,0.15,0.16,0.13,0,0.18,0.21,0.16,0.06,0.37,0.06,0.27,0.31,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.08,4.04,4.02,4.01,4.03,2.79,2.7,2.63,0,2.29,2.03,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.14,-0.17,-0.08,-0.12,-0.23,-0.14,0.01,0.44,-0.05,0.34,0.04,
主营业务收入(万元),284473,161527,61518,206029,134022,84895,31104,140517,99664,64056,30325,108364,79548,51120,21901,89597,64946,42320,17854,76924,13688,50877,55228,
主营业务利润(万元),21462,12453,5149,22605,15953,10506,5042,20516,15194,10245,4647,16879,12445,7516,3281,19554,16180,10626,4227,19988,3316,13024,13375,
营业利润(万元),2943,613,-320,-1391,-1348,-970,-19,693,1614,1320,745,2255,2591,942,381,7589,8171,5937,2275,12001,1901,7303,6780,
投资收益(万元),1148,840,121,2104,610,305,100,823,580,359,103,964,800,445,145,640,482,398,142,1675,326,714,995,
营业外收支净额(万元),-39,54,37,1502,-582,-18,-26,1539,-120,-133,25,4670,4509,4503,20,282,293,247,199,235,28,152,141,
利润总额(万元),2905,668,-282,111,-1930,-988,-45,2232,1495,1187,771,6925,7100,5445,401,7870,8465,6184,2474,12237,1928,7455,6921,
净利润(万元),1765,406,-432,356,-1813,-888,42,1721,1045,710,442,4925,5194,4141,92,4967,5294,3853,1494,8133,1229,5168,5214,
净利润(扣除非经常性损益后)(万元),1301,-18,-469,-2480,-1394,-870,64,342,1150,809,441,1005,--,312,--,4724,--,3637,1327,0,1207,0,0,
经营活动产生的现金流量净额(万元),35684,5132,3708,-874,-4353,-930,-406,-9425,-12252,-8124,-1305,-4374,-4450,-5402,-2551,-3906,-7351,-3399,292,10584,-867,6465,838,
现金及现金等价物净增加额(万元),-267,-10681,6390,-5130,-4559,3996,-5388,15181,784,-838,-26,-25421,-21550,-11909,-6130,30409,35935,-4472,-3732,1210,-3362,-560,12419,
总资产(万元),571893,316602,269114,275201,230441,238580,222720,219544,206871,197303,179193,174263,174903,178850,172896,167799,169625,113960,101211,99764,0,76788,73327,
流动资产(万元),332349,206587,157099,161250,126034,130235,116801,122972,109815,104492,92704,87640,90039,103847,102202,100566,107514,58726,51650,52104,--,41416,47227,
总负债(万元),288610,180325,129975,134927,97362,104760,85110,81763,69357,60626,39954,35670,37530,38258,33403,29141,30500,38264,28952,29376,--,27863,31131,
流动负债(万元),286211,178546,128201,132790,96107,103354,83396,79960,67862,59613,38966,34671,36791,38054,33189,28916,30374,38157,25852,26276,--,24669,29961,
股东权益不含少数股东权益(万元),268075,121814,124150,124844,122675,123523,127625,127580,126955,126621,129531,129088,129548,128518,127647,127555,127991,66589,64230,62736,0,43673,38631,
净资产收益率加权(%),1.3,0.33,-0.53,0.28,-1.44,-0.7,0.03,1.34,0.81,0.55,0.34,3.83,4.03,3.21,0.07,5.51,6.73,5.96,0,15.05,0,12.54,17.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
