报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.12,0.08,0.03,0.1,0.08,0.06,0.03,0.16,0.14,0.1,0.04,0.2,0.18,0.12,0.11,0.47,0.36,0.22,0.18,0.53,0.43,0.27,0.12,0.46,0.35,0.44,0.49,
每股净资产(元),2.84,2.8,2.43,2.4,2.38,2.36,2.34,2.32,2.3,2.26,2.26,2.22,2.19,2.12,4.21,4.08,4.02,3.87,7.47,7.49,7.35,7.19,7.06,2.74,--,2.28,1.8,
每股经营活动产生的现金流量净额(元),0.16,0.13,0.06,0.2,0.13,-0.04,0.01,0.03,0.02,-0.01,-0.04,0.16,0.13,0.18,0.18,0.43,0.34,0.21,0.11,0.51,0.4,0.28,0.21,0.5,--,0.26,1.06,
主营业务收入(万元),60123,40216,15682,63760,45048,27677,12552,52442,39160,26706,11892,55054,41289,27458,11561,46451,34056,20136,8372,25558,18586,11778,5735,18355,12926,15476,9369,
主营业务利润(万元),20730,14235,6180,21383,14962,10053,4691,19313,14539,9938,4505,22258,18101,11425,4894,21002,15606,9230,3813,11485,8323,5263,2520,8069,5892,6834,3691,
营业利润(万元),9828,6896,2952,6607,5483,3623,1612,8537,7948,5992,2055,13726,12340,7961,3359,16510,12752,7736,3174,8586,6741,4145,2083,5885,4536,4904,2841,
投资收益(万元),-92,-61,-9,331,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业外收支净额(万元),274,127,56,720,518,222,161,1698,1622,1286,1258,1089,965,629,610,132,76,56,10,363,350,146,4,248,112,--,--,
利润总额(万元),10101,7023,3008,7326,6001,3844,1774,10235,9570,7278,3313,14815,13305,8590,3969,16642,12828,7792,3184,8949,7091,4292,2086,6134,4648,4932,2846,
净利润(万元),7583,5105,2091,6132,4968,3423,1596,9426,8345,6241,2701,12248,10928,7195,3354,14163,10910,6627,2709,7598,6037,3648,1773,5246,3951,4129,2465,
净利润(扣除非经常性损益后)(万元),--,4993,--,5299,--,3232,--,8062,--,5242,--,11450,--,6718,--,14036,--,6578,--,7298,--,3523,0,5035,--,4342,2364,
经营活动产生的现金流量净额(万元),10844,8622,3347,12239,8085,-2670,690,1924,981,-319,-2355,9514,7795,10702,5421,13099,10421,6399,1628,7753,6144,4266,3243,5656,2902,2997,5306,
现金及现金等价物净增加额(万元),9118,39251,188,-1163,-2754,-4743,-3506,-4623,-5432,-5667,-2452,-13426,-5809,486,-7322,-18224,-9777,-10013,-4953,53788,60294,65348,77994,-4878,-4945,9454,-206,
总资产(万元),336554,348399,305130,282941,280028,281651,261856,250949,230844,229360,222051,209600,204357,184987,167419,159148,143864,127894,123993,121947,122676,117016,119397,41440,--,37416,16777,
流动资产(万元),130809,149464,121009,112667,107707,116160,95208,89193,76560,78210,79147,72960,78666,69501,60134,65032,67319,65054,69759,72577,80033,79623,87870,10532,--,14391,2810,
总负债(万元),134368,148908,148050,128471,126503,129777,110843,101576,81835,82360,75036,65626,64901,49972,33703,29210,21602,10352,10515,8138,10937,7753,12010,10239,--,11462,7761,
流动负债(万元),129339,125655,121914,115117,115346,118401,96583,87098,64465,61969,54519,46734,45888,42945,32666,28164,20994,9959,10118,7738,10537,7697,4954,3183,--,4406,7761,
股东权益不含少数股东权益(万元),192509,190031,148015,145924,144759,143214,142360,140764,139683,137579,137654,134675,133277,129107,127868,124076,122262,117542,113478,113809,111739,109263,107387,31201,--,25955,9016,
净资产收益率加权(%),4.66,3.44,1.42,4.28,3.48,2.41,1.13,6.86,6.08,4.55,1.98,9.5,8.51,5.66,2.66,11.89,9.3,5.73,2.35,8.33,--,5.19,0,18.36,--,25.72,31.67,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
