报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
基本每股收益(元),0.46,0.29,0.11,0.69,0.56,0.33,0.12,--,0.43,0.25,0.09,0.49,0.39,0.21,0.08,0.66,0.48,0.34,0.15,0.76,0.54,0.29,0.14,0.47,0.33,0.12,0.02,0.4,0.32,0.18,0.07,0.43,0.36,0.22,--,0.42,0.28,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.45,3.27,3.54,3.46,3.28,3.15,3.81,3.66,3.45,3.2,3.73,3.59,3.45,3.25,3.55,3.53,3.44,3.3,3.48,3.41,3.33,1.41,1.54,--,--,1.31,2.17,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.58,0.44,0.09,0.45,0.4,0.34,0.14,0.55,0.42,0.31,0.15,0.57,0.42,0.14,0,0.41,0.43,0.34,0.15,0.27,0.2,0.17,0.43,--,0.2,0.01,-0.1,
主营业务收入(万元),66512,41911,16985,98974,76824,47288,18313,84952,62132,38863,14423,70009,52810,33762,15003,86044,68689,44525,17055,69789,50349,28491,11430,41316,29813,16580,6507,43352,33180,20817,8861,37934,27850,16908,27341,20748,13085,22373,20428,
主营业务利润(万元),23286,14277,5761,34253,26167,15969,6056,30316,21836,12902,4601,22484,16648,9859,3957,26270,20864,14070,5383,23134,16920,9390,3868,13732,9497,4300,1247,10629,8244,4979,1940,8865,6386,3762,7887,6230,4032,5989,3550,
营业利润(万元),14093,8500,3196,20876,16886,9872,3443,17013,12915,6994,2416,12584,9591,4950,1893,16386,13478,9422,3364,15029,11259,6009,2512,8355,5810,2137,285,6778,5939,3414,1329,5921,4557,2614,4675,3789,2469,3173,1743,
投资收益(万元),1231,747,435,1195,883,550,259,691,451,278,136,882,706,506,265,939,589,362,156,356,246,137,56,70,31,13,7,17,--,--,--,--,0,0,0,--,--,0,0,
营业外收支净额(万元),393,221,45,273,219,-128,-1,440,400,240,14,-44,261,193,137,367,330,315,188,824,110,78,35,251,186,162,85,302,--,--,--,--,--,--,0,7,32,0,0,
利润总额(万元),14486,8721,3241,21148,17106,9745,3442,17453,13315,7234,2430,12540,9852,5143,2030,16753,13808,9737,3551,15853,11369,6087,2547,8606,5996,2299,371,7080,6179,3585,1446,6106,4745,2753,4812,3795,2501,3266,1826,
净利润(万元),12690,7730,2813,18335,14869,8581,2915,14921,11240,6078,2039,10666,8446,4487,1678,14401,10465,7482,2678,13734,9781,5296,2180,7477,5253,1955,315,6058,4776,2688,1084,5372,4196,2443,4186,3351,2213,2781,1577,
净利润(扣除非经常性损益后)(万元),11295,6926,2471,16954,13838,8140,2662,--,--,5874,2027,10703,--,4323,--,14089,--,7245,--,13033,--,5229,--,7263,--,1817,0,5801,0,2560,0,5210,4030,2320,4062,--,2185,2701,1504,
经营活动产生的现金流量净额(万元),10133,7085,745,21090,13339,8228,2921,21169,14834,9507,4853,15752,12648,9537,2066,9804,8719,7323,2510,10013,7544,5557,2385,9037,6606,2289,22,6126,6460,5100,2319,4029,2977,1861,4105,3167,1573,72,-316,
现金及现金等价物净增加额(万元),77307,87135,537,-3626,-10753,-5366,-2673,8385,4744,2766,4203,284,825,759,219,-13105,-13993,-14635,-1294,-11031,-10230,-6895,-5247,32,-1183,-2600,-2572,-4387,-1066,-1275,910,31882,31921,-9,1574,1328,679,812,-578,
总资产(万元),226804,216307,128298,126403,124195,116274,116682,114653,111160,105034,101698,99911,99301,96643,100738,98601,101431,100941,94143,87952,86151,82669,77577,72742,70926,61652,61720,61500,65132,63536,63901,64326,63795,29289,23587,--,--,18835,15733,
流动资产(万元),182917,173811,87544,89220,91050,82296,82819,79996,78571,71546,67526,65149,65161,62368,68727,65556,49655,49251,56674,52556,56499,54933,51474,52767,52666,48812,48944,51619,56559,55285,55739,57439,56748,22186,18669,--,--,14708,11221,
总负债(万元),45793,40343,28789,29705,30956,29312,26990,27882,28052,27081,22313,22562,24154,24779,22955,22496,29244,31719,24233,20697,22824,23805,17852,15166,15551,10369,8314,8409,13322,13814,11569,13078,13724,13381,8822,--,--,8383,9066,
流动负债(万元),43011,38430,28541,29421,30247,28782,25886,26685,26882,25679,19515,20681,22493,23130,20893,20946,27888,30863,24220,20686,22805,23787,17833,15146,15526,10297,8261,8342,13322,13814,11569,12588,13234,12891,8331,--,--,8383,9066,
股东权益不含少数股东权益(万元),181011,175965,99509,96698,93239,86962,89692,86772,83109,77953,79384,77349,75147,71303,77211,75534,71602,68618,69267,66589,62636,58151,58985,56806,54582,51283,53406,53091,51810,49722,52332,51248,50071,15907,14764,--,--,10452,6667,
净资产收益率加权(%),9.49,6.98,2.87,20.29,16.61,9.72,3.3,--,--,7.74,2.6,14.21,11.27,5.99,2.2,20.53,15.21,10.92,3.94,22.5,16.44,9.11,3.73,13.76,--,3.7,0,11.77,0,5.18,0,19.54,0,--,33.36,--,--,32.5,25.05,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
