报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
基本每股收益(元),0.02,0.01,-0.02,0.13,0.1,0.05,0.01,0.21,0.13,0.08,0.09,0.7,0.62,0.41,0.25,0.99,0.88,0.51,0.2,0.4,0.3,0.12,0.03,0.18,0.15,0.07,-0.01,0.13,0.25,0.15,0.01,0.43,0.33,0.24,--,0.28,0.27,0.57,0.68,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.73,3.52,4.74,4.49,4.38,4.01,3.85,3.65,3.55,3.37,3.38,3.35,3.33,3.24,3.26,3.28,3.46,3.29,4.56,4.54,4.5,1.99,1.87,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.43,0.18,0.35,0.51,0.81,0.52,0.35,1,0.5,0.2,-0.06,0.25,0.09,-0.2,-0.12,0.14,-0.01,-0.17,-0.08,-0.13,-0.02,-0.2,0.67,--,0.25,-0.03,0.6,
主营业务收入(万元),427965,292679,151722,568062,397246,255877,118038,512062,385690,271980,145847,472909,356044,212251,113117,408142,307210,196041,84635,287950,195610,109544,44899,169241,113047,66148,28462,135619,105548,67992,24653,142074,97812,62194,127235,87352,55624,76222,55266,
主营业务利润(万元),53627,35284,14263,84235,61698,39903,13044,91932,64668,37012,20790,127243,87606,57077,28607,129684,99308,59539,25187,93145,64034,31399,9603,49672,33772,19990,4547,36377,34013,19754,5322,37518,25356,16726,41082,27344,16349,22045,16305,
营业利润(万元),324,-204,-2421,13284,11380,5338,1063,22812,15150,9781,8329,63689,56411,35458,17503,70486,66158,36986,15160,32902,26894,11484,1846,15327,11383,5171,-782,7747,17394,10451,983,18036,12279,8175,21726,15428,9752,10227,7603,
投资收益(万元),-208,-218,-125,-391,191,-351,-272,686,303,272,193,3358,3244,3343,-338,-417,-12,-56,-46,-188,-306,-115,12,-2241,-35,-172,--,-42,39,--,28,142,266,182,135,37,30,94,124,
营业外收支净额(万元),369,393,53,976,322,315,26,437,145,3,-25,-744,14,117,86,-2875,191,449,4,-4137,-3184,-2929,20,-343,-260,-308,-50,281,--,--,--,--,--,-161,-945,-610,-354,-84,-110,
利润总额(万元),692,189,-2367,14260,11701,5653,1089,23249,15296,9784,8305,62945,56426,35575,17589,67610,66350,37436,15164,28765,23709,8555,1866,14984,11123,4863,-832,8027,17244,10250,876,18267,12377,8013,20781,14818,9398,10143,7492,
净利润(万元),2188,1642,-2153,13178,10303,5385,1095,20481,13168,7862,7054,53686,47388,31357,13460,54052,48408,27762,10992,21798,16604,6606,1632,10064,8433,3648,-805,7016,13626,8028,564,14087,10055,6948,9698,6655,6244,5620,5109,
