报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,
基本每股收益(元),0.01,0.01,-0.01,0.02,-0.03,-0.01,-0.01,0.02,-0.02,-0.02,-0.02,-0.09,0.07,0.05,0.02,0.16,0.1,0.09,0.04,0.18,0.14,0.09,0.05,0.15,0.12,0.06,0.03,0.23,0.21,0.17,0.3,0.19,0.11,0.14,0.1,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.46,4.44,4.51,4.49,4.46,3.03,3.08,3.04,2.99,2.95,1.92,1.97,1.96,1.9,2.16,3.21,3.21,2.51,2.41,0,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0.08,-0.02,0.02,-0.01,-0,0.04,0.03,0.01,0.33,0.21,0.14,0.01,-0.11,-0.83,0.1,0.02,0.03,-0.32,-0.34,0.27,0,0.09,-0.74,0.53,
主营业务收入(万元),69131,44349,18463,91787,67355,39135,15132,74410,51877,31731,13081,80870,65131,42718,24363,122985,97154,61718,30803,140716,101774,66225,28326,107633,78182,50119,21010,116789,91224,60446,142016,101629,67412,124377,76177,
主营业务利润(万元),9313,5933,1903,-734,2139,3026,1061,-955,-661,-622,-86,-2766,4848,4324,2176,12636,13777,9673,5418,22257,15854,9047,4542,15912,12382,7041,3114,12271,11828,7981,15205,10711,5804,11813,4030,
营业利润(万元),-107,203,-877,-12945,-4046,-1363,-644,-8405,-3668,-3149,-974,-11056,1868,2385,1559,2224,8413,5792,2867,12466,8694,4757,2542,5682,5440,2146,1223,3200,5240,3603,7853,4520,2452,1773,2274,
投资收益(万元),-816,0,--,960,145,145,145,1596,1509,643,322,998,--,--,--,288,--,--,--,--,--,--,--,-16,-1,-1,--,--,74,0,--,0,0,--,--,
营业外收支净额(万元),253,55,43,13570,1656,290,-112,9402,2118,1733,35,3618,1351,1347,1,8859,401,271,179,76,106,38,34,1468,640,498,308,2235,--,38,0,--,44,1350,584,
利润总额(万元),146,258,-835,625,-2390,-1073,-755,998,-1550,-1416,-939,-7438,3219,3732,1561,11083,8814,6063,3045,12542,8800,4795,2576,7150,6080,2644,1531,5435,5375,3663,8052,4646,2497,3123,2858,
净利润(万元),445,472,-937,1158,-1971,-918,-687,1492,-1459,-1310,-936,-5554,4246,3176,1004,7923,5852,4078,2001,7744,5779,3398,1851,5346,4357,2297,1218,4718,4096,2808,5444,3522,1882,2490,1743,
净利润(扣除非经常性损益后)(万元),199,424,-979,-10447,-3600,-1192,-590,-7608,-3546,-3014,-962,-8783,--,2017,--,1186,--,3780,--,7546,--,3365,--,4420,--,2129,0,2641,0,2768,5487,0,1882,1583,74,
经营活动产生的现金流量净额(万元),21050,17315,6051,4664,1565,-4442,-7073,3559,-8319,-3912,-5835,4758,-926,1033,-487,-97,2511,1439,582,15311,9672,6379,309,-4092,-30358,3844,744,763,-7781,-6165,4978,3572,1623,-13420,9621,
现金及现金等价物净增加额(万元),41580,30174,8971,-12740,-18206,8621,-7211,-22776,-29252,21104,-13106,-28695,-58204,-49459,-12937,29819,83824,-24315,-29161,41274,37556,47571,834,-5184,-19065,-4676,3245,-158,-6988,-11752,-10113,-11825,-3707,-23861,17270,
总资产(万元),426943,433518,358916,349467,340887,366135,349545,354456,335043,368782,326132,331282,330288,322902,341672,335732,382785,261521,259812,263178,257108,262551,213873,213961,205309,211516,210080,173032,178632,163113,172117,0,0,212877,196443,
流动资产(万元),138004,125819,101757,92040,95640,120861,102115,110461,103550,166194,126890,130869,153427,149651,170655,171797,203137,94966,95666,108663,108645,111797,60419,58206,46604,50887,46833,41123,44569,39282,45295,--,--,82413,67075,
总负债(万元),115761,122190,100084,89783,82835,106742,89805,82488,65304,98794,52359,53844,35744,27879,42455,37883,85805,92992,89098,93637,89874,98566,116895,115542,109392,110607,113522,78799,81284,108756,119293,--,--,162093,145584,
流动负债(万元),107219,113637,91519,81181,74387,98554,81617,74400,57774,92088,45653,47138,28980,21115,35691,31119,60562,76278,78404,82943,74874,83566,101895,100542,89392,90527,86442,58389,51909,82381,91918,--,--,137848,129584,
股东权益不含少数股东权益(万元),303407,303434,250621,251558,248404,249457,248175,248862,245911,246060,249603,253200,269168,268098,271961,270957,268886,140986,143567,141565,139163,137219,70642,72467,71989,69928,79541,78733,78755,45511,43648,0,0,41826,42679,
净资产收益率加权(%),0.16,0.18,-0.36,0.46,-0.8,-0.37,-0.28,0.6,-0.59,-0.52,-0.37,-2.1,1.57,1.17,0.37,4.55,4.12,2.87,1.4,6.94,6.11,4.7,2.59,6.85,--,2.53,0,9.69,0,0,12.74,0,0,5.89,4.17,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
