报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.17,0.12,0.07,0.34,0.21,0.13,0.05,0.41,0.24,0.15,0.07,0.39,0.27,0.21,0.09,0.27,0.19,0.16,0.07,0.28,0.26,0.19,0.15,0.6,0.42,0.27,0.17,0.72,0.59,0.36,0.13,1.15,0.67,0.3,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),4.6,--,3.75,--,3.54,--,3.57,--,3.14,--,3.24,--,3.05,2.99,3.06,2.98,2.89,2.86,3.02,2.96,2.94,2.87,4.4,4.24,4.06,3.91,4.87,4.69,4.57,4.34,5.18,5.78,4.81,4.45,5.37,5.08,4.88,4.77,7.02,6.89,7.64,7.48,11.45,11.26,11.05,10.88,10.6,5.71,4.36,3.56,
每股经营活动产生的现金流量净额(元),0.39,--,0.14,--,0.35,--,-0.08,--,0.36,--,0.07,--,0.22,0.58,-0.04,0.07,0.01,0.1,0.1,0.13,0.07,-0.02,0.06,0.34,0.29,0.31,0.16,0.21,0.17,0.16,0.14,0.52,0.58,0.28,0.26,0.95,0,0,0,0.91,0,0,0,0.33,0,0,0,1.34,0.16,0,
主营业务收入(万元),167924,110760,44762,219424,153232,102578,41235,197286,131165,85989,35661,158342,104251,68871,29266,125653,86910,57428,24262,97944,69152,48330,27748,90427,67688,45959,24382,80143,54804,41243,22132,67978,50789,32429,13742,60269,42512,29356,13419,66583,47436,31672,14430,60493,45184,28446,12734,68680,58203,56021,
主营业务利润(万元),73329,47686,17471,103026,68542,43785,16061,94242,61561,39917,15831,77769,51736,33986,13779,63643,44413,29971,13687,53958,39978,28600,14973,53102,39790,26845,14174,44493,33387,23230,12568,35019,27534,17658,--,28720,20079,12790,5550,23758,17086,11141,4831,19218,14232,9860,3979,20673,17307,14018,
营业利润(万元),5315,3577,1969,13041,7470,4398,1741,14999,8334,5382,2219,15089,9709,7520,3079,10808,7090,5975,2486,10153,9615,7128,3953,15524,10942,6901,3685,14305,11805,6701,2152,19889,12192,5610,1887,5764,4841,3158,1106,6683,5043,3134,1234,5225,4219,2976,1382,7093,6024,5166,
投资收益(万元),485,408,97,534,404,355,13,510,493,490,204,1116,1461,1223,234,27,583,371,41,2607,2353,1824,473,1545,1320,729,222,7963,7124,7061,1266,10841,8105,4365,1853,2624,687,654,343,744,443,425,238,301,95,90,0,54,-1,25,
营业外收支净额(万元),710,361,94,1000,600,386,112,286,299,248,112,40,6,13,-12,157,66,12,13,800,55,44,60,82,-51,59,14,--,--,--,--,--,--,--,--,44,0,0,0,6,0,0,0,110,0,0,0,-134,0,0,
利润总额(万元),6026,3937,2063,14042,8070,4784,1854,15285,8633,5630,2331,15129,9715,7533,3067,10965,7156,5987,2499,10954,9669,7173,4013,15606,10891,6960,3699,14183,11632,6624,2152,19787,12130,5552,1895,8432,5526,3805,1451,7433,5595,3667,1497,5636,4389,3029,1382,7012,5929,4974,
净利润(万元),5194,3612,1983,10509,6374,3949,1660,12377,7340,4667,2041,12016,8184,6324,2594,8282,5681,4748,2048,8638,8019,5936,3341,13091,9083,5894,3137,12989,10709,6564,2033,17362,10189,4502,1582,7178,4621,3204,1219,5986,3906,2583,1068,4539,3422,2482,935,5007,3975,3449,
净利润(扣除非经常性损益后)(万元),4239,2949,1580,8890,5544,3462,1643,11948,6963,4566,--,11163,--,5874,--,9237,--,4787,--,6131,--,4794,--,12042,--,5652,0,9069,0,6641,0,17461,0,4438,--,4902,0,2640,0,5224,0,2187,0,4200,0,2491,0,0,0,0,
经营活动产生的现金流量净额(万元),13534,12580,4192,18334,10673,10934,-2518,13763,10871,8918,2016,19782,6574,17630,-1305,2258,301,2950,3190,3913,1990,-582,1335,7354,6302,6764,2974,3720,2995,2826,2075,7926,8836,4251,3302,12012,8266,6782,1969,7650,4416,2740,430,1845,-836,-554,-351,5096,607,0,
现金及现金等价物净增加额(万元),23056,5970,4294,1877,-2958,4322,-1114,2431,-4846,-2116,41,2929,-1760,806,-1045,-15544,-13890,-14283,-306,9626,7369,-430,13901,-32888,-19494,-14222,-17623,10987,-8979,14194,-1502,-343,-13617,-22369,-7055,-356,-1814,-3947,-32788,2685,-30078,-1922,-1797,30618,3706,32735,34639,-155,-2034,0,
总资产(万元),269545,218901,222847,222893,205574,198916,199195,188831,176579,175482,176996,164521,147619,141751,131540,128165,130350,121526,122437,112846,114144,111764,118808,126577,129544,124829,125452,105941,110495,107314,115628,108526,107181,96903,92589,82873,80060,76854,74424,79823,80116,78392,80269,79253,78058,79661,79469,42129,35987,33278,
流动资产(万元),188139,138725,143179,144355,133491,126237,126004,117642,106067,105138,106938,105584,105788,100107,89282,86306,93113,84781,85733,75654,78856,74685,81364,76627,99833,95820,96890,78860,86387,84337,82367,71193,79351,69216,73002,62968,62913,59473,56925,62011,63119,61137,62440,61483,61156,62800,62326,25853,21310,24914,
总负债(万元),83854,83857,82696,84320,72248,68035,65194,68392,64502,65817,62839,58118,46302,42173,29594,28810,34407,30024,26363,18865,21637,21395,20288,31448,38621,37246,34701,18366,25470,26543,35220,18930,32635,27706,22963,16913,16863,15119,13831,20338,14431,14168,14756,14838,14710,17101,18377,18823,17431,18284,
