报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.06,0.05,0.01,0.14,0.08,0.06,0.01,0.13,0.07,0.06,0.01,0.1,0.1,0.08,0,0.25,0.17,0.12,0.04,0.33,0.28,0.18,0.05,0.09,0.03,0,-0.02,-0.64,-0.13,-0.15,-0.11,0.26,0.24,0.13,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.24,3.3,3.32,3.36,3.41,3.37,3.47,3.53,3,2.9,2.85,2.72,2.66,2.64,2.62,2.64,3.16,3.14,3.2,3.31,3.3,3.19,3.14,3.03,3.07,3.07,3.95,3.94,3.93,3.92,3.96,3.96,3.96,3.94,3.97,3.96,3.93,3.92,3.9,3.89,3.95,3.92,3.89,3.89,4.01,3.89,5.51,2.17,3.09,2.57,4.07,2.83,2.64,4.42,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.09,0.03,0.01,0.38,0.16,0.07,-0.02,0.62,0.4,0.25,0.06,0.4,0.21,0.15,0.11,0.29,0.19,0.1,0.05,0.38,0.25,0.13,0.08,0.37,0,--,0,-0.06,0,0,0,0.52,0,0,0,0.35,0,0,0,0.33,0,0.11,0,0.05,0.14,0.41,0.28,1.38,0.68,-0.7,-0.75,--,--,--,--,--,--,--,
主营业务收入(万元),135649,87722,37587,224792,160199,107791,50864,223070,153442,103019,41585,208457,140734,95166,41161,208189,159599,108100,50701,203394,151292,98419,42823,166839,113553,72959,32614,192658,153784,100044,42520,193343,137317,85178,35084,181449,129066,83077,38332,140540,90083,54325,23839,127558,94631,62677,27729,105598,72015,42836,18610,101817,72349,45298,18749,96335,58635,136945,57652,88466,39102,73403,37382,58076,17328,23043,7108,11484,7964,4526,
主营业务利润(万元),23832,15425,6037,36702,27072,17328,7268,33278,23821,15426,6013,30544,21077,13017,4752,41744,26437,17500,7595,48222,35740,22027,7770,30177,17916,9427,2975,25309,21602,13651,5949,29963,20342,12800,--,27099,19594,13301,5674,19772,14070,8636,3323,22697,16217,10250,4564,21761,16249,10190,4051,18098,13410,8325,2821,19206,13328,46809,21552,27889,13019,15619,7747,8180,5027,3431,558,1166,1072,268,
营业利润(万元),4277,4237,-110,9523,5015,4071,530,5826,3881,3530,215,5945,6031,4869,41,16576,12096,8562,2602,23885,19325,12164,3547,4425,1357,-405,-1623,-45862,-8976,-10098,-7080,15821,17107,9520,5961,2308,3263,2267,1293,1602,2529,1690,386,3458,3762,2229,672,4592,3759,2581,948,3365,4271,2077,0,4956,8815,38102,18766,23478,11734,12722,6506,8180,5027,4530,1557,2437,1072,279,
投资收益(万元),3983,3577,30,6646,2313,1930,603,4285,1076,1018,14,6082,5282,4836,937,7015,2185,2105,32,3857,1199,1059,240,674,308,29,1,-12665,-12114,-7448,-3269,11897,14700,11647,4879,2857,1573,1758,-184,148,-560,-460,-172,-137,-411,-286,-176,-1151,-761,-585,-176,-623,-477,-301,-168,-468,61,0,0,0,0,0,0,0,0,21,21,-41,93,0,
营业外收支净额(万元),1361,977,631,2032,1071,629,421,4976,1207,740,347,2121,1119,669,196,2493,589,536,103,578,511,419,235,1621,902,646,240,-525,--,--,--,--,28,12,--,-7,0,-5,-5,-79,0,0,0,-40,0,0,0,-72,-11,0,-16,-178,-94,-100,0,-426,0,59,0,-5,0,0,0,0,0,0,--,--,--,--,
利润总额(万元),5638,5214,521,11556,6085,4700,950,10802,5088,4270,562,8066,7150,5538,237,19069,12685,9098,2706,24464,19836,12583,3782,6046,2259,241,-1384,-46387,-8412,-9731,-7112,16706,17135,9531,5952,5158,4780,4020,1104,1736,1904,1147,123,3400,3407,1982,534,3509,3091,2070,832,2720,3855,1747,278,4377,8815,38301,18762,23915,11751,12841,6533,8386,5252,4796,1568,2402,1227,298,
净利润(万元),4569,4194,476,9415,5233,4012,783,8785,4655,3857,512,7323,6753,5425,203,16457,11277,8079,2450,22135,18943,12097,3634,5729,1894,177,-1410,-43060,-8860,-10000,-7239,17202,15895,8400,5277,4233,3406,2860,851,1223,1357,807,76,2461,2642,1434,395,2344,2425,1651,710,2237,3205,1618,173,4283,7245,36556,17099,22405,10849,11916,5237,6868,4354,4330,1306,2314,1176,298,
