报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),1.42,1.15,0.53,2.67,2.13,1.74,0.47,2.05,1.68,2.01,0.53,2.02,1.69,1.43,0.03,2.31,1.97,-0,-0.01,0.02,0.02,0.01,-0.04,0.05,-0.08,-0.1,0,-0.27,-0.14,-0.09,-0.03,-0.22,-0.06,-0.03,-0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.45,--,4.57,4.31,4.52,4.74,4.49,1.18,1.88,1.89,1.89,1.88,1.84,1.88,1.74,1.72,1.77,1.82,1.95,2,2.06,2.09,2.27,2.29,2.31,2.31,2.27,3.44,3.46,3.5,3.69,3.73,3.88,3.93,3.89,3.85,4,3.99,2.01,1.72,1.36,1.73,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.46,--,0.03,0.13,0.17,0.41,0.59,0.08,-0.02,0.33,0.19,0.08,-0.04,0.16,0.15,0.03,0.03,0.13,0.04,0.03,-0.09,0.03,-0.1,-0.03,-0.13,0.23,0,0,0,-0,0,0,0,-0.2,0,0,0,0.35,0.58,0.24,0.14,0.16,
主营业务收入(万元),2503048,1687224,329703,2688555,1793227,1138249,316173,2105975,1376236,878437,121935,1207694,690249,442600,77810,779001,529757,17008,5428,25261,15164,7324,2133,18338,13111,7352,2472,30208,21773,13995,5921,30636,22388,14032,4750,22326,14770,8332,2695,16085,10917,7235,2558,17952,13285,8031,3001,17484,12970,16246,13181,9987,
主营业务利润(万元),762162,549882,157244,774967,597149,459974,139459,570745,406575,294968,91451,400443,282685,222560,22391,280747,208371,3669,1229,5636,3121,1507,275,3274,1787,766,32,4765,3773,1867,959,5770,4940,3214,1056,5438,3702,2025,575,3474,2697,1868,525,5362,4063,2342,982,5878,4275,6160,5437,4070,
营业利润(万元),559350,427394,101096,506373,438224,364751,103698,358054,298869,233499,65365,251481,198178,166478,711,174928,146097,94,-84,-15,-73,-211,-518,-285,-1055,-1332,-823,-3743,-1917,-1372,-491,-2818,-810,-466,-598,-212,-3,-270,-341,-1903,-130,33,-409,1117,1056,609,156,2508,1936,2591,2554,1531,
投资收益(万元),26312,21387,1520,9016,5577,3512,2810,2483,-79,-52,-41,-111,-110,-73,--,560,595,-241,-78,-29,--,--,0,13,-26,-26,-26,-129,25,26,-7,-262,-280,-137,-103,19,24,47,-55,-368,-264,-35,-35,-21,0,0,0,0,0,0,0,0,
营业外收支净额(万元),3879,3707,4030,-409,145,85,38,546,-163,118,4,484,328,178,77,-691,74,-42,-6,237,297,311,-19,1032,-155,-156,2,-81,--,--,--,-52,--,--,1,1149,0,0,0,-50,0,0,0,301,0,0,0,-18,0,0,0,0,
利润总额(万元),563229,431101,105126,505964,438369,364836,103736,358599,298706,233617,65369,251966,198505,166656,787,174237,146171,51,-90,221,225,100,-537,747,-1210,-1489,-822,-3824,-2020,-1448,-503,-2870,-809,-457,-597,956,12,-252,-408,-2321,-383,6,-456,1397,1272,769,146,2490,1923,2586,2511,1442,
净利润(万元),376336,303080,69759,353754,282117,230104,62105,271489,221767,176923,47067,178362,149171,126037,1521,135797,115624,-49,-90,221,225,100,-537,747,-1210,-1489,-822,-3882,-2005,-1364,-483,-3218,-814,-443,-591,717,15,-211,-366,-2226,-365,29,-432,1125,934,538,108,2162,1688,2191,2158,1442,
净利润(扣除非经常性损益后)(万元),358048,284528,65624,347855,279841,229432,61997,269190,221976,176883,--,178050,--,125927,--,135880,--,158,--,-14,0,-215,--,-304,--,-1332,0,-3715,0,-1289,0,-2846,0,-449,--,-482,0,-357,0,-2294,0,23,0,837,0,418,0,2162,0,0,0,0,
经营活动产生的现金流量净额(万元),242426,-166117,-157306,-495401,-380802,-157610,-188548,-347442,-44409,-21401,-40448,21753,2616,11723,10084,24094,34642,1751,-225,4737,2706,1200,-527,2330,2204,408,429,1875,539,484,-1351,408,-1388,-489,-1821,3371,3402,2581,541,-49,-231,394,-217,-1967,-2506,-1750,-1215,3453,3470,1417,856,0,
现金及现金等价物净增加额(万元),1533490,966913,401079,437428,509140,712010,104788,455428,447047,250184,132946,173835,24390,-82539,-18765,82077,66476,-215,-962,-2448,-3125,-1488,-2117,4168,-216,-1712,51,-1100,-930,-331,-1935,-2314,-2222,-1196,-3505,-9569,-3793,-7455,-2705,-4509,-1966,-1017,681,-8568,-12505,-6125,-106,29147,1419,-187,729,0,
总资产(万元),14770403,13840094,12334142,11396419,10454687,9899785,8093878,7409381,6251120,5763334,4977485,4319345,3664498,3195479,2930965,2757984,2526159,38976,36072,36366,37424,37103,33263,34017,32501,31926,34745,37720,45557,46481,45398,46808,51335,50267,45457,43811,44084,44862,45636,46454,46616,48039,48307,48944,48099,49632,51872,49776,21332,19848,16310,13509,
流动资产(万元),13779476,13062299,11653992,10767229,9750694,9339578,7615774,6934838,6004350,5531717,4828056,4192376,3612376,3138502,2850709,2671151,2450782,15389,14336,15144,17180,17629,14424,17114,12025,11086,13451,15982,23067,23708,22334,23485,30089,30684,27212,25755,26014,27256,29182,33927,35738,36748,37786,38435,35171,39862,42668,42813,14352,13358,10971,8483,
总负债(万元),12823788,11983986,10452495,9656791,8757223,8605172,7022623,6413857,5602450,5160857,4483422,3823485,3207576,2763337,2564218,2357101,2128021,11554,8692,8896,9951,9754,6551,6768,7209,6912,9065,11144,16895,17162,15166,16073,18112,16690,11991,9938,10968,11725,9952,10915,9131,10201,8984,9188,8925,10855,11624,9836,9295,9500,8153,7509,
流动负债(万元),9988148,10044837,9016567,8478350,7502679,7416073,5978518,5441509,4510267,4295688,3707052,3194814,2760066,2500189,2307836,2131000,1841686,11554,8692,8896,9951,9754,6551,6768,7209,6912,9065,11144,16881,17162,15166,16073,18112,16690,11991,9938,10968,11725,9952,10915,9131,10201,8984,9188,8925,10855,9621,7833,7290,7496,8153,7509,
股东权益不含少数股东权益(万元),1229941,1159236,1049314,979357,919835,865286,726989,665042,616544,590239,480668,431644,403321,380187,265638,278639,263892,27422,27380,27470,27474,27349,26712,27249,25292,25014,25680,26502,28365,29020,29901,30384,32974,33345,33224,33623,32921,32756,34663,35029,36891,37284,38824,39256,38873,38477,40048,39940,12037,10349,8158,6000,
净资产收益率加权(%),30.23,26.36,7.66,42.83,35.84,20.84,8.92,44.3,41.32,34.36,10.31,51.42,44.64,37.74,0.55,66.49,58.42,-0.18,-0.33,0.81,0.84,0.38,-2.01,2.78,--,-5.77,0,-13.65,0,-4.59,0,-10,0,-1.35,--,2.1,0,-0.61,0,-5.99,0,0.07,0,2.86,0,0,0,17.74,15.08,23.68,30.48,26.16,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
