报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.27,0.16,0.08,0.5,0.38,0.21,0.09,0.65,0.46,0.24,0.07,0.5,0.35,0.19,0.09,0.6,0.42,0.25,0.16,1.35,1.01,0.43,0.18,1.61,1.16,0.94,1.24,
每股净资产(元),3.2,2.91,4.59,4.51,4.37,4.2,6.58,6.48,6.28,6.06,6.02,5.99,5.83,5.68,8.51,8.42,8.25,8.07,16.21,16.04,15.66,15.11,15.22,4.45,--,3.33,3.15,
每股经营活动产生的现金流量净额(元),0.18,0.1,0.04,0.43,0.14,0.11,0.06,0.61,0.3,0.08,0.06,0.49,0.28,0.16,-0.21,0.19,0.03,-0.01,0.07,0.34,0.3,-0.06,-0.3,2,--,0.16,0.06,
主营业务收入(万元),47139,31306,13906,69793,48706,29928,12130,67621,47522,28381,10121,61298,43953,25745,9336,46370,32821,19804,7158,38131,24635,13758,5251,31149,20931,27611,25330,
主营业务利润(万元),15611,10156,4276,23642,15421,9040,3477,20115,13842,8020,2669,15811,11179,6363,2139,12007,8405,5184,1625,9640,6268,3446,1267,10087,7129,6450,5565,
营业利润(万元),9451,5748,1691,14782,10752,5966,1961,12763,9089,4988,1411,10103,7174,3995,1241,7336,5180,3014,895,5637,3870,1956,578,6327,4344,4108,4791,
投资收益(万元),1018,632,222,1800,1499,654,325,1147,387,158,70,711,127,116,-21,80,-11,--,--,--,--,--,--,0,--,-24,269,
营业外收支净额(万元),3690,1891,707,2137,1684,883,8,606,419,81,5,151,63,9,0,264,143,108,54,2340,1970,335,272,972,749,0,0,
利润总额(万元),13141,7639,2399,16919,12436,6849,1969,13370,9507,5069,1416,10254,7236,4004,1241,7600,5323,3122,949,7977,5840,2291,849,7300,5093,4084,4793,
净利润(万元),10834,6238,2009,12543,9359,5192,1481,10090,7166,3821,1099,7842,5498,3025,905,6259,4384,2602,848,6601,4838,1972,721,6087,4338,3458,3195,
净利润(扣除非经常性损益后)(万元),--,4973,--,10607,--,4394,--,9643,--,3763,--,7716,--,3018,--,6002,--,2525,--,5340,--,1897,--,5477,--,3499,2853,
经营活动产生的现金流量净额(万元),7656,3950,974,10811,3415,2684,938,9475,4697,1281,940,7616,4317,2466,-2174,2023,338,-138,379,1776,1577,-321,-1566,7802,5528,570,207,
现金及现金等价物净增加额(万元),-1055,-4520,-2191,9471,415,790,-520,-7295,-1306,-2505,-426,-6568,-8898,-9363,-4181,-4732,-2858,-2958,195,55059,57036,57647,58727,892,-1960,-2672,6704,
总资产(万元),157474,142003,141380,141605,136530,133646,126165,124021,120224,115979,111670,112270,109447,106514,104653,106045,96035,94789,94491,92373,90809,88530,88139,26121,--,19435,20828,
流动资产(万元),102456,85016,84947,86122,81118,79527,77870,77332,79963,77508,75650,76514,75888,75393,79318,80697,81040,80306,80517,78455,80033,78114,78425,16684,--,14636,17783,
总负债(万元),15109,16647,16615,18983,17131,17748,13457,13308,12946,12569,11733,12875,12719,12504,10795,13697,8701,9396,8828,7542,8037,8891,8174,7929,--,6793,9293,
流动负债(万元),13149,14642,14934,17302,15408,15940,11431,11281,10881,10504,9724,10916,10760,10754,9045,11947,7001,7696,7128,6932,7457,8087,7370,7125,--,6493,9293,
股东权益不含少数股东权益(万元),133189,116333,114594,112502,109146,104907,102644,101050,97962,94446,93936,93500,91019,88547,88507,87602,85785,83945,84271,83422,81432,78566,79135,17359,--,12193,11535,
净资产收益率加权(%),9.19,5.43,1.77,11.78,8.9,5.01,1.46,10.41,7.46,4.02,--,8.68,6.16,3.42,1.03,7.35,5.19,3.1,1.01,10.05,--,4.03,--,38.79,--,27.74,53.66,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
