报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0,0.02,0.01,0.14,0.13,0.19,0.09,0.18,0.19,0.14,0.13,0.28,0.33,0.26,0.12,0.19,0.18,0.2,0.1,0.8,0.65,0.43,0.57,0.36,0.41,0.34,
每股净资产(元),1.53,1.55,1.57,1.56,1.55,3.04,3.05,2.95,2.96,2.91,4.71,4.59,4.63,4.56,4.52,4.4,4.39,4.42,8.06,7.88,3.06,2.84,2.41,0,3.32,2.47,
每股经营活动产生的现金流量净额(元),0.19,0.15,0.05,0.18,0.14,0.18,0.05,0.23,0.11,-0.28,-0.33,-0.45,-0,-0.1,0.44,0.04,0.26,0.1,-0.38,-0.49,0.61,0.53,-0.56,0.36,0.71,0.24,
主营业务收入(万元),44233,28265,12932,76322,55882,36312,15724,63214,46045,28969,13991,55462,41709,29545,15281,55040,40552,26475,12502,48637,33253,20339,29441,20696,22586,15253,
主营业务利润(万元),7076,4456,2198,15427,12297,8706,4100,14005,10540,7191,3588,12986,10335,7236,2985,7633,5876,4916,2585,10177,6885,4471,5807,4098,4540,3047,
营业利润(万元),-311,601,563,5711,5832,4493,2094,3185,3841,2962,1596,4197,4802,3694,1577,1848,2050,2503,1376,5312,4106,2746,3013,2229,2300,1502,
投资收益(万元),--,--,--,--,--,--,--,-47,--,--,--,--,--,--,--,--,--,0,--,--,--,0,-1,-1,2,0,
营业外收支净额(万元),292,127,71,527,348,278,181,462,406,147,164,85,27,115,95,738,601,574,141,150,92,60,97,55,0,0,
利润总额(万元),-19,728,634,6238,6180,4771,2275,3647,4247,3109,1760,4282,4829,3809,1671,2587,2651,3077,1517,5462,4198,2807,3110,2284,2247,1931,
净利润(万元),52,712,505,5221,4853,3719,1824,3477,3675,2710,1521,3419,4039,3174,1415,2241,2112,2433,1179,4241,3231,2146,2763,1735,1868,1489,
净利润(扣除非经常性损益后)(万元),--,597,--,4758,--,3498,--,3088,--,2583,--,3337,--,3026,--,1601,--,1991,--,4109,3146,2090,2270,0,1760,958,
经营活动产生的现金流量净额(万元),7450,5600,1978,7048,5441,3565,892,4502,2074,-5399,-3928,-5434,-48,-1180,5291,524,3103,1197,-2541,-3266,3058,2640,-2809,0,1553,521,
现金及现金等价物净增加额(万元),-801,847,1634,-3133,1375,-1095,5103,-240,2474,3972,1969,-4549,988,5832,6664,-19889,-17215,-2090,-7010,31490,-344,-342,1316,--,-116,197,
总资产(万元),101769,103663,105943,105465,111020,105875,116131,107003,106859,113217,109076,98647,96523,98445,91339,84719,82731,76912,72360,73926,36015,32611,35037,0,24822,17810,
流动资产(万元),51052,52969,56410,57055,63020,59419,71774,62804,64344,71279,68022,57934,59390,61723,54823,48533,52222,59266,55929,57671,20842,17674,21241,--,11341,10235,
总负债(万元),42720,44026,45379,45406,51374,47293,57305,50048,49713,57050,52108,43202,40486,43259,36706,31445,29597,23439,18162,20943,20539,18221,22792,--,17340,12370,
流动负债(万元),33299,43380,43109,43111,42864,38759,48727,41445,43930,51220,46261,37311,34570,42319,35741,30450,23582,17400,12098,10678,12427,12084,16606,--,17340,12370,
股东权益不含少数股东权益(万元),59049,59637,60564,60059,59646,58582,58825,56955,57146,56167,56833,55306,55894,55038,54482,53119,52965,53303,54028,52812,15304,14219,12073,0,7308,5440,
净资产收益率加权(%),0.09,1.18,0.84,9,8.37,6.43,3.15,6.21,6.57,4.82,--,6.33,7.42,5.81,2.63,4.26,3.92,4.56,2.21,20.92,--,16.32,27.56,0,29.3,32.76,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
