报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.26,0.08,0.04,0.13,0.1,0.07,0.04,--,0.11,0.06,0.04,0.11,0.08,0.05,0.04,0.06,0.05,0.04,0.04,0.04,0.01,0.02,-0.01,0.04,0.02,0.01,-0.03,0.01,-0.02,0.01,-0.02,0.04,0.03,0.02,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.43,--,2.36,2.34,2.32,2.34,1.99,1.98,2.02,1.99,1.96,1.97,1.99,2,1.97,1.96,1.93,1.65,1.63,1.65,1.62,1.64,1.67,1.66,1.65,1.8,1.78,1.78,1.76,1.78,1.76,1.75,1.73,1.73,1.71,1.68,1.66,1.65,1.6,1.6,1.56,1.55,1.82,1.8,2.29,2.28,2.2,2.38,2.3,2.24,2.23,2.61,2.59,2.47,--,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.21,--,-0.62,0.03,-0.1,1.22,0.63,0.65,0.32,-0.64,-0.45,-0.26,-0.17,-0.5,0.11,0.08,-0.01,-0.11,-0.08,-0.1,0.09,0.15,0.13,0.15,0.11,0.11,0,--,0,0.59,0,0,0,0.04,0,0,0,0.53,0,0,0,0.13,0,0.21,--,-0.13,-0.3,-0.01,0.01,0.04,--,-0.24,--,--,--,--,--,--,
主营业务收入(万元),180824,114381,46624,152712,102168,61437,27353,155924,116798,78738,40324,138648,78654,49079,18670,102559,72583,49399,22187,153367,72712,47111,16225,56777,40136,27821,13213,90378,69999,47145,24836,119756,87352,58677,29690,123703,90358,62722,33256,79283,59198,43437,24507,83358,57336,37661,22197,74572,49138,34365,19534,57063,41034,28183,16710,47200,25537,50829,24787,41387,18236,24920,16388,30263,15769,38121,32048,12518,
主营业务利润(万元),14742,9925,4253,19534,14979,9409,4768,17107,13352,8750,4114,15626,11710,8479,4330,14039,9761,6378,2981,12779,9020,5222,2784,9223,7257,6707,2226,8300,6393,3825,1415,13010,11077,8528,--,17157,12724,9270,4934,13880,9826,7011,3896,12870,8349,5338,3046,11328,6922,4710,2624,9577,6761,4491,2664,9030,4262,8392,3528,7078,3280,3874,2729,2363,742,4678,1640,1008,
营业利润(万元),7404,1648,185,4590,4349,2889,1580,2316,2344,1755,853,4059,2246,1714,1358,3710,2621,2022,1219,-1832,-953,-924,-269,-300,-580,203,-953,-1231,-1255,-557,-1408,1165,2706,1099,380,-4305,-3743,-3904,-430,-2006,-49,72,-171,2099,1151,670,32,2356,323,172,172,2866,1569,1226,255,2136,819,1435,868,928,929,1798,1240,3311,1306,3153,2130,1008,
投资收益(万元),6035,-312,-153,280,192,118,34,183,183,153,90,336,244,206,226,1114,1172,1200,1198,-63,-38,-48,--,6899,5630,462,31,2041,2357,2543,767,4967,6189,913,735,4458,4259,4440,687,1677,696,298,216,1027,681,107,98,1281,1319,1288,71,438,350,177,75,349,354,731,150,71,36,0,246,459,234,738,1146,1477,
营业外收支净额(万元),2493,2138,1477,2852,1525,1076,661,3125,2720,1447,713,3070,2314,1795,1097,1350,704,416,384,4530,2224,2215,23,1511,450,381,16,--,--,--,--,451,--,--,--,-618,0,--,0,-91,0,0,0,-635,0,0,0,-87,0,10,-7,-5,-31,19,0,717,0,738,0,796,0,--,0,0,-33,--,--,--,
利润总额(万元),9897,3786,1662,7443,5874,3965,2241,5440,5064,3202,1566,7129,4559,3509,2454,5060,3325,2437,1603,2698,1271,1292,-246,1211,-130,584,-937,-125,-981,-312,-1186,1616,2773,1090,366,-165,392,405,259,-228,749,517,63,2568,1816,766,130,3569,1735,1550,236,3511,2046,1471,369,3207,1488,2990,1222,1795,1029,1988,1563,3958,1508,3872,3273,2552,
净利润(万元),8037,2415,1277,4076,3205,2220,1248,3609,3506,1957,1190,3282,2410,1672,1244,1861,1621,1356,1128,1301,421,682,-257,1301,517,208,-835,136,-480,246,-586,1005,835,468,196,853,793,555,48,1072,812,368,34,2046,1550,610,53,2562,1131,1072,96,2411,1400,1086,225,2276,1008,2154,917,1349,801,1636,1410,3633,1408,3554,3017,2385,
