报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.03,0.04,0.01,0.3,0.06,0.07,0,-0.79,0.18,0.21,0.05,0.01,-0.21,-0.21,0.03,0.11,0.09,0.19,0.04,0.42,0.24,0.09,0.02,0.09,0.06,0.03,-0.03,0.07,0.06,0.03,-0.01,0.07,-0.05,-0.04,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,4.73,--,--,--,4.42,--,5.39,--,4.84,--,4.61,4.6,4.62,4.59,4.57,4.67,4.52,4.46,4.23,3.47,3.4,3.38,3.33,3.3,3.24,3.27,3.26,3.23,3.19,3.15,3.07,3.07,4.66,4.63,4.01,4.02,3.98,3.98,3.98,3.94,3.92,3.88,3.89,3.86,3.91,3.85,2.23,0,2.03,1.91,1.55,
每股经营活动产生的现金流量净额(元),--,--,-1.73,--,--,--,-0.53,--,-2.23,--,-0.65,--,0.77,-0.17,-0.17,-0.07,-0.42,-0.39,-0.05,-0.19,-0.11,-0.22,-0.54,-0.08,-0.13,0.55,0.02,-0.42,-0.42,-0.83,-0.65,0.21,-0.66,-0.17,-0.03,0.45,0,--,0,-0.33,0,0,0,0.08,0,0,0,0.09,0.1,0,0.44,0,0,
主营业务收入(万元),146839,92727,16674,183604,90183,71321,14625,174291,71550,43306,14444,188705,99273,63372,21244,196159,108638,76972,28472,180919,112254,33634,13836,51957,32204,20527,5783,75015,57868,31855,10648,42735,26555,15506,5011,19232,11636,7570,3684,15749,11000,6289,2609,12695,9074,6132,3108,9701,4507,1956,9029,8575,8025,
主营业务利润(万元),14717,10621,3164,28785,14492,10481,3039,26020,14251,9555,4122,36932,19916,12029,5084,31697,20962,17211,5474,33317,18818,5243,2254,7184,4613,3133,687,7949,6266,3970,1323,5640,2963,1693,775,3248,2216,1514,700,2663,2060,1131,469,3268,2667,1885,982,3349,1631,783,3077,3413,3233,
营业利润(万元),1502,1593,122,6457,1312,1455,68,-3124,3965,4519,971,-46,-5250,-5147,591,1445,3055,5193,667,8991,5863,1070,253,1545,625,404,-450,625,732,335,-224,118,-1308,-1141,-248,-125,-9,98,12,-7,161,-29,-19,557,639,562,358,1105,622,348,1415,1418,1081,
投资收益(万元),46,87,92,223,254,169,-24,4779,4732,4641,924,374,234,299,56,486,-39,-51,--,-166,-2,--,--,--,--,--,--,80,--,--,--,-23,-147,-8,0,-25,-2,-3,0,6,-2,-2,0,-0,35,41,27,24,20,0,27,63,56,
营业外收支净额(万元),147,133,129,256,96,87,-2,-14833,127,101,91,557,339,335,16,912,360,337,367,1887,362,327,75,361,261,195,20,290,--,21,--,--,--,--,122,620,0,--,0,-4,0,0,0,-25,0,0,0,-6,0,0,0,0,0,
利润总额(万元),1650,1727,251,6713,1408,1542,66,-17957,4092,4620,1062,512,-4911,-4812,608,2356,3415,5530,1034,10878,6225,1396,327,1906,885,599,-430,916,763,355,-208,544,-1088,-921,-127,632,20,68,-100,138,289,73,-9,852,952,782,386,1313,812,359,1523,1443,1144,
净利润(万元),1406,1499,231,6185,1256,1385,59,-16633,3810,4463,1114,302,-4301,-4421,697,2319,1893,4041,938,8786,4944,938,251,949,643,316,-276,754,677,317,-91,706,-471,-368,60,617,272,281,63,410,436,185,17,889,967,796,399,1329,786,359,1268,1443,1023,
净利润(扣除非经常性损益后)(万元),1268,1373,121,5967,1175,1311,61,-5514,-21,4381,--,-215,--,-4727,--,1412,--,3715,--,5169,--,796,--,421,--,139,0,593,0,307,--,162,0,-534,--,-271,0,178,0,394,0,-40,0,827,0,806,0,1310,0,0,0,0,0,
经营活动产生的现金流量净额(万元),-54495,-53531,-36143,40680,-39014,-26004,-11178,-131,-46751,-39256,-13599,44297,16151,-3582,-3537,-1370,-8819,-8140,-1014,-4017,-2200,-2300,-5681,-833,-1408,5746,245,-4455,-4438,-8697,-6833,2215,-6958,-1775,-218,3172,817,596,319,-2308,-2065,-1284,-341,534,668,341,138,605,412,0,1754,0,0,
现金及现金等价物净增加额(万元),-33391,-32671,-42683,-8032,-52099,-39657,-32166,13239,-37401,-30954,-14499,17399,-11376,-19872,-14535,-2136,-9064,-2725,-497,-7515,-10738,-1565,-1086,-6857,-11002,-699,1198,3797,158,-7293,-387,7193,-1020,-643,-5079,4880,-465,1945,-58,-4624,-4356,-4008,-905,-8726,-5116,-5034,-2478,15177,86,0,-962,0,0,
总资产(万元),308919,296293,287740,292749,252175,242319,231417,252386,250258,231611,295872,299004,301875,289408,302713,289617,302120,295729,263484,255032,261116,134505,137330,127889,115965,121273,117886,114272,106320,96870,95265,87708,77664,72383,69624,73153,42214,43350,41351,41364,42367,41270,42418,41873,43930,40869,41463,40753,23547,0,21879,19465,16778,
流动资产(万元),221619,208700,200702,204270,175014,164863,155546,175523,180108,161015,191203,194757,199720,191774,204658,191472,203616,204313,181616,179240,186370,78445,84020,77041,68989,77208,77466,75251,69123,60997,61835,55106,44736,38771,35305,38617,17903,19306,16770,16544,17488,16227,18464,17756,21971,20621,24056,25237,8909,0,7210,7329,8374,
总负债(万元),207135,194369,187161,192400,156982,146919,137404,158520,135916,116718,192518,196743,202773,190180,202078,189529,196303,187737,163379,156202,167309,80963,84691,75518,64612,70198,67744,63700,56064,47023,45769,50004,41403,35403,31796,35443,13306,14394,12562,12475,13327,12451,13681,13351,15328,13496,13787,13468,14632,0,13750,11806,10572,
流动负债(万元),201660,188947,181263,186859,150249,130610,120616,126748,108775,89671,140416,145360,149350,136367,148079,135764,140798,132430,115502,112483,136806,52219,55272,48066,37567,43070,44737,40593,38922,37166,35896,40070,34430,30382,30719,34310,11856,12944,11112,11025,11877,11001,11926,11601,13423,11596,11887,11868,8800,0,9520,4596,3772,
股东权益不含少数股东权益(万元),100220,100373,99058,98835,93726,93922,92528,92372,112855,113422,101301,100095,96505,96384,96812,96116,95720,97838,94735,93387,88628,36408,35721,35470,34965,34638,34045,34321,34245,33885,33477,33125,32214,32197,32625,32381,28102,28112,27894,27831,27857,27607,27439,27187,27243,27053,27356,26951,8915,0,8129,7659,6206,
净资产收益率加权(%),1.41,1.5,0.23,6.48,1.35,1.49,0.06,-17.15,3.6,4.3,1.1,0.31,-4.45,-4.63,0.72,2.45,2.01,4.24,1,10.96,5.75,2.61,0.71,2.73,--,0.92,0,2.23,0,0.95,--,2.15,0,-1.14,--,2.17,0,1.01,0,1.5,0,0.67,0,3.25,0,2.95,0,10.63,9.23,0,0,20.82,21.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
