报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),0.21,0.14,0.05,0.15,0.15,0.11,0.05,0.12,0.14,0.08,0.04,0.22,0.2,0.15,0.06,0.44,0.57,0.4,0.15,0.65,0.55,0.4,0.15,0.59,0.44,0.04,0.34,0.53,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.39,5.33,5.35,5.27,7.78,7.78,7.53,7.38,7.25,7.09,3.36,3.2,--,0,--,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.09,-0.05,-0.24,-0.62,-0.99,-0.86,-0.39,-1.07,-1.7,-1.13,-0.85,2.04,--,0.34,0.9,0.86,
主营业务收入(万元),152583,107960,41261,216484,163024,110434,43767,185418,139088,89495,37016,136580,103119,70201,33607,173692,140656,91411,45222,162276,117735,77223,28204,96606,73042,18541,105077,122610,
主营业务利润(万元),18517,12745,3739,18965,13663,9472,3063,14231,10580,7281,3091,14690,11149,8280,3601,21708,18482,5390,5396,18972,14909,10602,4330,15034,11191,1868,13244,14575,
营业利润(万元),7027,4244,1435,5992,4859,3388,1296,4274,3852,2293,985,6250,5209,4126,1905,12897,11126,7664,2849,10358,8812,6114,2205,8633,6369,584,4889,7717,
投资收益(万元),--,--,--,419,419,419,251,596,342,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业外收支净额(万元),-130,-115,29,-1213,-309,-238,84,-820,368,189,164,495,549,181,-101,35,193,232,65,1198,405,68,47,190,56,81,--,--,
利润总额(万元),6896,4129,1464,4779,4549,3150,1380,3454,4221,2482,1149,6745,5758,4307,1804,12933,11319,7896,2913,11557,9217,6182,2252,8823,6425,665,5065,7518,
净利润(万元),5349,3179,1052,3340,3371,2335,1013,2552,3140,1836,946,4845,4334,3246,1388,9593,8418,5859,2246,8509,6912,4621,1704,6456,4807,499,3716,5210,
净利润(扣除非经常性损益后)(万元),5394,3212,977,3989,3289,2199,762,2720,2633,1721,849,4473,--,3110,--,9566,--,5685,--,7610,--,4570,1669,6314,--,438,3635,5235,
经营活动产生的现金流量净额(万元),5218,2054,-1429,13783,-1124,-8531,-1278,-4232,-1009,1947,1166,4091,-2017,-1150,-5192,-13763,-14586,-12651,-5798,-15670,-25013,-16601,-9310,22393,15309,3711,9911,9507,
现金及现金等价物净增加额(万元),1726,1888,-3956,1918,-2228,-865,-174,-596,655,-1907,-788,-7539,-10799,-7483,-7553,-36195,-31591,-23713,-10981,30694,32238,45608,-8964,9349,3690,-3521,3351,-2148,
总资产(万元),259454,259915,159363,160614,163728,166179,173848,179157,175878,171260,152823,147509,149615,153210,156648,161907,169351,176131,173709,166951,167385,164207,98014,89297,--,0,63315,73254,
流动资产(万元),136890,137547,102269,102291,105255,106564,106602,110551,105504,106883,87269,80522,85252,88917,91857,96246,111486,123617,125843,127206,130284,128973,63429,54913,--,--,38707,49042,
总负债(万元),55659,58301,37541,40066,43124,46538,53583,59601,55704,52711,32880,28313,30855,35607,38741,45796,54948,61729,63044,58499,60867,60017,61014,54104,--,--,35983,48259,
流动负债(万元),54266,55662,37205,39753,42910,46319,53403,59414,55688,52711,32880,28310,30827,35602,38741,45796,54948,61689,63046,58490,60867,60017,61014,54104,--,--,35983,48259,
股东权益不含少数股东权益(万元),203795,201614,121822,120549,120604,119641,120266,119556,120174,118548,119943,119197,118760,117603,117907,116111,114403,114402,110665,108452,106518,104190,37000,35193,--,0,27332,24995,
净资产收益率加权(%),3.58,2.6,0.87,2.78,2.8,1.94,0.84,2.14,2.62,1.53,0.79,4.12,3.65,2.75,1.19,8.5,7.47,5.26,2.05,11.03,10.29,9.6,4.72,20.34,--,1.78,13.88,28.19,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
