报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),-0.03,-0.02,0,0.01,0.01,0.01,0.01,0.03,0.01,0.02,0.01,0.04,0.05,0.03,0.02,0.04,0.05,0.03,0.01,-2.88,-0.58,-0.4,-0.24,-0.6,-0.25,-0.08,0.01,0.05,0.08,0.05,0.01,0.32,0.3,0.18,0.07,--,--,--,0.08,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,0.76,0.73,0.72,0.7,0.13,0.1,0.08,0.07,2.49,2.67,2.83,3.08,3.43,3.6,3.69,3.67,3.71,5.86,5.83,5.81,5.82,5.7,5.58,4.78,4.62,4.47,--,4.37,3.96,3.46,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.03,0.01,0,0.18,0.37,0.36,0.18,0.14,0.21,-0.37,-0.12,0.36,0.88,0.47,0.54,-1.12,-0.33,-1.31,-1.23,0.32,1.31,1.05,-0.03,0.31,0,-0.27,--,2.42,0.6,0.98,
主营业务收入(万元),1195,802,419,1679,1256,837,419,2946,1343,925,482,2320,1931,1393,959,6932,5791,4670,3820,18936,11752,8213,6663,35776,28105,21079,9216,25404,20990,11768,5752,36965,28590,16818,7561,35415,27414,17695,6637,32870,25672,23361,
主营业务利润(万元),638,429,230,924,690,460,230,937,708,478,225,865,758,502,262,1035,1061,787,522,-3849,-2440,-2209,-2023,-2388,-1020,228,844,3821,3012,1796,722,5631,4694,3038,--,5353,3818,2240,1056,5100,5222,4642,
营业利润(万元),-346,-182,4,54,55,71,75,150,158,253,136,493,571,389,207,-202,547,303,120,-33616,-6953,-4795,-2953,-7519,-3166,-1155,51,666,1091,334,28,3640,3215,1897,671,3431,2398,1210,607,3011,3251,2587,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,52,52,52,52,--,--,--,--,--,--,--,--,0,--,0,--,99,99,99,--,--,--,0,0,-0,-0,-0,--,0,0,0,
营业外收支净额(万元),--,--,--,10,0,0,0,141,-4,2,--,0,59,-41,-11,706,74,-6,2,-21,79,80,68,195,176,174,132,--,--,--,--,--,--,--,--,-5,0,0,-8,0,0,0,
利润总额(万元),-346,-182,4,64,56,72,75,291,155,255,136,494,630,348,196,503,621,297,122,-33637,-6874,-4715,-2885,-7324,-2990,-981,183,923,1332,581,235,3645,3228,1900,670,3994,2730,1528,599,3265,3566,2565,
净利润(万元),-396,-228,4,64,56,72,75,323,155,255,136,499,630,348,196,507,621,297,122,-34143,-6879,-4720,-2885,-7148,-2990,-981,165,532,981,377,98,2334,2181,1296,449,2628,1812,1008,401,2152,2614,2041,
净利润(扣除非经常性损益后)(万元),-396,-228,4,54,55,71,75,182,158,253,136,498,--,389,--,-198,--,303,--,-34122,0,-4800,--,-7342,--,-1155,0,175,0,118,--,2328,0,1293,--,2251,1589,795,--,1985,2510,2056,
