报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.68,0.39,0.19,0.81,0.61,0.38,--,--,0.59,0.35,--,0.82,0.4,0.73,0.7,0.55,0.82,0.44,0.4,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,5.02,4.6,4.2,3.47,3.32,2.76,1.9,1.46,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,1.28,0.57,1.04,0.48,0.06,0.99,0.16,0.59,
主营业务收入(万元),219874,138426,62195,262832,193554,122059,--,259349,188962,119877,57134,277822,136954,286305,263834,195468,192672,185703,141504,
主营业务利润(万元),55150,33694,15302,66831,49207,30366,--,67730,49467,30002,57134,61985,30202,61222,57088,43329,54780,38994,25141,
营业利润(万元),43911,25049,12261,47499,34843,20564,--,41833,30497,17447,8843,38113,18829,33642,31405,25158,37720,21602,15593,
投资收益(万元),315,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),38,124,116,580,495,36,--,101,160,68,--,757,117,587,369,217,171,-974,55,
利润总额(万元),43950,25173,12377,48079,35338,20600,--,41934,30657,17515,8893,38870,18946,34229,31775,25375,37891,20629,15648,
净利润(万元),33025,18835,9277,36096,26243,15231,7580,32165,23562,13799,7544,32844,15926,29052,28100,22040,32843,17724,15893,
净利润(扣除非经常性损益后)(万元),32734,18738,9190,35662,25872,15204,7574,--,23443,13748,7506,32202,15830,28554,27776,21850,32696,18702,15734,
经营活动产生的现金流量净额(万元),33398,12921,11336,28484,20515,10695,7254,53552,30976,20813,9184,51053,22742,41433,18958,2375,39314,6400,23578,
现金及现金等价物净增加额(万元),24053,4130,10683,149504,142923,140310,--,36334,15256,8916,-1590,25323,7253,15042,11853,5542,12963,-4703,-4710,
总资产(万元),512311,487831,481309,478388,466729,449442,307085,309407,--,--,--,280140,278457,272408,255754,264411,192481,167553,153271,
流动资产(万元),421665,397347,390908,386781,373317,359292,215218,216466,--,--,--,184699,182484,175815,158655,166485,109031,85136,79138,
总负债(万元),90625,80324,75102,81470,79828,70751,66865,76734,--,--,--,79661,94898,104766,117273,132026,82183,87918,91716,
流动负债(万元),88445,79101,73929,80323,78654,69570,65669,75556,--,--,--,78356,93784,103533,115846,130710,80776,86848,90310,
股东权益不含少数股东权益(万元),421685,407507,406208,396919,386901,378690,240220,232673,--,--,--,200479,183558,167642,138481,132385,110298,75854,58101,
净资产收益率加权(%),8.06,4.65,2.31,11.44,9.07,6.34,--,--,11.1,6.65,--,17.84,9.07,18.98,22.59,18.16,35.59,26.47,36.4,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
