报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.27,0.18,0.09,0.32,0.28,0.18,0.09,--,0.26,0.16,0.08,0.39,0.31,0.21,0.11,0.43,0.31,0.19,0.09,0.37,0.3,0.2,0.1,0.3,0.24,0.16,0.21,0.11,0.19,0.09,0.12,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.44,--,3.28,3.18,3.16,3.06,2.93,2.82,2.81,2.72,2.64,2.54,2.5,2.4,2.33,2.18,2.27,--,2.06,0,1.98,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.18,--,0.39,0.21,0.06,0.35,0.22,0.11,0.04,0.52,0.33,0.23,0.11,0.43,0.31,0.24,0.34,--,0.35,0,0.24,0,0,0,
主营业务收入(万元),481785,299647,145644,830036,583019,409614,153179,713486,470227,270263,90982,420995,286364,184610,84443,380703,230261,153593,59642,272915,192827,125220,54777,213611,151173,98841,158778,66013,152313,60501,111731,100789,94798,101455,
主营业务利润(万元),150817,101807,51289,191735,155648,101648,49042,188132,141198,87739,45146,178451,134512,90515,45351,179670,127067,86522,42127,151373,120817,80971,39037,118364,93507,60674,80871,30497,77833,35238,52719,52757,43080,39759,
营业利润(万元),102151,69744,34753,127403,109067,70833,33503,129172,97686,58983,30513,141893,114174,78201,39227,156895,111669,76883,36588,136746,110300,74102,34936,97754,77845,49546,64734,--,64102,27880,33017,28824,24180,19794,
投资收益(万元),2466,2022,431,2490,1095,639,334,2701,944,680,318,2266,2148,1662,724,1232,1190,721,349,1372,1399,746,435,1278,861,463,576,183,603,3,621,349,1837,1208,
营业外收支净额(万元),980,615,387,1332,1407,988,349,868,1063,622,456,2089,1387,779,292,-393,478,148,284,-122,-207,142,225,851,50,-107,-144,--,--,--,-98,0,0,0,
利润总额(万元),103131,70359,35140,128735,110474,71820,33852,130040,98749,59605,30969,143983,115561,78979,39520,156502,112147,77031,36872,136624,110093,74244,35161,98605,77895,49439,64590,35068,62254,28135,32919,29470,25965,22429,
净利润(万元),82330,55617,28678,96921,85182,55350,26321,101028,78421,47630,25645,118093,94892,64693,32528,130416,93561,56754,27180,114527,91651,61796,29423,82748,65202,41414,54449,29129,49562,22621,31027,25256,22963,20192,
净利润(扣除非经常性损益后)(万元),81449,55051,28358,95225,83938,54534,26031,--,77517,47103,--,116299,--,64034,--,130705,--,56646,--,113104,--,61678,--,76717,--,36278,--,--,0,0,--,0,0,0,
经营活动产生的现金流量净额(万元),82671,50608,26930,186055,147668,60030,37059,-1672,33286,13351,54928,171648,120477,62677,19518,106068,66978,33330,13709,158076,99528,70606,33626,132416,96232,60691,87748,47674,89623,0,60320,58126,56949,49597,
现金及现金等价物净增加额(万元),-136677,-100437,-43785,182559,209047,140800,91431,-10636,45136,49988,22437,10939,5967,69652,-46880,50522,66342,70991,131511,-52204,20264,-4951,12858,29815,-42119,-8794,50796,15324,22365,--,-32674,-13489,23348,21678,
总资产(万元),3083231,2983516,2904313,2879914,2758136,2670802,2514930,2396952,2260730,2189584,2054051,1933838,1946288,1899588,1635108,1678757,1485924,1456006,1389373,1189769,1200860,1129399,1085151,1060578,937198,956713,803717,781866,764067,749310,752832,770498,786161,793044,
流动资产(万元),655767,662050,706112,740487,755680,724214,628042,529442,460090,429807,348445,233868,288252,335752,236761,258969,314798,289448,340957,178933,258893,222667,250792,227098,138561,152113,131246,102228,82872,78449,61969,89765,93147,87852,
总负债(万元),1779013,1705259,1638050,1643174,1538053,1483488,1334667,1243888,1130521,1092850,983023,889196,925781,909562,649670,728029,575000,581632,520557,347370,383684,341441,310733,316009,214080,387482,213410,217293,227990,229704,246030,249560,277950,286459,
流动负债(万元),478894,412704,563599,533649,495359,559715,353363,372673,262055,257418,210147,276919,326471,342543,316825,414868,287534,324545,267755,207650,269775,263205,260515,265791,163361,233904,186149,189306,188157,179193,198631,70431,55334,73868,
股东权益不含少数股东权益(万元),1233713,1208785,1205375,1176602,1161598,1131250,1126407,1100450,1077831,1047160,1051203,1025322,1001580,971631,967002,934516,897517,861332,858977,831963,806291,776437,763635,734212,712082,558489,580366,553800,525917,509906,496839,501033,486008,472920,
净资产收益率加权(%),6.81,4.62,2.41,8.51,7.45,4.91,2.36,--,7.45,4.54,2.47,12.05,9.76,6.69,3.42,14.77,10.76,6.6,3.21,14.65,11.85,8.08,3.93,12.24,--,6.39,9.87,--,9.6,0,6.07,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
