报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),-0.12,-0.05,0,-0.07,-0.02,-0.03,0.01,--,-0.04,0.03,0.04,0.01,0.03,0.03,0.07,-0.54,0.15,0.12,0.03,0.17,0.11,0.07,0.02,-0.96,-0.11,-0.16,-0.15,0.27,0.26,0.19,0.06,0.34,0.28,0.16,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.79,--,3.41,3.4,3.44,3.37,4.06,4.03,3.94,3.91,3.53,3.49,3.44,3.42,4.26,4.21,4.24,4.39,4.36,4.29,4.21,4.16,4.11,3.99,5.85,5.74,5.65,5.57,5.55,5.47,6.05,6.05,6.59,6.69,6.67,6.64,6.54,6.5,6.53,6.51,6.54,6.54,6.6,6.53,6.44,6.44,6.39,6.52,0.47,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.17,--,0,0,-0.3,0.33,-0.08,-0.21,-0.07,0.53,0.41,0.22,-0.38,0.43,0.05,0.29,-0.07,0.65,0.64,0.36,0.02,0.32,0.25,0.25,0.22,0.64,0,0,0,0.55,0,0,0,0.39,0,0,0,-0.14,0,0,0,-0.01,0,0.01,--,-0.31,-0.3,0.13,--,--,--,
主营业务收入(万元),101339,65467,30066,130389,96553,61520,28775,105278,60503,39017,18050,88659,62920,40510,19603,125945,94403,68514,33314,129670,92445,60986,28211,101170,73794,45129,18112,129380,105400,70687,29380,139214,101639,64601,24354,79395,55173,32902,15224,75110,53407,36132,17615,73238,50640,31380,13795,38292,24501,15308,6500,25537,17563,11095,5253,22568,11028,22399,17924,17030,14170,
主营业务利润(万元),4713,3282,2339,12295,9874,5603,2503,6848,3240,2785,2000,8663,7240,5123,2427,17885,14568,10319,4475,18691,12514,8124,3685,10618,7970,3239,482,17434,16265,11257,4365,24497,18678,11880,3576,11580,8284,4648,1862,7412,4467,2354,1019,10759,7163,5034,2214,5926,3937,2686,1155,4571,2950,1726,746,4251,2207,5176,5292,4956,3144,
营业利润(万元),-6632,-3429,-545,-3275,-528,-1420,77,-1596,-4174,-1565,331,-1777,-1194,-377,604,-10378,3460,2680,676,3670,2839,1759,567,-15869,-1313,-2768,-2623,4243,5907,4414,1283,7118,6194,3747,708,1563,1449,757,434,-7313,-1893,-1865,-1116,1871,1256,1159,513,-974,-443,-561,26,1380,1065,416,-78,1612,1120,3392,3119,3329,1992,
投资收益(万元),--,--,--,--,--,--,--,8341,67,67,--,3128,600,600,600,533,300,300,--,804,300,300,300,531,420,420,0,699,515,556,72,473,--,--,-0,958,687,440,347,-5056,-5317,-5317,0,584,664,462,-42,224,218,35,16,328,284,316,44,1217,48,0,--,--,--,
营业外收支净额(万元),1207,1183,577,1537,706,612,396,2450,2890,2365,417,3113,1786,883,523,992,211,130,110,1085,785,616,212,363,244,124,-6,103,--,--,--,--,--,0,--,-153,0,0,2,-1932,0,0,-5,-14,0,17,0,121,54,0,1,70,533,372,0,0,125,-18,2,-0,6,
利润总额(万元),-5425,-2246,32,-1738,178,-808,472,854,-1285,800,748,1335,592,506,1127,-9386,3671,2810,786,4755,3625,2374,779,-15506,-1069,-2643,-2629,4346,5944,4448,1264,7357,6159,3731,730,3170,2302,1233,810,-14300,-7257,-7168,-1121,2441,2054,1722,542,-630,-132,-495,42,1778,1882,1104,169,3443,1293,3373,3121,3329,1998,
净利润(万元),-4888,-2058,15,-2804,-725,-1288,407,987,-1411,509,654,229,427,412,1073,-8696,2344,1885,454,2794,1762,1106,297,-15291,-1731,-2622,-2370,4251,4090,3024,886,5402,4441,2593,754,3198,2234,1312,858,-13432,-7159,-7073,-1094,2063,1873,1575,437,-593,-189,-395,-69,1561,1737,974,50,3110,1080,3308,3121,2172,1263,
净利润(扣除非经常性损益后)(万元),-6066,-3209,-562,-4231,-1353,-1835,55,--,-4288,-1850,--,-5375,--,-468,--,-9376,--,1784,--,1766,--,544,--,-15015,--,-2739,0,4128,--,3010,--,5399,0,2608,--,1494,0,818,0,-13359,0,-7127,0,1352,0,1096,0,-937,0,-461,0,1491,933,330,--,2495,956,3326,--,--,--,
