报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.12,0.11,0.05,-0.05,-0.08,0.1,0.05,0.14,0.12,0.08,0.04,0.14,0.12,0.08,0.05,0.23,0.17,0.12,0.09,0.32,0.23,0.14,0.07,0.22,0.16,0.1,0.05,0.29,0.24,0.17,0.11,0.43,0.36,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.15,2.11,2.19,2.15,2.09,2.04,3.17,3.08,2.99,2.9,3.01,2.94,2.88,2.83,3.03,2.98,2.93,2.85,3.05,1.52,1.5,1.5,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.09,0.03,0.02,0.22,0.18,0.12,0.07,0.42,0.29,0.14,0.06,0.26,0.11,0.05,0.03,0.27,0.21,0.11,0.05,0.49,0.35,0.45,--,--,
主营业务收入(万元),16106,10742,5424,20201,15639,10007,4574,17804,13597,8955,4374,18257,14006,8730,4162,19207,14930,9535,4480,18600,14097,9128,4077,11590,8360,5174,2560,13882,11235,7625,3756,16124,12664,13531,12101,10617,
主营业务利润(万元),8369,5872,2938,10289,8004,5025,2551,8876,6677,4313,1954,8808,6810,4334,2255,10771,8175,5422,2833,10469,7542,4393,2168,6784,4847,2951,1412,8707,7241,4971,2631,10779,8555,9151,8343,7600,
营业利润(万元),3875,3408,1635,-1042,-1709,2991,1490,3987,3539,2455,1006,4558,4140,2674,1515,7077,5766,3871,2067,7169,5301,3140,1488,4879,3505,2285,1012,6240,5242,3432,1972,7175,6049,7194,5203,4803,
投资收益(万元),-335,6,-24,75,242,722,286,943,658,527,178,595,370,221,60,774,765,568,287,409,269,169,62,466,408,333,-14,218,172,115,34,398,275,1233,-86,279,
营业外收支净额(万元),204,159,97,343,279,288,17,333,400,258,246,253,147,127,129,434,50,32,-5,38,89,85,19,121,121,124,114,--,--,--,--,--,--,0,6,24,
利润总额(万元),4078,3567,1732,-699,-1430,3279,1507,4320,3938,2712,1252,4811,4287,2801,1644,7510,5816,3903,2062,7207,5390,3225,1508,5000,3626,2409,1126,6207,5200,3402,1972,7197,6040,7199,5209,4827,
净利润(万元),3505,3084,1468,-1535,-2187,2799,1302,3924,3415,2361,1117,4071,3549,2357,1376,6412,4907,3309,1756,6055,4423,2636,1254,4088,2976,1983,928,5103,4260,2786,1624,6062,5120,5982,3940,3626,
净利润(扣除非经常性损益后)(万元),3332,2949,1386,-1826,-2424,2555,1288,3544,2977,2142,908,3868,--,2257,--,6053,--,3283,--,6029,--,2565,0,3997,--,1839,0,4867,0,2811,--,5965,5129,4852,3931,3283,
经营活动产生的现金流量净额(万元),4633,2753,1031,6711,4304,2516,291,6186,4454,1989,593,3718,2604,883,428,6361,5058,3480,1326,8065,5462,2654,1063,4990,2128,1034,637,5204,3914,2060,1043,6983,4936,6367,5504,6916,
现金及现金等价物净增加额(万元),2397,-226,-703,-159,-1290,-2141,-833,451,180,-1758,-531,-5048,-4545,-5487,-230,-10144,-8619,-6606,-2709,-5241,-2489,-2734,199,-2033,-3804,-2634,-140,21024,21954,22161,27666,302,42,6846,254,-3779,
总资产(万元),69075,68039,67103,65857,66552,71995,72614,72098,70919,68826,69272,68615,69966,68104,69459,68811,68900,66597,67732,65983,64754,62642,63061,62184,61071,59849,62285,62048,61196,59841,64378,33955,32950,26888,23702,21777,
流动资产(万元),27546,25924,24603,22944,23523,22205,22617,21862,22008,19845,20497,20249,21405,22120,24637,25477,27060,27316,31160,30947,33690,33285,35636,35216,34597,35162,37102,36947,37700,37613,43054,15070,15295,13589,12544,14345,
总负债(万元),6597,6393,7073,6396,7777,8272,7559,8366,7654,6622,5486,5803,7692,7081,6019,6658,8312,7662,6575,6503,6948,6699,5165,5458,5494,5265,4037,4756,4812,4971,5650,11624,11548,5454,8324,7823,
流动负债(万元),4274,4058,4686,4066,5427,5951,5227,6054,5978,5928,4826,5154,6996,6474,5401,6049,7479,6849,5725,5713,6222,6113,4530,4823,5436,5242,4015,4744,4799,4959,5637,11614,11517,5430,8301,7685,
股东权益不含少数股东权益(万元),61761,61642,60026,58483,57832,62817,64171,62869,62360,61306,62912,61795,61273,60081,62520,61144,59639,58042,60288,58533,56901,55114,57152,55898,54793,53799,57495,56566,55701,54227,58006,21643,20704,20719,14742,12941,
净资产收益率加权(%),5.73,5.14,2.48,-2.54,-3.55,4.39,2.05,6.29,5.43,3.84,1.79,6.65,5.78,3.82,2.23,10.77,8.27,5.56,2.96,10.64,7.82,4.65,2.22,7.32,--,3.49,0,10.77,0,7.34,--,30.46,25.78,33.73,26.48,27.48,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
