报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.83,0.6,0.31,1.17,0.81,0.56,0.27,0.83,0.57,0.47,
每股净资产(元),--,--,--,4.92,--,4.31,--,4.15,3.52,2.95,
每股经营活动产生的现金流量净额(元),--,--,--,1.77,--,0.74,--,1.31,0.67,1.02,
主营业务收入(万元),197848,130285,63953,223023,159371,104137,49638,180430,153948,122411,
主营业务利润(万元),77627,51571,25204,86836,62019,40548,19596,68269,56006,43149,
营业利润(万元),16450,11697,5630,18483,12623,8830,4297,13279,9148,7470,
投资收益(万元),351,335,--,--,--,--,--,--,--,-13,
营业外收支净额(万元),514,226,10,649,510,311,93,232,169,309,
利润总额(万元),16963,11923,5640,19132,13133,9141,4390,13512,9317,7779,
净利润(万元),12526,8788,4112,14056,9659,6746,3211,9919,6860,5588,
净利润(扣除非经常性损益后)(万元),11891,8377,4105,13583,9286,6521,3141,9754,6743,5924,
经营活动产生的现金流量净额(万元),15489,6787,7809,21235,13805,8864,5559,15671,8073,12299,
现金及现金等价物净增加额(万元),-2957,6775,47195,1186,-5702,-2311,2220,4260,-6297,4079,
总资产(万元),231794,210719,210778,125095,--,104203,--,102641,84545,84341,
流动资产(万元),175938,172810,175040,89329,--,71150,--,70601,53913,61016,
总负债(万元),95006,69717,74510,65519,--,52039,--,52421,41963,48712,
流动负债(万元),94633,69330,74111,65106,--,51601,--,51957,41446,48707,
股东权益不含少数股东权益(万元),136102,140364,135689,59038,--,51728,--,49782,42263,35403,
净资产收益率加权(%),10.29,7.86,4.82,26.22,18.59,13.08,6.25,21.84,17.67,16.66,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
