报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.32,0.23,0.14,0.56,0.41,0.26,0.15,0.5,0.47,0.45,
每股净资产(元),--,--,--,4.1,--,--,--,3.54,3.29,2.82,
每股经营活动产生的现金流量净额(元),--,--,--,0.78,--,--,--,0.89,0.34,0.24,
主营业务收入(万元),23635,15816,7607,33358,24891,15514,7251,30653,27366,22038,
主营业务利润(万元),15027,10111,4749,21892,16485,10273,4576,20815,18801,16002,
营业利润(万元),5608,3663,2414,9010,6567,3940,2387,8108,7876,7551,
投资收益(万元),58,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),1181,828,115,1272,1075,796,282,1113,763,135,
利润总额(万元),6789,4490,2529,10282,7642,4735,2669,9221,8639,7686,
净利润(万元),5579,3722,2116,8539,6241,3930,2237,7570,7129,6213,
净利润(扣除非经常性损益后)(万元),4237,2933,1929,7249,5329,3078,1996,6461,6481,6144,
经营活动产生的现金流量净额(万元),7353,6359,4232,11873,9646,5027,4573,13494,5223,3637,
现金及现金等价物净增加额(万元),26543,36636,-2153,16,-672,-1895,605,1930,-4046,3536,
总资产(万元),156872,150609,110760,112864,--,--,--,106043,94935,73274,
流动资产(万元),76630,73056,31909,35155,--,--,--,31325,25648,21415,
总负债(万元),50769,46364,46296,50516,--,--,--,52234,44896,30365,
流动负债(万元),38217,40663,18349,22505,--,--,--,26076,33654,20718,
股东权益不含少数股东权益(万元),106103,104245,64464,62348,--,--,--,53809,50038,42909,
净资产收益率加权(%),6.8,5.27,--,14.7,10.96,7.05,--,14.15,15.34,21.47,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
