报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
经营活动产生的现金流量净额(万元),17106700,24789600,6114900,17026000,9405600,12506200,10640000,21713800,20886100,10585600,6068200,28089700,16084900,20456300,10942100,7534800,8547800,8083800,5848700,13925500,10171400,6720100,2268400,9330100,6423000,5740000,1304400,6235700,3885300,2127400,386200,2643300,1977800,2000200,1670100,3735771,3135000,2500800,3181000,3437000,3517800,3562375,3022270,--,--,--,
现金及现金等价物净增加额(万元),19554300,21811700,3614500,1908300,-2035100,3743300,7987400,-200900,-1898900,-6265400,-4495100,13640500,5261000,14061100,7661300,2954300,5103300,-388500,-2177300,-802700,-4141300,-2961000,-219900,2729000,2895700,3639000,925100,-3180700,-3957700,-2804000,-3278400,5264500,7811000,7277700,4107300,2840826,1187800,428100,231400,730300,413200,-96257,-137757,--,--,--,
总资产(万元),466711300,463228700,421524000,400591100,385949600,380122500,366123400,336031200,324876900,317257200,311077700,284426600,263060100,264499900,245097300,228542400,218940600,131006400,123107400,117162700,109910200,103290800,99548200,93571200,87320500,83022000,75006700,70764000,66638500,64360600,63343600,65110400,62372200,58314300,52830200,44179106,33289300,--,28810400,23896700,18265700,14475646,9503354,6522500,4503606,3068979,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,0,0,0,0,17003896,12325800,--,10246700,10471000,9964500,10230187,6353212,4413000,3794013,1220007,
总负债(万元),426229300,422778900,383384200,365209500,357766300,353408700,340871900,312060700,301227600,294546900,288923000,263461700,243633100,245131800,226481900,211408200,202942700,117063900,110712800,105474400,98296200,92301300,89893700,84396900,77566900,73353700,66004700,62617100,58926600,56022800,53674500,54188600,51878500,48823200,43895600,40387231,29793600,--,25491500,20833800,16741400,13137439,8874840,5941800,4031440,2667582,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,0,0,0,0,0,0,11894455,3178900,--,2889600,2077100,1613800,2055276,1273660,781000,797890,425243,
股东权益不含少数股东权益(万元),32833700,33119000,31472700,28956400,21867800,20648800,19358600,18270900,17997300,17275600,16843200,15961700,14619800,14676200,14055400,13086700,12113200,13433400,11889300,11203000,11102200,10511100,8967200,8497000,9052200,9032700,8278700,7875700,7467200,8095500,9409800,10723400,10323500,9339600,8788300,3666787,3435900,--,3266400,3017700,1488200,1326930,618365,573800,472166,401397,
净资产收益率加权(%),15.3,11,6.6,18.25,15.67,10.9,5.7,16.4,13.67,10.7,4.5,13.8,11.55,10,4.5,16,12.64,10.9,5,17.3,13.03,10.6,5.2,18.5,0,5.1,--,0.71,0,7.5,--,16.9,0,--,0,17.3,10.9,--,10.6,11.6,15,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
