报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.02,0.02,0.01,-0.1,0.05,0.04,0,0.06,0.05,0.03,0,0.11,0.16,0.1,0.06,0.5,0.45,0.3,0.13,0.62,0.46,0.42,0.47,0.48,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.24,5.19,6.94,6.87,6.81,6.66,2.89,2.76,2.59,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.23,0.22,0.08,-0.88,-1.17,-1,-1.07,0.28,-0.19,0.28,0.48,1.01,
主营业务收入(万元),64570,42759,17510,105236,83018,55733,24272,91813,67657,42879,18343,75082,59826,40252,18221,94817,75538,51643,23129,85014,61117,45393,57707,37735,
主营业务利润(万元),6173,4066,1902,7822,7824,5200,2088,10070,7531,4959,1999,7714,7674,4873,1899,14068,11326,7805,3502,13121,9465,8272,9737,6695,
营业利润(万元),100,292,176,-1988,901,709,66,815,688,556,52,341,1638,967,147,6349,5588,3652,1451,6551,4841,3762,4839,3877,
投资收益(万元),973,877,711,763,247,245,202,273,7,1,--,--,--,--,--,--,--,--,--,--,--,1,1,0,
营业外收支净额(万元),118,6,7,347,81,47,11,374,335,54,4,1727,1638,1141,946,335,284,14,4,101,47,741,56,-24,
利润总额(万元),218,299,183,-1641,982,756,77,1189,1023,611,56,2068,3276,2107,1093,6684,5872,3667,1456,6652,4888,4503,4895,3853,
净利润(万元),338,306,117,-1659,759,596,64,1018,870,464,1,1829,2609,1689,824,5865,5027,3132,1238,5766,4115,3819,4013,3340,
净利润(扣除非经常性损益后)(万元),257,301,111,-1951,697,558,54,727,614,418,-3,455,--,813,--,5581,--,3120,1235,5680,--,--,--,--,
经营活动产生的现金流量净额(万元),2162,88,2417,-2409,-7818,-2723,-1433,1874,-2064,-1895,199,5173,3738,3692,993,-11129,-14878,-12747,-10151,2668,-1780,2508,4279,3830,
现金及现金等价物净增加额(万元),-12909,2366,597,7587,-1706,-895,-453,-26617,-19105,-16472,-906,-5381,-4089,-2237,882,32971,30191,42790,-4485,-867,-902,-3649,8711,1872,
总资产(万元),113517,113846,116329,113798,117183,117180,116355,116917,111684,112184,108752,102579,107389,109323,111623,104916,103280,110501,57691,49269,50036,38211,35686,20704,
流动资产(万元),72880,80387,82163,79495,86061,86757,86256,87310,84119,84908,81361,75021,82651,85975,88467,81453,81047,88853,35952,27600,30333,20368,21349,11041,
总负债(万元),25515,28272,30843,28439,29363,29411,28673,29289,24282,25147,21660,15732,19650,23663,23526,17644,16846,25962,30207,23022,25441,18381,19675,11464,
流动负债(万元),24288,28272,30843,28439,29363,29411,28673,29289,24282,25147,21660,15732,19650,23663,23526,17644,16846,25962,30207,23022,25441,18381,19675,11464,
股东权益不含少数股东权益(万元),84652,84473,84286,84167,86585,86423,86385,86321,86174,85768,85806,85799,86579,85660,88097,87272,86434,84539,27484,26246,24595,19830,16011,9240,
净资产收益率加权(%),0.01,0.36,0.14,-1.94,0.92,0.69,0.07,1.18,1.01,0.54,0,2.12,2.99,1.93,0.94,8.89,8.46,6.78,4.61,23.81,18.8,21.31,30.63,55.21,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
