报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.1,0.12,0.02,0.11,0.13,0.11,0.03,0.16,0.18,0.11,0.03,0.11,0.15,0.12,0.04,0.37,0.35,0.22,0.12,0.47,0.34,0.2,0.08,0.46,0.37,0.16,0.03,0.13,0.14,0.07,0.03,0.24,0.23,0.15,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,2.64,--,2.59,--,2.61,--,2.55,--,2.56,2.73,2.65,2.61,2.54,2.64,2.54,2.49,2.38,2.21,2.46,2.26,2.17,1.96,1.88,1.86,1.9,1.93,1.89,1.86,1.91,1.83,2.11,1.9,1.9,1.94,1.91,1.89,1.89,1.87,1.9,1.87,1.85,2.55,2.47,4.15,3.24,3.1,2.95,2.85,3.08,2.94,2.77,2.69,3.34,3,3.07,2.83,1.26,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.41,--,0,0.73,0.55,0.37,0.11,0.78,0.49,0.2,-0.07,0.67,0.62,0.29,0.03,0.73,0.5,0.23,-0.11,0.85,0.63,0.21,-0.01,0.55,0.29,0.16,0,0.48,0.24,0.04,0.02,0.47,0,--,0,0.42,0,0,0,0.36,0,0,0,0.71,0,0,0,0.97,0,0.21,--,0.48,0.11,0.71,0.12,0.39,0.34,0.56,0,0,
主营业务收入(万元),645908,433865,206239,850135,672149,451038,221493,862606,663852,431689,210626,805689,629116,400624,183917,822776,630484,409790,188903,644585,467450,288288,132843,516526,397252,236235,102099,507709,411399,260880,116879,496880,398622,251750,113445,371421,313564,206470,87635,335751,284359,184378,76272,279718,221303,146149,64923,230722,184623,117115,52949,182135,149584,93957,36873,113860,57916,80252,42789,59155,32106,36341,23958,18358,
主营业务利润(万元),120500,83106,34279,138054,114437,77185,34653,143771,114926,72524,33164,134515,112236,74127,32052,156196,125348,84663,40180,163730,117466,73187,34380,139590,110651,61862,21009,99143,83870,50905,22632,101645,81216,51258,--,61956,53259,36099,16414,56786,48855,33499,14027,55559,48177,34299,14892,59849,48840,31670,14893,55779,45296,27981,10644,35056,17750,23865,13640,18289,10037,10994,6526,3525,
营业利润(万元),21508,24368,4962,21514,27003,21721,5787,31905,33518,21674,7369,26373,32647,24148,7230,68077,69307,44485,23182,88189,63630,38162,15810,77593,63756,30896,5118,27967,32030,17941,6972,50245,45860,30921,10226,12771,14742,11261,5562,14800,17126,13560,5067,21758,22691,18730,7469,30420,27221,17072,7206,29356,25716,16604,5436,22108,12132,15131,9128,12806,6963,8264,4382,2351,
投资收益(万元),2588,1945,574,5836,2550,1626,499,3651,3124,1880,701,5030,4256,3308,716,13690,13596,7541,6878,4430,3500,2072,716,6633,3014,1242,553,-552,646,463,-230,6064,7248,6481,4372,-572,-1170,-487,-706,4167,608,478,480,3730,2528,1781,1191,3019,2587,1666,710,2602,2154,1440,647,3386,1986,4001,888,1971,569,257,1,0,
营业外收支净额(万元),825,461,234,1499,1138,529,1006,1089,2290,2010,640,2684,1473,1109,749,2344,1660,1561,1391,2459,1899,774,351,7678,5940,286,149,1345,--,--,--,2380,--,--,--,162,0,--,-9,197,0,0,0,4562,0,0,0,-178,0,0,-151,-15,8,14,0,-32,19,90,0,50,0,0,0,0,
利润总额(万元),22334,24830,5196,23013,28142,22250,6793,32994,35808,23684,8009,29057,34120,25257,7979,70421,70967,46047,24573,90648,65528,38937,16161,85271,69697,31182,5267,29312,32851,17973,7122,52625,46645,31033,10429,13145,13718,10815,4848,19460,17911,14058,5544,30070,25207,20582,8669,33274,29650,18572,7765,31961,28003,18181,6085,25624,14190,19419,10042,15214,7849,9420,4845,2457,
净利润(万元),15493,18617,3131,16193,18823,15320,3848,22792,25210,16265,4754,16180,21778,16882,5348,52551,50488,31937,17476,67845,48668,28749,11842,65403,52722,22764,3530,18522,20528,10593,4075,33927,32367,21707,7911,7671,9029,7287,3155,14458,12939,10232,4432,21582,18662,14592,6350,23736,21141,13786,5440,25249,21098,13743,4389,19786,10932,15158,7753,12058,6106,8286,3474,1865,
